"SRR1071717"	"SRR1099957"	"SRR1093930"	"SRR1084917"	"SRR1081765"	"SRR1079830"	"SRR1086236"	"SRR1097296"	"SRR1120296"	"SRR1092208"	"SRR1085402"
"ENSG00000239906.1"	9	15	17	15	5	21	7	12	18	14	14
"ENSG00000239908.3"	1	6	4	1	2	1	1	5	5	0	1
"ENSG00000239910.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239911.2"	97	119	169	77	114	105	100	104	75	43	41
"ENSG00000239912.1"	1	2	2	5	1	4	3	4	2	4	3
"ENSG00000239917.3"	3	9	5	1	3	7	6	4	6	9	3
"ENSG00000239919.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239920.1"	2	0	2	2	4	1	1	3	1	1	0
"ENSG00000239921.3"	1	0	0	0	0	1	1	0	0	0	0
"ENSG00000239922.1"	1	0	0	1	0	0	0	0	0	1	0
"ENSG00000239923.3"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000239924.1"	1	1	1	1	2	0	0	3	0	0	0
"ENSG00000239926.1"	1	3	1	1	0	1	3	3	0	0	2
"ENSG00000239930.2"	3	2	6	1	2	3	2	0	3	1	3
"ENSG00000239932.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239939.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239941.1"	1	0	0	0	2	8	3	2	1	1	1
"ENSG00000239942.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239944.1"	0	0	1	0	0	1	0	0	1	0	0
"ENSG00000239945.1"	11	21	13	15	16	14	14	9	9	7	7
"ENSG00000239946.1"	0	1	0	0	0	1	0	0	0	0	0
"ENSG00000239948.2"	0	0	0	0	0	0	1	0	2	0	0
"ENSG00000239951.1"	13	30	5520	3379	25	13	9	48	3407	38	3
"ENSG00000239953.3"	0	1	0	1	0	0	0	0	0	0	0
"ENSG00000239958.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239959.1"	9	11	17	15	13	13	12	12	24	8	9
"ENSG00000239961.2"	2	6	22	3	13	1	4	10	6	6	6
"ENSG00000239964.3"	0	0	3	2	3	0	3	1	1	0	6
"ENSG00000239967.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239969.5"	213	262	229	173	169	222	215	178	217	174	216
"ENSG00000239975.2"	2	3	562	918	5	2	3	9	2439	5	1
"ENSG00000239978.1"	0	2	0	0	0	0	0	1	1	1	2
"ENSG00000239981.1"	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000239983.1"	0	1	0	0	1	1	2	0	0	1	1
"ENSG00000239984.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239985.2"	10	7	9	15	12	10	14	9	6	7	11
"ENSG00000239986.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239988.1"	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000239989.1"	0	7	3	3	2	0	1	0	4	1	5
"ENSG00000239991.1"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000239992.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000239994.2"	2	2	1	1	1	2	3	1	1	1	1
"ENSG00000239995.2"	1	2	2	1	1	2	5	1	1	2	1
"ENSG00000239997.1"	0	1	0	0	0	1	2	1	0	0	2
"ENSG00000239998.5"	36	94	61	34	84	42	37	17	51	80	152
"ENSG00000240002.1"	1	0	1	0	1	0	1	0	0	1	1
"ENSG00000240003.2"	1	1	2	3	2	3	4	2	1	1	3
"ENSG00000240005.5"	7	9	10	6	4	2	1	3	7	4	7
"ENSG00000240006.1"	3	1	0	0	0	1	1	0	1	0	1
"ENSG00000240012.1"	0	0	0	0	0	1	1	1	0	0	1
"ENSG00000240014.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240015.2"	0	2	2	0	0	0	1	0	0	0	0
"ENSG00000240021.9"	3	10	24	18	8	9	2	3	29	2	30
"ENSG00000240023.1"	5	4	4	3	5	2	4	2	2	4	4
"ENSG00000240024.5"	108	152	160	114	147	159	101	51	119	149	127
"ENSG00000240027.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240031.1"	0	0	2	1	2	2	0	2	1	2	0
"ENSG00000240032.1"	3	3	2	1	4	5	9	7	2	2	1
"ENSG00000240033.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240034.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000240036.4"	525	532	469	336	440	478	488	431	370	474	265
"ENSG00000240038.6"	1928	2228	2781	1660	1462	1852	1481	1187	1581	1510	1259
"ENSG00000240040.6"	1	7	582	884	4	4	4	11	996	4	1
"ENSG00000240041.1"	5	24	1280	2499	25	3	9	30	1746	9	2
"ENSG00000240043.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240045.1"	0	1	0	1	1	0	0	0	1	3	2
"ENSG00000240047.2"	0	1	0	0	0	1	0	0	1	0	0
"ENSG00000240048.1"	11	11	5	8	12	9	12	10	8	13	9
"ENSG00000240050.5"	3	22	36	12	23	25	14	11	23	8	20
"ENSG00000240051.1"	0	1	2	0	0	0	0	1	0	0	0
"ENSG00000240052.1"	0	0	2	0	1	0	0	0	0	1	0
"ENSG00000240053.8"	1274	2007	1542	998	733	1187	949	838	852	1029	818
"ENSG00000240056.2"	0	1	1	0	2	1	1	0	1	1	0
"ENSG00000240057.5"	24	30	30	19	24	31	27	21	18	14	14
"ENSG00000240058.3"	0	0	1	0	0	0	0	1	0	0	0
"ENSG00000240063.1"	1	3	2	2	0	0	0	0	1	0	1
"ENSG00000240065.7"	131	231	513	396	306	222	135	214	587	153	375
"ENSG00000240068.1"	0	1	0	1	1	1	5	0	1	1	1
"ENSG00000240069.1"	9	26	18	36	25	43	26	24	19	22	24
"ENSG00000240074.1"	1	3	1	1	0	0	1	2	1	2	0
"ENSG00000240083.2"	3	2	2	1	3	4	2	2	2	1	2
"ENSG00000240084.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240086.5"	0	1	1	0	0	0	0	0	0	0	2
"ENSG00000240087.3"	491	783	602	449	496	573	506	539	480	571	389
"ENSG00000240089.2"	94	261	569	304	131	86	105	56	306	85	380
"ENSG00000240093.1"	0	0	0	0	1	0	0	3	0	1	2
"ENSG00000240095.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240096.1"	4	9	7	4	1	6	7	5	3	5	5
"ENSG00000240097.1"	0	0	0	0	0	0	1	0	0	0	1
"ENSG00000240098.3"	0	1	0	1	0	0	0	2	0	0	0
"ENSG00000240100.1"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000240103.2"	56	50	23	28	19	66	29	30	28	45	14
"ENSG00000240106.2"	0	2	1	0	0	0	0	0	0	0	0
"ENSG00000240107.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240108.1"	0	1	1	1	0	1	0	0	0	0	2
"ENSG00000240116.3"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000240121.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240122.1"	2	15	7	3	5	1	3	2	7	0	12
"ENSG00000240125.1"	1	2	3	1	2	3	4	1	1	2	2
"ENSG00000240128.1"	1	0	0	0	0	0	0	0	1	0	0
"ENSG00000240131.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240132.1"	71	82	39	33	63	65	100	97	35	70	32
"ENSG00000240135.1"	0	0	0	1	0	0	0	3	0	1	0
"ENSG00000240137.5"	24	21	28	19	20	18	14	8	20	9	27
"ENSG00000240138.1"	3	3	17	3	3	5	1	1	5	4	9
"ENSG00000240143.1"	11	15	35	22	23	6	5	20	28	11	16
"ENSG00000240151.3"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000240152.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240156.1"	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000240159.1"	0	0	0	0	1	0	0	1	0	0	0
"ENSG00000240160.3"	1	2	8	2	1	1	2	3	1	1	3
"ENSG00000240163.1"	1	9	15	1	3	0	0	1	2	0	3
"ENSG00000240167.1"	2	0	0	1	0	0	0	2	0	1	1
"ENSG00000240173.3"	1	0	1	0	0	2	1	1	2	1	0
"ENSG00000240174.1"	2	1	0	1	0	1	0	1	1	1	0
"ENSG00000240175.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240179.1"	0	1	1	0	1	0	1	0	1	1	0
"ENSG00000240180.1"	83	61	67	39	45	96	69	65	47	91	39
"ENSG00000240183.3"	0	0	1	0	0	0	1	2	0	3	0
"ENSG00000240184.6"	3993	4292	3790	2189	3567	4893	3999	5152	3514	3719	2378
"ENSG00000240186.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240189.3"	0	1	0	0	0	0	0	1	0	0	0
"ENSG00000240194.6"	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000240197.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240198.5"	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000240199.3"	0	1	1	1	0	0	0	1	1	0	1
"ENSG00000240201.1"	0	0	1	0	0	1	0	0	0	1	0
"ENSG00000240202.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240203.3"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000240204.2"	3	2	1	4	1	1	3	2	3	0	1
"ENSG00000240205.3"	0	1	1	1	1	0	0	0	0	1	3
"ENSG00000240207.6"	324	157	90	141	323	715	121	926	90	169	253
"ENSG00000240210.3"	0	1	0	1	1	2	2	3	1	2	2
"ENSG00000240211.1"	66	62	90	60	84	66	43	66	78	41	69
"ENSG00000240215.4"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000240216.7"	0	10	12	14	4	1	0	1	8	1	14
"ENSG00000240219.1"	26	25	46	31	18	23	42	47	47	29	22
"ENSG00000240224.1"	101	4351	4175	3908	2298	884	255	42	3565	76	6707
"ENSG00000240225.10"	558	576	384	361	393	666	519	490	378	556	332
"ENSG00000240230.5"	428	971	811	769	592	936	441	534	718	1013	535
"ENSG00000240231.1"	121	170	189	102	145	131	130	165	135	103	81
"ENSG00000240233.3"	0	0	0	0	0	1	2	0	0	0	0
"ENSG00000240235.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240236.1"	1	1	0	0	1	1	1	1	1	0	1
"ENSG00000240237.1"	0	0	0	0	0	0	0	1	0	0	2
"ENSG00000240238.1"	4	7	1	1	4	5	3	2	4	4	1
"ENSG00000240240.8"	12	2	14	8	13	10	18	3	10	15	9
"ENSG00000240241.5"	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000240244.3"	1	1	2	0	1	1	1	1	1	1	2
"ENSG00000240246.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240247.7"	2	0	5	8	8	1	8	1	12	11	3
"ENSG00000240250.3"	0	0	1	0	0	2	0	0	0	0	0
"ENSG00000240253.5"	0	5	2	3	3	6	2	3	2	3	5
"ENSG00000240254.1"	18	55	70	61	24	27	23	21	39	34	40
"ENSG00000240255.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240265.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240268.6"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240270.1"	1	2	2	0	0	1	3	1	1	3	1
"ENSG00000240271.1"	2	2	1	0	2	0	1	1	1	2	0
"ENSG00000240280.6"	6	0	5	2	4	3	4	1	4	6	5
"ENSG00000240281.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240286.1"	0	0	0	0	1	1	0	1	0	0	0
"ENSG00000240288.7"	17	32	36	19	18	31	19	44	55	38	21
"ENSG00000240291.1"	169	476	355	211	250	188	174	125	257	140	244
"ENSG00000240294.2"	4	1	3	5	1	7	4	1	6	4	4
"ENSG00000240296.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000240298.3"	1	0	1	0	0	0	1	0	0	0	0
"ENSG00000240299.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240302.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240303.7"	1655	1855	1087	1051	1023	2583	2163	1484	1104	2164	1027
"ENSG00000240305.1"	4	1	1	1	3	1	1	1	2	1	3
"ENSG00000240306.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240309.1"	6	5	2	2	0	6	2	3	2	5	1
"ENSG00000240311.1"	3	1	0	3	1	1	1	0	4	1	0
"ENSG00000240317.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240320.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240322.3"	2	8	12	6	5	3	3	2	6	2	8
"ENSG00000240327.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240328.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000240338.5"	17	27	15	15	18	22	16	11	19	27	11
"ENSG00000240342.3"	8436	10173	6797	7363	10245	5602	8832	10246	6271	6248	6174
"ENSG00000240344.8"	432	502	604	550	447	312	403	326	564	400	422
"ENSG00000240347.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240350.2"	1	1	6	2	1	2	2	2	5	3	1
"ENSG00000240354.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240355.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240356.6"	134	184	90	96	162	337	152	81	103	329	96
"ENSG00000240359.1"	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000240361.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240364.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240366.1"	11	14	13	3	7	9	11	16	9	7	8
"ENSG00000240370.6"	126	100	97	58	89	159	133	69	84	187	66
"ENSG00000240371.1"	26	11	19	15	13	20	36	18	20	25	9
"ENSG00000240373.1"	5	9	7	3	7	5	3	6	3	2	8
"ENSG00000240374.3"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000240375.1"	0	1	1	1	0	1	0	0	1	0	1
"ENSG00000240376.1"	510	638	521	410	473	446	520	496	344	453	317
"ENSG00000240382.3"	2	2	146	502	2	1	4	3	1588	1	0
"ENSG00000240385.1"	0	0	0	0	1	0	0	0	0	1	0
"ENSG00000240386.3"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000240388.2"	2	5	2	2	3	3	4	2	3	2	2
"ENSG00000240392.1"	11	4	3	3	5	6	3	4	1	6	3
"ENSG00000240393.1"	0	0	2	0	0	0	2	0	1	0	0
"ENSG00000240395.1"	6	13	10	4	7	13	12	7	8	12	6
"ENSG00000240399.1"	8	16	17	18	8	11	9	15	17	9	16
"ENSG00000240401.8"	69	77	83	55	83	88	68	59	52	57	61
"ENSG00000240403.5"	3	4	3	4	4	0	0	5	2	3	1
"ENSG00000240404.2"	1	1	0	0	1	1	0	0	0	0	0
"ENSG00000240405.5"	1	3	2	0	1	10	1	8	1	1	3
"ENSG00000240409.1"	354	325	212	161	212	227	202	149	204	254	151
"ENSG00000240411.2"	0	0	1	0	1	1	0	0	0	0	0
"ENSG00000240412.1"	0	1	3	0	0	0	2	0	0	0	0
"ENSG00000240416.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240418.1"	6	3	4	2	4	3	6	3	4	2	2
"ENSG00000240419.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240423.1"	0	0	1	1	1	0	0	0	0	0	0
"ENSG00000240424.2"	1	0	0	0	0	1	0	0	0	2	0
"ENSG00000240426.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240427.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240429.1"	78	126	97	94	109	143	108	94	122	97	83
"ENSG00000240432.3"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000240435.2"	3	0	1	0	1	2	1	0	1	2	0
"ENSG00000240436.1"	0	1	3	2	2	2	4	1	3	1	0
"ENSG00000240438.2"	0	1	0	0	0	0	0	0	1	0	0
"ENSG00000240439.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240440.1"	0	1	3	2	0	2	1	2	1	5	3
"ENSG00000240441.1"	0	4	4	0	5	0	4	6	0	2	2
"ENSG00000240443.1"	0	3	2	1	4	3	3	1	4	2	1
"ENSG00000240445.3"	145	297	198	185	246	227	215	255	135	97	145
"ENSG00000240449.1"	97	140	92	89	87	116	107	75	91	110	87
"ENSG00000240450.1"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000240452.1"	2	3	3	0	0	0	1	1	1	1	2
"ENSG00000240454.1"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000240457.3"	0	0	0	0	0	0	2	0	0	0	0
"ENSG00000240458.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240459.2"	2	2	0	1	0	1	2	0	1	1	0
"ENSG00000240463.1"	16	19	21	21	17	20	19	12	16	18	6
"ENSG00000240470.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240471.1"	0	1	1	0	1	0	0	0	0	0	0
"ENSG00000240474.3"	0	0	0	0	1	0	0	1	0	0	0
"ENSG00000240476.1"	1	1	0	0	0	0	0	0	0	0	0
"ENSG00000240477.1"	0	10	0	0	9	1	0	0	0	0	0
"ENSG00000240478.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240480.1"	1	1	2	2	1	0	1	1	1	1	0
"ENSG00000240481.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240484.1"	0	0	0	0	2	0	0	0	3	0	2
"ENSG00000240486.2"	0	0	0	0	0	0	1	0	1	1	0
"ENSG00000240487.1"	0	2	1	0	1	0	1	1	2	0	0
"ENSG00000240489.1"	404	640	461	384	402	503	578	446	347	545	338
"ENSG00000240490.3"	0	2	0	1	0	0	0	0	1	1	1
"ENSG00000240494.2"	2	12	21	6	8	8	6	8	16	1	7
"ENSG00000240497.2"	2	1	0	3	0	0	0	0	0	0	0
"ENSG00000240498.6"	5	15	27	13	15	23	6	10	17	12	9
"ENSG00000240499.7"	3	3	8	5	3	6	5	1	4	0	3
"ENSG00000240502.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240505.8"	1	5	11	62	1	1	0	1	85	1	1
"ENSG00000240509.1"	625	864	740	516	515	462	506	438	486	507	370
"ENSG00000240511.1"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000240513.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240518.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240519.1"	0	1	0	0	0	1	1	0	0	0	0
"ENSG00000240520.5"	0	3	1	1	1	2	1	2	0	1	3
"ENSG00000240521.1"	0	2	1	0	1	1	0	1	0	1	0
"ENSG00000240522.1"	18	42	44	18	21	20	20	13	30	13	33
"ENSG00000240524.2"	109	104	98	72	98	130	109	68	80	113	106
"ENSG00000240527.1"	63	50	60	32	47	86	72	77	46	57	37
"ENSG00000240531.1"	0	1	0	0	2	0	1	0	1	1	1
"ENSG00000240533.3"	0	0	1	0	1	0	0	0	2	0	0
"ENSG00000240534.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240535.8"	1	57	72	45	33	2	3	5	57	0	4
"ENSG00000240540.2"	153	204	176	117	151	167	179	161	128	153	73
"ENSG00000240541.2"	0	0	0	5	2	2	1	2	2	1	2
"ENSG00000240542.4"	0	0	0	0	1	0	0	1	0	0	0
"ENSG00000240545.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240549.2"	0	2	3	1	1	0	3	1	4	1	1
"ENSG00000240553.1"	33	82	57	49	43	57	44	38	49	43	42
"ENSG00000240554.1"	0	1	1	1	1	0	0	2	2	0	2
"ENSG00000240562.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240563.1"	3	9	10	9	9	2	10	18	2	8	33
"ENSG00000240566.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240567.1"	2948	5285	4774	3252	3427	3136	3663	3352	3412	3813	2894
"ENSG00000240568.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240571.1"	27	53	45	29	35	26	8	27	32	14	31
"ENSG00000240572.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240573.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240577.3"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000240578.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240579.1"	0	0	1	1	0	0	0	1	0	0	2
"ENSG00000240583.10"	11339	7302	13738	7803	8891	14000	7565	11087	7254	13439	10223
"ENSG00000240584.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240589.3"	0	0	0	0	0	0	0	0	1	0	1
"ENSG00000240590.1"	0	1	0	0	1	0	1	0	0	1	0
"ENSG00000240591.1"	113	128	114	77	125	174	150	137	92	127	91
"ENSG00000240596.1"	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000240601.1"	0	1	3	0	0	0	0	1	1	1	0
"ENSG00000240602.7"	1	0	2	2	1	6	1	0	0	0	2
"ENSG00000240606.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240611.1"	0	0	0	0	1	1	0	0	0	1	0
"ENSG00000240613.3"	0	0	0	0	0	1	1	1	0	0	0
"ENSG00000240616.1"	233	563	387	352	306	267	264	270	274	330	368
"ENSG00000240621.1"	0	1	0	0	0	0	0	0	1	0	0
"ENSG00000240622.1"	4	4	4	2	3	13	6	3	7	6	3
"ENSG00000240624.1"	0	0	1	0	2	1	0	1	0	0	0
"ENSG00000240625.3"	0	1	8	1	2	3	1	1	2	0	1
"ENSG00000240626.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240627.1"	1	1	0	0	0	1	1	1	1	1	1
"ENSG00000240631.1"	1	0	1	0	0	0	1	0	0	1	0
"ENSG00000240632.6"	0	0	2	0	1	0	0	1	0	0	0
"ENSG00000240634.1"	1	0	5	3	2	4	2	2	4	6	3
"ENSG00000240637.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240639.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240641.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240647.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240651.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240652.1"	16	25	16	19	18	20	16	15	17	19	14
"ENSG00000240654.6"	16	19	48	6	32	49	23	35	14	21	15
"ENSG00000240661.3"	41	59	68	23	39	64	107	72	35	52	57
"ENSG00000240663.3"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000240665.1"	0	0	1	0	1	1	0	0	1	0	0
"ENSG00000240666.2"	3	21	49	174	35	8	6	21	61	4	30
"ENSG00000240667.1"	0	0	2	0	0	1	0	0	0	0	0
"ENSG00000240668.1"	9	199	98	129	62	3	13	10	17	16	94
"ENSG00000240669.1"	1	1	1	0	0	0	0	1	1	0	0
"ENSG00000240671.4"	0	3	49	183	2	1	1	5	136	1	0
"ENSG00000240673.1"	1	6	4	1	6	1	3	1	5	3	1
"ENSG00000240674.1"	130	158	131	92	104	121	125	122	98	138	64
"ENSG00000240677.1"	1	0	1	0	0	1	3	1	0	3	0
"ENSG00000240680.1"	0	0	1	0	0	0	0	1	0	0	0
"ENSG00000240682.9"	684	1063	927	714	738	1100	861	909	760	1067	648
"ENSG00000240687.1"	0	0	0	0	1	4	1	0	1	0	1
"ENSG00000240692.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240694.8"	44	237	483	48	246	136	85	128	291	94	120
"ENSG00000240695.1"	35	32	21	21	20	42	35	33	17	43	17
"ENSG00000240698.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240704.1"	0	0	0	0	1	1	1	0	0	2	0
"ENSG00000240707.2"	0	0	0	1	0	1	1	0	0	0	1
"ENSG00000240708.1"	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000240710.1"	2	3	7	5	5	3	4	5	5	4	5
"ENSG00000240713.3"	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000240718.3"	0	4	1	1	0	0	0	0	1	1	2
"ENSG00000240720.7"	598	976	785	612	598	860	695	692	743	654	780
"ENSG00000240721.2"	0	0	0	0	1	1	0	1	2	1	0
"ENSG00000240723.3"	0	0	1	2	2	1	2	0	1	0	1
"ENSG00000240724.2"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000240729.1"	4	1	2	0	1	2	3	1	0	2	2
"ENSG00000240731.1"	278	341	226	213	205	385	323	180	164	480	128
"ENSG00000240733.3"	0	1	0	1	1	0	0	0	0	0	1
"ENSG00000240738.1"	1	1	1	2	1	3	1	2	2	2	1
"ENSG00000240739.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240747.7"	105	103	72	46	65	63	87	71	63	88	72
"ENSG00000240750.3"	1	1	0	0	1	1	0	0	0	0	0
"ENSG00000240751.1"	1	9	2	3	8	2	5	6	4	8	4
"ENSG00000240752.1"	0	1	0	1	1	0	0	0	0	0	0
"ENSG00000240755.1"	94	12	8	4	14	38	0	34	3	20	12
"ENSG00000240758.2"	16	79	198	55	343	71	32	175	513	18	164
"ENSG00000240759.1"	7	14	7	5	4	9	12	6	6	10	5
"ENSG00000240760.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240761.1"	4	2	5	32	1	10	1	4	1	4	2
"ENSG00000240764.3"	3333	3340	3126	1711	2877	4114	3268	4219	2802	3083	1842
"ENSG00000240766.1"	0	0	2	0	0	0	0	0	0	1	0
"ENSG00000240767.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240770.5"	4	3	1	2	2	2	2	1	1	2	2
"ENSG00000240771.6"	8580	3068	2736	1131	3068	7265	6203	4679	1860	8287	1580
"ENSG00000240772.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240774.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240775.1"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000240776.1"	6	7	7	3	5	5	5	3	5	5	3
"ENSG00000240777.2"	0	0	1	1	0	0	0	0	1	0	0
"ENSG00000240785.1"	2	1	1	0	1	1	2	2	1	2	2
"ENSG00000240787.1"	2	2	2	2	4	1	0	1	9	1	5
"ENSG00000240790.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240791.1"	1	3	4	1	4	3	1	1	3	0	1
"ENSG00000240792.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240793.1"	4	3	8	4	3	1	2	2	2	4	9
"ENSG00000240796.1"	0	1	0	0	0	0	1	0	0	0	0
"ENSG00000240800.1"	1	0	1	1	2	1	1	1	0	0	0
"ENSG00000240801.1"	332	458	446	151	266	255	339	479	263	280	219
"ENSG00000240803.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240804.1"	1	0	0	0	0	0	0	1	0	0	0
"ENSG00000240808.1"	0	3	2	1	2	1	0	0	2	1	0
"ENSG00000240809.1"	93	127	107	75	108	155	100	107	83	162	80
"ENSG00000240813.2"	0	0	0	1	1	0	0	1	3	1	0
"ENSG00000240821.1"	20	20	18	18	26	26	33	29	21	45	18
"ENSG00000240823.3"	2	7	4	3	3	1	3	1	7	3	5
"ENSG00000240824.1"	1	0	0	0	0	1	0	0	0	0	0
"ENSG00000240827.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240828.1"	2	1	2	2	2	2	2	2	1	2	0
"ENSG00000240837.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240842.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240846.2"	0	0	1	0	1	0	0	0	2	0	1
"ENSG00000240847.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000240849.10"	1610	2071	1720	1338	1254	1755	1589	1192	1287	2461	1450
"ENSG00000240853.3"	0	0	0	0	0	0	0	0	0	0	0
