"SRR1071717"	"SRR1099957"	"SRR1093930"	"SRR1084917"	"SRR1081765"	"SRR1079830"	"SRR1086236"	"SRR1097296"	"SRR1120296"	"SRR1092208"	"SRR1085402"
"ENSG00000178033.5"	235	152	133	90	138	331	216	143	86	177	91
"ENSG00000178035.11"	3516	6988	4820	3244	3950	4726	4782	5202	4030	3981	2499
"ENSG00000178038.16"	825	4628	5229	3996	1918	1253	1004	639	3827	1128	4866
"ENSG00000178053.17"	282	184	114	128	134	237	201	214	103	155	132
"ENSG00000178055.11"	2	5	5	6	3	7	8	9	8	10	6
"ENSG00000178057.14"	1090	1156	1306	800	1032	1227	1174	888	1127	1336	904
"ENSG00000178074.5"	419	548	379	274	383	463	409	396	237	452	262
"ENSG00000178075.19"	44	663	835	717	284	71	43	44	708	30	652
"ENSG00000178078.11"	58	1542	1151	1492	570	230	107	64	1185	38	1580
"ENSG00000178081.12"	16	53	39	30	23	25	10	10	16	4	29
"ENSG00000178082.6"	241	485	249	313	288	340	301	257	238	309	366
"ENSG00000178084.1"	1	3	1	0	0	4	0	1	2	1	0
"ENSG00000178093.13"	27	42	54	59	58	47	41	29	47	35	34
"ENSG00000178096.8"	385	298	294	229	284	436	292	347	242	581	184
"ENSG00000178104.19"	1971	2011	1708	1094	1386	2194	1664	1004	1212	2270	1171
"ENSG00000178105.9"	622	716	610	475	614	735	530	874	446	681	300
"ENSG00000178107.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000178115.11"	63	316	230	270	128	75	111	78	170	62	177
"ENSG00000178125.14"	229	259	227	196	181	277	211	232	179	257	188
"ENSG00000178127.12"	1311	1431	1145	1114	1069	1538	1229	1085	891	1619	1039
"ENSG00000178130.9"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000178146.9"	30	50	42	39	68	59	51	49	50	54	79
"ENSG00000178149.16"	1863	2730	2740	1959	1698	2247	1943	1451	2267	2018	1990
"ENSG00000178150.8"	3	2	7	7	2	4	2	7	9	4	11
"ENSG00000178162.8"	42	57	41	41	58	68	34	60	54	67	59
"ENSG00000178163.7"	778	1061	748	673	810	853	1049	832	463	776	617
"ENSG00000178171.10"	3	0	2	0	2	1	0	0	0	1	0
"ENSG00000178172.6"	2	0	0	0	0	0	1	1	1	0	0
"ENSG00000178175.11"	100	99	144	107	111	95	112	114	83	31	101
"ENSG00000178177.15"	247	438	289	365	332	397	340	193	307	294	348
"ENSG00000178184.15"	268	1127	712	462	418	396	310	190	763	276	690
"ENSG00000178187.7"	38	53	47	38	59	81	41	66	39	84	52
"ENSG00000178188.14"	3111	3340	3797	2725	2160	2699	2579	2047	3143	3149	2962
"ENSG00000178193.5"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000178199.13"	36	50	67	64	36	58	40	20	55	30	23
"ENSG00000178201.4"	52	52	56	49	70	87	48	54	57	48	33
"ENSG00000178202.12"	1958	1487	1414	756	1054	1756	1882	1474	1172	1404	878
"ENSG00000178209.14"	27360	29397	16102	12149	18463	26324	23593	13444	13537	26861	9707
"ENSG00000178217.13"	0	2	2	0	3	2	1	2	0	2	4
"ENSG00000178222.12"	52	63	117	58	53	54	62	54	51	68	102
"ENSG00000178226.10"	49	72	89	66	107	75	78	44	134	61	60
"ENSG00000178229.7"	116	207	123	150	136	115	131	142	173	120	116
"ENSG00000178233.17"	25	48	50	37	44	41	21	43	40	29	36
"ENSG00000178234.12"	1070	2636	2279	1499	1527	1468	1319	858	1861	1323	2081
"ENSG00000178235.7"	0	2	2	3	1	0	0	2	0	0	4
"ENSG00000178243.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000178248.11"	0	5	1	0	0	0	0	0	0	2	4
"ENSG00000178252.17"	7011	11511	11122	8441	6976	9205	9061	6796	9634	8668	7476
"ENSG00000178257.3"	0	0	1	0	0	0	0	0	0	0	0
"ENSG00000178279.3"	1	0	1	0	0	1	0	2	0	0	1
"ENSG00000178287.17"	0	1	1	0	1	0	0	1	1	0	0
"ENSG00000178295.14"	176	254	265	287	119	155	122	180	196	82	256
"ENSG00000178297.12"	74	71	70	18	52	88	66	94	55	69	36
"ENSG00000178301.3"	54	48	52	30	34	58	29	45	36	43	30
"ENSG00000178307.9"	395	447	449	391	383	574	455	503	359	645	392
"ENSG00000178338.10"	471	623	506	476	439	653	556	557	401	461	361
"ENSG00000178342.4"	2	5	1	3	16	16	1	4	8	4	2
"ENSG00000178343.4"	99	36	39	2	77	283	134	92	46	87	14
"ENSG00000178358.4"	0	1	1	0	1	0	0	0	0	1	0
"ENSG00000178363.4"	14	21	16	18	12	18	20	10	24	9	34
"ENSG00000178372.7"	1	5	3	7	4	2	2	3	3	18	8
"ENSG00000178381.11"	422	419	316	241	254	516	366	272	207	475	277
"ENSG00000178385.14"	505	829	541	422	588	766	472	501	430	390	321
"ENSG00000178386.12"	146	278	239	353	175	154	82	144	235	102	217
"ENSG00000178394.4"	0	0	3	0	2	0	0	2	1	0	1
"ENSG00000178395.6"	1	3	4	3	4	1	2	1	5	0	5
"ENSG00000178397.12"	505	475	368	351	368	671	607	440	366	708	372
"ENSG00000178401.14"	1	0	0	6	0	2	1	0	4	1	8
"ENSG00000178403.3"	0	0	0	0	1	0	0	1	0	0	0
"ENSG00000178404.9"	793	1203	1141	355	805	1243	1045	611	672	727	585
"ENSG00000178409.13"	97	175	89	91	117	130	70	66	67	62	48
"ENSG00000178412.4"	0	1	1	0	0	1	0	1	0	1	0
"ENSG00000178425.13"	1274	1399	1103	1128	939	1361	1368	690	1005	847	1069
"ENSG00000178429.9"	2781	3633	3167	2521	2285	2686	2555	2525	2215	2794	1773
"ENSG00000178440.5"	52	64	65	34	66	63	51	61	46	52	36
"ENSG00000178445.8"	5	528	60	202	87	34	12	10	123	5	169
"ENSG00000178449.8"	785	732	708	491	891	1031	691	887	595	1350	578
"ENSG00000178457.3"	0	1	2	1	0	0	0	0	2	0	4
"ENSG00000178458.5"	391	691	650	618	456	504	379	417	522	395	668
"ENSG00000178460.17"	184	148	131	100	143	183	168	167	103	225	98
"ENSG00000178462.11"	4	24	18	8	2	3	2	2	15	10	6
"ENSG00000178464.6"	12125	16115	13378	9073	10782	12535	14215	12393	9890	12589	7532
"ENSG00000178467.17"	881	1817	1794	1347	1025	1354	962	725	1480	891	1685
"ENSG00000178473.6"	1	0	0	4	0	1	1	0	1	0	0
"ENSG00000178498.15"	3521	1978	1791	1109	1950	3596	2835	1921	1711	3921	1311
"ENSG00000178502.5"	130	140	90	58	105	127	102	91	41	149	34
"ENSG00000178503.6"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000178522.14"	0	1	1	0	2	0	0	0	0	0	0
"ENSG00000178531.5"	810	191	93	21	608	1969	402	261	89	1529	122
"ENSG00000178537.9"	453	388	413	248	444	720	623	588	257	430	300
"ENSG00000178538.9"	55	80	62	66	49	155	71	29	44	67	35
"ENSG00000178556.8"	6	8	7	9	8	6	8	7	5	10	6
"ENSG00000178562.17"	3	61	60	57	28	5	12	7	82	9	26
"ENSG00000178567.7"	1209	1718	1941	1491	1366	1495	1652	1352	1675	1452	1235
"ENSG00000178568.14"	6	99	104	142	57	16	8	6	88	7	50
"ENSG00000178573.6"	1575	1766	2428	1414	2632	1597	2560	1736	2512	2140	1848
"ENSG00000178585.14"	571	1228	969	763	606	681	474	378	687	505	811
"ENSG00000178586.4"	0	4	0	0	2	1	8	1	0	0	0
"ENSG00000178591.6"	0	1	1	0	0	0	0	2	0	0	0
"ENSG00000178596.10"	1	1	0	0	2	2	1	0	3	1	0
"ENSG00000178597.6"	9	4	5	0	1	0	3	3	2	3	1
"ENSG00000178602.7"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000178605.13"	2511	2934	2410	1795	1991	2021	1762	2228	2096	2233	1548
"ENSG00000178605.13_PAR_Y"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000178607.15"	846	2471	1581	1715	1350	989	633	829	1564	457	828
"ENSG00000178623.11"	193	145	95	125	82	101	247	119	87	126	55
"ENSG00000178631.7"	9	15	13	12	18	11	13	17	19	8	12
"ENSG00000178636.8"	0	8	10	3	9	5	4	5	14	3	2
"ENSG00000178645.12"	0	0	0	1	0	1	0	0	1	0	0
"ENSG00000178654.11"	1	1	0	1	0	1	0	1	0	0	0
"ENSG00000178660.6"	136	184	147	113	143	196	148	177	128	170	132
"ENSG00000178662.15"	212	82	83	85	186	230	333	137	66	164	86
"ENSG00000178665.14"	31	66	65	70	34	64	61	76	54	26	70
"ENSG00000178685.13"	934	1990	2048	1615	1177	1318	853	953	2822	847	1547
"ENSG00000178690.2"	0	0	2	0	1	0	0	1	0	0	0
"ENSG00000178691.10"	1180	1245	1000	908	1029	1223	1075	940	697	1121	798
"ENSG00000178694.9"	152	275	317	281	260	259	133	186	278	165	270
"ENSG00000178695.5"	2465	2453	3347	1685	3434	5576	2358	3767	1199	2006	2268
"ENSG00000178700.7"	280	320	290	222	292	406	245	276	201	371	232
"ENSG00000178715.8"	144	9	6	113	8	148	151	151	126	220	6
"ENSG00000178718.6"	106	405	683	218	407	501	505	318	462	721	340
"ENSG00000178719.16"	5618	5108	5659	3104	5421	7186	6690	6496	4186	6927	4053
"ENSG00000178722.12"	5	0	2	1	2	3	1	0	2	3	0
"ENSG00000178723.7"	60	129	133	90	183	139	116	202	54	63	57
"ENSG00000178726.6"	1079	1176	1039	690	960	1472	739	1306	549	634	599
"ENSG00000178732.5"	3	5	6	3	9	2	6	4	8	1	1
"ENSG00000178734.5"	1	1	12	0	5	0	3	5	8	1	4
"ENSG00000178741.11"	1324	1690	1463	1097	1328	1714	1190	1527	1281	1808	1545
"ENSG00000178750.2"	6	10	16	27	5	8	2	1	10	1	18
"ENSG00000178752.15"	6	12	16	7	11	14	14	8	9	32	36
"ENSG00000178761.14"	2396	4972	4372	3175	3127	3073	2472	2369	3901	3067	3595
"ENSG00000178762.4"	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000178764.7"	1600	1461	1321	920	1399	1379	2459	1536	958	1601	632
"ENSG00000178772.6"	1	2	3	1	2	1	2	0	0	2	0
"ENSG00000178773.14"	6	297	385	364	156	51	5	38	173	13	102
"ENSG00000178776.4"	1	1	0	0	0	0	0	0	0	0	1
"ENSG00000178789.8"	2	15	6	15	19	10	3	5	12	12	15
"ENSG00000178795.9"	19	3	5	2	1	5	3	5	4	2	1
"ENSG00000178796.12"	6	5	8	2	2	7	4	1	2	8	4
"ENSG00000178802.17"	2601	4395	4180	2964	3154	3344	2489	2717	3909	3288	3260
"ENSG00000178803.10"	19	32	28	26	18	26	44	20	20	35	17
"ENSG00000178804.7"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000178809.11"	182	331	354	278	186	185	196	170	282	232	216
"ENSG00000178814.16"	910	831	698	555	648	501	409	629	518	1134	522
"ENSG00000178821.12"	25	10	8	8	13	14	12	9	10	34	15
"ENSG00000178826.10"	11	141	206	165	73	19	18	21	105	16	456
"ENSG00000178828.6"	0	8	11	22	4	0	0	0	10	2	19
"ENSG00000178836.6"	2	60	33	21	34	5	3	0	34	1	45
"ENSG00000178852.15"	227	210	216	196	235	212	235	137	302	153	298
"ENSG00000178860.8"	59	138	183	99	116	104	77	171	274	72	309
"ENSG00000178878.12"	2984	3171	2965	3486	4204	2902	3033	3567	1695	2344	2654
"ENSG00000178882.14"	69	97	70	96	74	94	90	64	53	72	73
"ENSG00000178896.7"	280	294	268	189	259	329	277	328	179	372	239
"ENSG00000178904.18"	594	1346	1137	983	888	762	760	522	844	473	937
"ENSG00000178913.7"	2190	3173	2405	1695	2181	2534	2239	2655	1878	2850	1494
"ENSG00000178917.15"	70	92	100	79	72	74	73	71	106	83	74
"ENSG00000178919.8"	3	2	4	3	0	1	3	1	3	0	1
"ENSG00000178921.13"	539	1074	864	636	715	807	539	1012	793	573	512
"ENSG00000178922.16"	2106	1852	2003	1140	1277	2062	2016	831	1406	1777	928
"ENSG00000178927.17"	1240	2311	2309	1780	2341	2387	1365	2877	2230	1792	1953
"ENSG00000178928.8"	0	0	0	0	1	1	0	1	1	0	0
"ENSG00000178934.4"	5	6	10	32	3	1	5	4	9	7	12
"ENSG00000178935.5"	124	2583	2143	3097	833	297	156	128	2127	152	1626
"ENSG00000178947.8"	119	153	129	113	76	168	155	41	112	136	102
"ENSG00000178950.16"	3701	5295	4858	3930	3809	4082	3640	4034	3876	3265	3841
"ENSG00000178951.8"	2301	2644	2331	1730	2538	3611	3284	2312	1974	3291	1740
"ENSG00000178952.9"	3173	4986	3641	3254	3357	3836	3337	3299	3021	4126	3454
"ENSG00000178965.13"	7	2	10	2	4	0	8	9	3	2	0
"ENSG00000178966.16"	144	197	188	236	130	170	130	133	191	122	237
"ENSG00000178971.13"	1717	2369	1986	1183	1808	1917	1651	1571	1682	1745	872
"ENSG00000178974.9"	485	1581	1441	1603	830	582	708	392	1190	456	975
"ENSG00000178977.3"	19	103	94	133	61	49	45	19	103	26	102
"ENSG00000178980.14"	7178	6597	5657	3697	4777	7443	6449	5092	3917	9817	3605
"ENSG00000178982.9"	3842	4354	3937	2648	3219	3739	3549	3507	3036	4598	2373
"ENSG00000178988.10"	1334	1973	1755	1538	1348	1727	1411	1407	1449	1359	1387
"ENSG00000178996.13"	1021	1788	1540	813	1300	1886	1381	878	994	1198	876
"ENSG00000178997.11"	0	1	3	2	0	3	0	0	0	1	1
"ENSG00000178999.12"	9	27	14	79	7	17	17	3	18	11	132
"ENSG00000179002.5"	0	2	1	0	1	0	0	1	0	0	0
"ENSG00000179008.8"	44	97	59	62	58	87	45	74	55	41	49
"ENSG00000179010.14"	7909	7272	5828	4189	6344	8811	7858	7315	4516	9498	4531
"ENSG00000179021.9"	237	356	298	287	253	282	232	257	264	237	273
"ENSG00000179023.8"	30	420	571	504	341	61	41	9	588	40	1037
"ENSG00000179028.4"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179029.14"	150	234	357	201	185	218	125	144	233	163	275
"ENSG00000179031.8"	15	6	11	7	6	7	6	7	9	9	5
"ENSG00000179038.8"	1	7	0	2	1	4	2	1	1	0	1
"ENSG00000179041.3"	665	735	545	263	612	922	666	1014	328	915	321
"ENSG00000179044.15"	52	86	141	68	94	95	76	105	147	45	104
"ENSG00000179046.8"	0	0	1	1	0	0	0	2	1	0	0
"ENSG00000179051.13"	1154	3058	2441	2470	1526	1370	1326	1134	2016	1305	2346
"ENSG00000179055.6"	0	0	1	0	1	0	0	1	0	0	0
"ENSG00000179057.13"	29	116	98	57	89	57	49	39	58	34	106
"ENSG00000179058.6"	5	5	5	1	8	3	7	7	3	5	5
"ENSG00000179059.9"	1	0	3	0	2	0	0	0	0	1	0
"ENSG00000179066.7"	2	4	5	8	3	1	1	2	2	0	4
"ENSG00000179071.4"	20	17	21	7	30	45	23	20	15	31	13
"ENSG00000179073.6"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000179082.3"	16	21	60	26	30	10	9	11	25	13	29
"ENSG00000179083.6"	1	2	6	1	2	2	3	1	1	0	4
"ENSG00000179085.7"	292	437	488	369	355	361	232	344	312	485	326
"ENSG00000179088.14"	0	4	10	4	2	1	1	1	8	1	0
"ENSG00000179091.4"	2903	2980	2342	1814	2106	3018	2168	2514	2048	4188	1990
"ENSG00000179094.14"	12672	15395	15499	7189	12263	11284	14346	8159	5127	8684	6690
"ENSG00000179097.5"	5	4	16	15	9	1	2	0	5	0	4
"ENSG00000179101.5"	162	315	287	292	220	229	159	199	251	195	312
"ENSG00000179104.8"	1337	1906	1478	1234	1410	1214	1244	795	1588	1001	1290
"ENSG00000179111.8"	4	9	3	5	2	3	6	6	3	11	10
"ENSG00000179115.10"	915	1147	1000	790	928	1178	800	1258	1000	1236	752
"ENSG00000179119.14"	612	792	588	603	575	545	516	789	521	560	515
"ENSG00000179131.7"	1	2	1	2	1	1	3	2	8	1	1
"ENSG00000179133.12"	4	3	4	1	2	1	3	3	2	1	3
"ENSG00000179134.15"	3292	3734	3511	2089	3168	4161	4405	4000	2802	3596	2287
"ENSG00000179136.6"	8	6	6	1	3	18	24	1	3	7	3
"ENSG00000179141.9"	0	19	11	11	3	1	2	1	16	0	15
"ENSG00000179142.2"	3	5	6	1	5	3	4	8	4	1	1
"ENSG00000179144.4"	261	372	471	242	298	224	260	472	295	151	317
"ENSG00000179148.9"	3	13	12	7	14	3	1	2	6	4	25
"ENSG00000179151.11"	838	1100	915	671	647	971	857	965	761	939	710
"ENSG00000179152.19"	372	647	624	562	486	594	561	391	522	498	686
"ENSG00000179157.4"	1	1	1	0	2	1	3	3	1	2	2
"ENSG00000179163.11"	466	2805	2823	2211	1416	924	480	358	2340	521	4114
"ENSG00000179165.10"	0	3	2	4	7	4	7	0	2	5	7
"ENSG00000179168.14"	14	15	13	22	24	16	19	32	14	19	25
"ENSG00000179170.11"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179172.9"	0	2	2	3	1	3	1	1	2	2	1
"ENSG00000179178.10"	14	178	202	402	50	28	25	8	137	10	300
"ENSG00000179195.15"	2510	3903	2932	2942	2410	3212	3531	2301	2128	3290	2867
"ENSG00000179213.13"	0	1	0	1	0	1	2	0	0	0	0
"ENSG00000179218.13"	4691	7511	8430	4068	5994	7021	3868	8326	8218	5066	7017
"ENSG00000179219.5"	1	0	2	3	3	0	0	3	1	1	2
"ENSG00000179222.17"	2126	2279	2337	1790	1988	2926	2408	1527	2273	2959	2866
"ENSG00000179240.9"	47	31	54	47	47	66	52	42	81	59	61
"ENSG00000179241.12"	135	296	199	124	349	229	184	477	116	97	208
"ENSG00000179242.15"	32	68	92	34	67	50	55	29	46	52	24
"ENSG00000179253.3"	0	1	2	0	0	1	0	0	7	1	0
"ENSG00000179256.2"	5	10	6	7	14	2	5	4	4	8	11
"ENSG00000179262.9"	4104	3606	2806	1836	3215	5235	4559	4035	2114	6477	1732
"ENSG00000179270.6"	11	16	26	1	10	31	10	2	8	19	4
"ENSG00000179271.2"	2402	1645	1508	928	1794	2900	2151	2170	1302	3194	994
"ENSG00000179277.9"	231	301	243	161	240	251	206	168	203	314	220
"ENSG00000179284.5"	3	1	2	4	2	6	0	4	3	10	3
"ENSG00000179292.4"	1	1	3	1	5	2	2	1	1	1	1
"ENSG00000179295.16"	4033	6252	3751	2998	5091	5884	6257	4178	2301	5649	2569
"ENSG00000179299.16"	52	265	249	302	116	145	27	30	268	113	325
"ENSG00000179300.3"	5	2	2	0	4	4	6	17	0	3	0
"ENSG00000179304.16"	940	1960	1828	1336	1015	1168	833	1039	1651	1129	1138
"ENSG00000179314.13"	54	99	79	60	59	80	41	184	54	39	65
"ENSG00000179331.2"	3	4	2	2	7	14	1	16	8	2	10
"ENSG00000179335.18"	2095	2921	3477	2273	2073	2633	2243	2134	2888	2040	2505
"ENSG00000179342.4"	5	7	1	1	5	4	4	7	3	5	2
"ENSG00000179344.16"	490	1072	876	2429	590	507	364	643	1834	183	299
"ENSG00000179348.11"	1666	7061	8197	8038	3918	554	867	478	3879	641	6076
"ENSG00000179361.17"	203	458	360	269	245	335	199	195	335	264	243
"ENSG00000179362.14"	21	23	26	17	18	30	24	26	19	20	20
"ENSG00000179363.6"	3	10	9	1	8	2	12	7	7	8	0
"ENSG00000179364.13"	3850	4311	3450	2377	2849	4229	4027	2707	2540	4801	2471
"ENSG00000179381.7"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179387.9"	526	739	677	575	516	672	415	421	558	497	610
"ENSG00000179388.8"	207	107	24	119	265	43	493	94	100	98	613
"ENSG00000179397.17"	36	77	100	66	36	30	30	40	52	19	50
"ENSG00000179399.14"	6	4	0	2	2	1	2	5	0	0	0
"ENSG00000179403.11"	9460	2654	1920	1641	4705	9318	6154	10139	2564	6641	2382
"ENSG00000179406.6"	539	655	994	630	504	408	359	328	824	246	673
"ENSG00000179407.3"	0	1	4	0	2	2	2	1	0	0	0
"ENSG00000179409.10"	931	1583	1330	913	914	978	1145	940	896	1154	786
"ENSG00000179412.10"	0	0	1	0	0	0	0	0	1	0	0
"ENSG00000179420.11"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179428.2"	2	0	3	1	12	9	5	18	3	8	6
"ENSG00000179431.6"	35	86	83	32	110	78	48	156	85	46	206
"ENSG00000179443.5"	0	1	0	0	0	0	0	1	1	0	0
"ENSG00000179447.2"	4	0	4	0	0	1	2	2	1	1	1
"ENSG00000179452.2"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179454.13"	368	618	549	518	453	501	382	345	472	276	361
"ENSG00000179455.7"	8	1	3	15	10	15	35	7	85	1	2
"ENSG00000179456.10"	1998	805	713	520	947	1073	1007	815	511	1507	554
"ENSG00000179460.5"	6	5	8	4	6	5	7	5	5	5	2
"ENSG00000179468.5"	0	1	0	0	1	0	0	0	0	0	1
"ENSG00000179476.7"	502	350	290	198	345	633	479	408	246	499	159
"ENSG00000179477.9"	3	5	4	7	6	2	5	3	9	5	6
"ENSG00000179520.10"	0	9	13	45	4	1	0	1	16	1	32
"ENSG00000179523.4"	411	574	744	590	531	481	432	399	583	384	468
"ENSG00000179526.16"	1728	1546	1543	1030	1413	2265	1701	1317	1298	2318	1313
"ENSG00000179528.15"	19	27	57	90	38	24	15	19	47	16	40
"ENSG00000179532.12"	1103	999	1066	620	782	950	1658	763	751	1843	641
"ENSG00000179542.15"	29	61	30	28	27	52	35	9	41	19	8
"ENSG00000179546.4"	1	42	8	74	37	5	1	1	18	1	7
"ENSG00000179562.2"	697	1023	957	694	718	797	681	752	667	850	722
"ENSG00000179564.3"	223	181	135	123	175	266	162	288	113	333	75
"ENSG00000179571.10"	2	0	1	2	3	3	2	1	1	2	0
"ENSG00000179577.3"	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000179580.9"	2	3	0	1	1	1	1	3	2	1	4
"ENSG00000179583.18"	810	990	1444	1156	943	892	810	850	1248	1226	821
"ENSG00000179588.8"	272	376	453	237	214	233	169	160	338	183	303
"ENSG00000179593.15"	39	454	431	113	413	105	174	103	44	168	70
"ENSG00000179598.5"	340	166	208	106	238	473	270	151	175	570	88
"ENSG00000179600.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179603.17"	11	76	38	57	21	67	7	7	60	18	119
"ENSG00000179604.9"	1759	3949	3268	2080	2788	2285	1671	2875	1804	1817	1515
"ENSG00000179611.3"	806	1077	812	672	770	889	825	722	751	1024	755
"ENSG00000179615.1"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179626.3"	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000179627.9"	127	621	332	322	185	139	86	150	278	183	160
"ENSG00000179630.10"	262	415	426	375	329	474	316	353	367	346	402
"ENSG00000179632.9"	5589	3970	3038	1937	3859	7239	5820	4739	2315	8385	1834
"ENSG00000179636.14"	84	150	177	108	89	75	118	65	77	76	61
"ENSG00000179639.10"	16	55	77	85	12	20	9	14	139	10	45
"ENSG00000179673.4"	2	1	1	0	1	2	1	5	0	1	1
"ENSG00000179674.3"	21	327	378	269	177	71	40	2	304	12	550
"ENSG00000179676.6"	0	1	0	0	0	0	0	0	1	2	0
"ENSG00000179695.1"	0	0	0	0	2	0	0	0	2	0	0
"ENSG00000179698.13"	58	185	181	188	95	47	69	64	154	49	125
"ENSG00000179709.8"	0	2	3	1	2	0	1	1	0	0	0
"ENSG00000179715.12"	210	810	888	761	320	294	241	75	798	340	575
"ENSG00000179743.4"	126	167	183	159	126	156	149	122	184	203	143
"ENSG00000179750.15"	18	66	64	58	26	35	40	17	46	27	60
"ENSG00000179751.6"	9	14	15	13	12	15	21	13	11	17	14
"ENSG00000179755.3"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000179761.11"	250	101	44	24	37	93	212	60	31	185	20
"ENSG00000179766.18"	13	19	30	13	24	18	15	25	15	10	15
"ENSG00000179772.7"	34	24	65	16	22	15	30	13	41	31	132
"ENSG00000179774.8"	4	2	1	1	0	7	3	2	2	1	4
"ENSG00000179776.17"	1398	1214	1624	835	1035	1098	1429	1698	871	540	1947
"ENSG00000179796.11"	86	185	201	104	44	8	11	27	376	32	515
"ENSG00000179799.8"	1	10	13	27	9	10	4	3	31	4	21
"ENSG00000179813.6"	0	1	3	2	1	2	1	1	0	0	0
"ENSG00000179817.4"	0	0	2	0	1	0	0	2	0	0	0
"ENSG00000179818.13"	5470	5958	5442	3747	5113	7420	6684	6205	4328	7036	3396
"ENSG00000179820.15"	9188	5350	3859	1559	5240	6846	9324	5449	2774	9582	2353
"ENSG00000179826.6"	0	0	0	0	1	1	0	1	1	1	0
"ENSG00000179832.17"	1509	3644	3325	2305	2534	2628	2109	1330	2360	2200	2381
"ENSG00000179833.4"	953	1583	1366	1215	1264	949	818	854	1222	717	961
"ENSG00000179840.5"	1	2	0	1	0	0	0	1	1	0	0
"ENSG00000179841.8"	39	65	55	37	43	70	42	60	52	57	45
"ENSG00000179846.9"	12	56	32	43	29	6	5	8	46	9	15
"ENSG00000179855.5"	63	70	129	79	73	60	29	57	121	77	165
"ENSG00000179859.8"	100	207	183	114	134	150	92	135	165	127	91
"ENSG00000179862.6"	511	218	214	186	199	355	451	194	157	358	154
"ENSG00000179869.14"	4	67	100	45	49	31	13	8	111	13	90
"ENSG00000179873.14"	1	1	2	1	4	0	1	1	2	0	0
"ENSG00000179886.5"	410	493	408	301	317	533	473	390	322	514	241
"ENSG00000179889.18"	2900	4922	4474	3688	3244	5088	4548	3125	3057	4863	3577
"ENSG00000179899.8"	1184	1635	1138	999	939	1611	1629	1103	1172	1180	1231
"ENSG00000179902.12"	6	3	6	4	4	3	7	4	1	3	2
"ENSG00000179909.15"	871	543	268	289	522	858	657	521	560	1014	387
"ENSG00000179912.20"	1893	3278	2694	2173	2080	2644	2205	1713	2169	1897	1667
"ENSG00000179913.10"	30	1351	1219	1460	456	159	56	29	1349	40	1355
"ENSG00000179914.4"	6	28	12	14	15	16	5	2	9	48	2
"ENSG00000179915.22"	419	183	96	197	186	185	227	63	121	202	111
"ENSG00000179918.18"	966	1517	1140	945	1388	1600	1193	1616	895	1597	1024
"ENSG00000179919.3"	0	1	1	0	0	0	0	0	0	0	0
"ENSG00000179921.14"	87	128	200	38	113	219	153	263	46	107	59
"ENSG00000179922.5"	590	480	344	256	350	684	610	417	306	523	243
"ENSG00000179930.5"	2	1	3	7	3	0	0	1	3	0	3
"ENSG00000179933.5"	855	1287	917	912	877	1120	936	1062	895	1255	949
"ENSG00000179934.6"	0	0	1	3	0	0	0	1	0	0	0
"ENSG00000179935.9"	6	18	9	7	6	8	6	5	10	15	10
"ENSG00000179938.12"	10	49	45	48	23	25	22	17	29	9	23
"ENSG00000179941.6"	321	325	323	232	310	429	280	419	328	323	324
"ENSG00000179943.7"	644	663	560	466	511	676	570	707	534	596	451
"ENSG00000179950.13"	2670	3007	2574	1778	2496	3189	3090	2925	1946	3747	1798
"ENSG00000179954.15"	1586	803	461	311	818	1795	1670	561	453	1098	393
"ENSG00000179958.8"	363	654	534	442	390	487	372	404	465	667	345
"ENSG00000179965.11"	652	405	296	172	414	606	749	474	223	950	201
"ENSG00000179967.11"	145	321	303	205	222	252	185	204	245	346	311
"ENSG00000179978.11"	623	383	455	314	251	470	312	326	413	89	188
"ENSG00000179979.8"	995	1278	1368	1106	1026	1185	934	731	1850	1130	853
"ENSG00000179981.9"	1560	2472	1769	1507	1346	1685	1552	948	1340	1374	1167
"ENSG00000179988.13"	117	209	157	137	114	117	100	111	127	100	95
"ENSG00000179994.10"	0	4	12	2	10	4	4	3	2	2	3
"ENSG00000179997.8"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000180008.8"	681	813	607	581	717	923	683	735	460	818	593
"ENSG00000180011.6"	957	2001	1992	1605	1292	1309	1162	1049	1795	1344	1526
