"SRR1088832"	"SRR1096057"	"SRR1075223"	"SRR1077239"	"SRR1097035"	"SRR1097574"	"SRR1343393"	"SRR1089562"	"SRR1096876"	"SRR1089833"	"SRR1098612"
"ENSG00000100462.15"	1761	2700	1296	1201	1547	1798	1497	1353	2838	1351	1274
"ENSG00000100473.15"	2501	164	644	320	600	191	121	1372	413	1196	249
"ENSG00000100478.14"	418	378	213	224	278	166	295	345	307	226	239
"ENSG00000100479.12"	107	126	85	70	67	250	78	97	125	55	62
"ENSG00000100483.13"	358	377	257	301	392	223	270	354	392	321	240
"ENSG00000100485.11"	1798	1721	774	1256	1077	1002	1369	1614	1160	1152	1202
"ENSG00000100490.9"	1305	391	128	671	1409	121	391	1434	306	1749	658
"ENSG00000100503.23"	1955	1586	980	1212	1042	1203	1128	1360	1164	1225	1237
"ENSG00000100504.16"	2691	1946	2326	1676	2133	3797	1612	2174	1631	2325	1072
"ENSG00000100505.13"	753	351	56	130	582	33	569	750	264	478	123
"ENSG00000100519.11"	1901	2009	1200	1284	1623	2042	1433	1741	1737	1572	1338
"ENSG00000100522.8"	612	741	485	569	502	504	495	491	628	526	540
"ENSG00000100523.14"	1524	1111	683	1260	1300	413	954	1289	1043	1296	1361
"ENSG00000100526.19"	15	30	22	12	20	161	9	19	22	11	7
"ENSG00000100528.11"	1688	2266	884	1078	1195	1124	1404	1450	1848	1105	1174
"ENSG00000100532.11"	448	440	140	321	412	144	301	386	267	330	309
"ENSG00000100554.11"	842	1193	1441	656	837	3103	1148	837	971	670	714
"ENSG00000100557.9"	0	3	0	215	2	2	5	3	6	3	149
"ENSG00000100558.8"	4	10	274	44	4	542	17	2	7	7	16
"ENSG00000100564.8"	665	696	435	835	903	339	448	418	573	838	787
"ENSG00000100565.15"	2	3	0	1	5	0	2	4	2	0	1
"ENSG00000100567.12"	2021	2277	1068	1347	1463	1435	1557	1816	2196	1462	1295
"ENSG00000100568.10"	1752	2341	1743	1922	1805	2209	1537	1635	1918	1775	1338
"ENSG00000100575.13"	701	682	403	509	920	303	462	509	713	755	487
"ENSG00000100577.18"	292	154	446	365	243	608	287	396	189	199	361
"ENSG00000100578.14"	712	696	277	458	374	383	454	597	593	414	426
"ENSG00000100580.7"	1256	1216	441	917	1042	459	1013	973	964	883	1070
"ENSG00000100583.4"	13	38	7	40	5	7	32	20	30	7	55
"ENSG00000100591.7"	2299	3645	1273	1695	2019	1110	2022	2293	3605	1781	1360
"ENSG00000100592.15"	3380	1612	2148	876	1613	3221	1552	2551	1435	1676	769
"ENSG00000100593.17"	93	235	12	10	38	24	14	79	82	32	29
"ENSG00000100596.6"	1780	2008	1509	1574	692	3849	1262	1664	1618	653	1915
"ENSG00000100599.15"	1338	1274	710	775	842	346	1271	1103	1035	593	542
"ENSG00000100600.14"	1954	1777	1961	1272	1576	1649	1691	1298	1435	1476	1790
"ENSG00000100601.9"	428	394	264	334	370	177	330	370	303	396	334
"ENSG00000100603.13"	2662	2227	1449	1684	1747	1393	1928	2244	1955	1769	1476
"ENSG00000100604.12"	8	7	10	296	24	20	18	9	8	38	331
"ENSG00000100605.16"	6790	4780	1732	3779	4947	868	3435	5583	3475	3714	3330
"ENSG00000100612.13"	1788	1732	654	1402	1408	1047	1395	1316	1355	1227	1026
"ENSG00000100614.17"	3141	2428	1360	1862	2187	1529	2054	2566	1751	2368	1691
"ENSG00000100625.8"	27	55	10	343	63	27	37	54	26	57	284
"ENSG00000100626.16"	1280	567	193	149	992	101	889	1263	360	982	242
"ENSG00000100628.11"	1054	1338	83	161	930	79	972	906	1388	415	201
"ENSG00000100629.16"	116	146	101	102	187	119	101	129	105	190	137
"ENSG00000100632.10"	2080	2114	894	1336	1384	1136	1587	1882	2123	1327	1089
"ENSG00000100644.16"	3325	4572	3237	4398	1529	6070	3022	3133	3677	1522	5081
"ENSG00000100647.7"	2119	2538	1902	2274	1015	2443	1248	1456	1932	985	1831
"ENSG00000100650.15"	17167	11117	12047	18336	22362	14873	11708	11317	9925	20374	13561
"ENSG00000100652.4"	1	1	4	4	0	4	0	5	2	0	4
"ENSG00000100664.10"	5039	4710	4088	5091	4150	3772	4166	3518	2792	4512	4166
"ENSG00000100665.11"	2	1	0	3	0	0	1	1	1	2	2
"ENSG00000100678.18"	99	13	16	9	8	2	15	11	13	9	48
"ENSG00000100697.14"	3789	3425	2139	3215	3236	2343	2482	3046	2908	3277	2921
"ENSG00000100711.13"	3767	3173	2045	2258	3234	2204	2947	3242	2425	2674	2311
"ENSG00000100714.15"	1576	1791	933	1016	1348	1840	791	1148	1628	1169	994
"ENSG00000100721.10"	2	0	1	0	1	0	2	0	0	1	0
"ENSG00000100722.18"	2454	2581	859	2031	2589	1228	1757	1785	2018	2401	1905
"ENSG00000100726.14"	1757	1841	1230	1798	2485	1235	1424	1737	2081	2084	1438
"ENSG00000100731.15"	3242	3127	1054	1881	2458	1186	2037	3079	2562	2384	1842
"ENSG00000100739.10"	149	399	140	86	242	295	191	169	373	336	78
"ENSG00000100744.14"	366	485	597	221	155	1194	280	319	428	153	255
"ENSG00000100749.7"	279	234	122	123	215	285	169	253	230	233	130
"ENSG00000100764.13"	913	803	588	620	726	568	624	813	673	598	625
"ENSG00000100767.15"	3841	1288	828	3359	2453	999	2269	3269	608	1718	2730
"ENSG00000100784.10"	619	397	509	474	516	531	289	449	281	502	554
"ENSG00000100796.17"	3356	2924	1829	2452	2587	1510	2041	2708	2595	2368	2532
"ENSG00000100802.14"	554	342	258	500	557	322	381	451	301	491	373
"ENSG00000100804.18"	1916	2148	1298	1330	1676	1257	1712	1865	2260	1321	1111
"ENSG00000100811.11"	4265	3680	1844	2911	2332	2316	2896	2824	2736	2118	2597
"ENSG00000100813.14"	9016	8399	4280	7667	8731	5077	8773	8604	9447	8161	6522
"ENSG00000100814.17"	1568	1597	808	1328	4445	635	889	1176	1420	3576	1192
"ENSG00000100815.12"	1822	1700	844	1135	1094	1011	1321	1484	1473	1070	1207
"ENSG00000100823.11"	2996	3662	2164	2840	2197	2102	2642	3170	4000	1797	2548
"ENSG00000100836.10"	7376	6327	4657	8721	9132	4408	6581	6703	6590	7961	6114
"ENSG00000100842.12"	3344	2732	2347	2701	4581	2370	4170	3039	3605	4372	1930
"ENSG00000100852.12"	2727	2787	2056	1904	2160	3757	1732	2016	2149	2295	1884
"ENSG00000100865.14"	1050	876	617	745	680	595	856	904	845	630	748
"ENSG00000100867.14"	35	68	13	3	25	23	481	37	49	10	16
"ENSG00000100883.11"	1528	1752	874	1068	1023	1319	1460	1480	1735	987	1102
"ENSG00000100884.9"	12	8	0	1	10	0	48	1	22	1	3
"ENSG00000100888.12"	3414	2477	1588	1950	1527	2096	2383	2764	2398	1498	2128
"ENSG00000100889.11"	350	377	417	453	323	651	256	428	258	259	279
"ENSG00000100890.15"	612	770	685	546	383	894	478	588	712	297	511
"ENSG00000100897.17"	2119	2018	1407	1753	1673	1906	1555	1830	1677	1361	1615
"ENSG00000100902.10"	1745	2140	1189	1243	1332	2078	1127	1506	2003	1018	1132
"ENSG00000100906.10"	6731	5584	5575	3813	4629	4665	1606	2785	4684	3112	3153
"ENSG00000100908.13"	352	414	210	346	456	288	307	355	423	454	330
"ENSG00000100911.14"	2032	3370	1329	2516	2505	2720	2541	2104	3918	2232	1778
"ENSG00000100916.13"	612	599	255	271	386	275	324	392	483	358	249
"ENSG00000100918.12"	419	297	240	1435	368	539	196	331	379	308	885
"ENSG00000100926.14"	1718	2483	1185	1910	1475	1266	2230	1631	2682	1359	1697
"ENSG00000100934.14"	3864	4370	867	1590	1851	1171	3290	3440	4060	1870	1490
"ENSG00000100938.17"	1990	1384	1015	1737	2297	1328	1415	1493	1251	1896	1516
"ENSG00000100941.8"	6847	5545	3713	5436	6170	3653	4672	5159	5745	6037	4979
"ENSG00000100949.14"	1111	848	1328	1218	1237	1912	622	940	755	1037	998
"ENSG00000100968.13"	9462	9854	1717	9899	13584	1514	9828	10047	11045	12926	7363
"ENSG00000100979.14"	6222	4212	2366	6000	6192	1792	19451	12413	5291	7265	4207
"ENSG00000100982.11"	3562	2272	1194	2106	3733	925	1977	2704	2058	3062	1981
"ENSG00000100983.9"	949	841	1096	909	776	1283	806	862	857	675	763
"ENSG00000100985.7"	16	21	15	18	22	68	27	5	35	22	9
"ENSG00000100987.14"	1	4	2	3	18	0	4	3	4	9	2
"ENSG00000100991.11"	4058	3624	2038	4140	4573	2791	3404	4223	3646	4138	2698
"ENSG00000100994.11"	5370	4522	3815	2581	2884	5417	4103	4321	3341	2261	2515
"ENSG00000100997.18"	1615	1257	1472	1512	1574	2368	1118	1705	1122	1539	1506
"ENSG00000101000.5"	1006	1771	283	749	524	393	841	1280	1475	491	231
"ENSG00000101003.9"	51	39	71	21	14	338	22	49	20	11	45
"ENSG00000101004.14"	1211	677	704	1292	1477	946	1230	1457	735	1515	962
"ENSG00000101017.13"	535	1274	414	1020	1301	609	536	722	1072	1120	342
"ENSG00000101019.21"	1556	1405	949	1306	2051	849	1156	1263	1383	1700	1293
"ENSG00000101040.19"	1679	1238	1417	1421	909	2426	1077	1427	1091	913	1512
"ENSG00000101049.14"	124	65	66	181	254	80	100	67	94	252	159
"ENSG00000101052.12"	1596	1206	502	788	1316	368	1092	1179	1160	1300	930
"ENSG00000101057.15"	2	3	36	1	1	432	16	8	2	2	13
"ENSG00000101074.3"	0	3	0	14	4	0	1	4	6	2	11
"ENSG00000101076.16"	10	6	2	7	3	6	2	5	4	4	12
"ENSG00000101079.20"	2671	1576	792	1585	2039	956	1396	1904	1254	1889	1513
"ENSG00000101082.13"	166	186	321	182	133	416	132	135	193	82	116
"ENSG00000101084.16"	857	1160	2036	684	700	3337	838	720	1110	476	656
"ENSG00000101096.19"	724	378	134	406	234	238	482	740	222	217	514
"ENSG00000101098.12"	499	108	174	325	876	9	1151	248	154	749	256
"ENSG00000101104.12"	597	584	367	2497	703	398	469	649	621	675	1936
"ENSG00000101109.11"	1277	1267	598	1078	1143	979	1069	1100	1046	1032	1032
"ENSG00000101115.12"	5	22	0	183	9	8	7	9	23	8	26
"ENSG00000101126.15"	4534	3552	2110	2714	3049	2103	3000	3448	3079	2858	2789
"ENSG00000101132.9"	446	389	212	396	490	174	297	442	318	409	250
"ENSG00000101134.11"	59	63	21	47	27	2	95	153	31	14	23
"ENSG00000101138.11"	795	875	508	614	421	492	614	668	776	394	567
"ENSG00000101144.12"	248	290	1047	1069	108	1508	1161	214	63	36	1433
"ENSG00000101146.12"	989	1103	798	802	892	819	927	948	1018	712	752
"ENSG00000101150.17"	5630	6201	3200	3748	4397	3823	4958	4419	5470	3705	3279
"ENSG00000101152.10"	1996	1878	2014	1381	1320	3860	1258	1239	1630	1208	1158
"ENSG00000101158.13"	2803	2823	2127	2582	3488	1980	2601	2207	2821	3020	2317
"ENSG00000101160.13"	2938	3011	1223	3310	3196	1214	3078	2436	2357	2910	2740
"ENSG00000101161.7"	4305	3279	2003	2542	2644	2360	2575	3029	3183	2354	2654
"ENSG00000101162.3"	53	45	4	19	8	7	15	38	40	8	24
"ENSG00000101166.15"	856	1125	843	631	511	1726	516	556	817	442	701
"ENSG00000101180.15"	1	3	2	0	1	2	1	2	3	1	1
"ENSG00000101181.17"	1136	1157	607	803	882	480	1034	923	1161	773	805
"ENSG00000101182.14"	3407	4920	2326	2315	3902	2328	2646	2907	4509	3123	1785
"ENSG00000101187.15"	1598	1220	1183	796	1125	1130	211	1848	1417	935	311
"ENSG00000101188.4"	5	6	2	0	0	1	0	2	2	0	1
"ENSG00000101189.6"	603	527	317	512	665	403	474	413	413	694	410
"ENSG00000101190.12"	699	640	250	504	348	304	585	488	528	386	367
"ENSG00000101191.16"	4933	4220	2863	3887	2923	2483	3470	3952	3758	2728	3588
"ENSG00000101193.7"	2217	1980	1794	1694	1992	3318	1606	1615	1801	1798	1555
"ENSG00000101194.17"	375	624	172	781	368	115	452	334	1012	385	682
"ENSG00000101197.12"	7	1	31	171	29	4	1	42	5	30	28
"ENSG00000101198.14"	11	18	4	108	132	1	17	128	23	120	27
"ENSG00000101199.12"	3859	4048	1644	4326	5955	1516	4356	4564	4729	5183	3233
"ENSG00000101200.5"	1	0	1	1	0	0	0	1	2	0	0
"ENSG00000101203.16"	9	4	4	14	68	1	100	11	4	16	18
"ENSG00000101204.16"	2	10	1	11	8	1	3	7	7	12	1
"ENSG00000101210.10"	15	23	12	15	18	1506	13	12	15	6	24
"ENSG00000101213.6"	68	36	3283	212	89	5647	32	52	34	83	581
"ENSG00000101216.10"	1051	973	476	712	1148	533	651	810	906	977	582
"ENSG00000101220.17"	1249	1425	487	857	1350	524	902	1230	1686	969	624
"ENSG00000101222.12"	9	7	9	152	20	3	8	7	15	23	421
"ENSG00000101224.17"	4442	3034	1209	2137	3279	1785	3418	3793	3026	3313	2217
"ENSG00000101230.5"	243	345	370	176	65	235	91	45	198	22	237
"ENSG00000101236.16"	1172	1674	496	1219	912	881	730	699	1149	942	1196
"ENSG00000101246.19"	1573	1500	1141	1352	2031	1054	1476	1311	1540	1682	1118
"ENSG00000101247.17"	503	485	360	290	473	226	339	572	439	396	339
"ENSG00000101251.11"	28	20	5	3	32	2	10	21	14	26	2
"ENSG00000101255.10"	91	254	206	126	246	622	97	186	225	238	81
"ENSG00000101265.15"	1757	784	513	1147	492	136	2320	1541	805	400	729
"ENSG00000101266.17"	2594	2443	1502	1671	1768	2338	1987	2167	2268	1649	1649
"ENSG00000101276.14"	17	47	103	137	5	295	40	32	29	11	95
"ENSG00000101278.6"	6	11	13	8	10	15	5	6	2	7	6
"ENSG00000101280.7"	863	648	124	553	230	42	461	924	243	246	324
"ENSG00000101282.8"	14	13	17	83	15	6	7	81	5	21	14
"ENSG00000101290.13"	3652	2231	812	1845	3074	808	1662	1989	1702	2606	1754
"ENSG00000101292.7"	0	1	0	0	1	0	0	1	2	0	1
"ENSG00000101294.16"	3499	4927	2849	3864	3467	5507	5827	3183	5922	2898	3141
"ENSG00000101298.13"	632	770	54	367	439	74	464	557	728	286	272
"ENSG00000101306.10"	0	0	1	4	0	3	4	2	1	1	1
"ENSG00000101307.15"	112	66	64	144	48	27	52	306	90	50	57
"ENSG00000101310.14"	1004	1884	1052	968	558	1609	1295	950	2097	573	1060
"ENSG00000101311.15"	43	128	964	306	124	1541	218	29	98	80	221
"ENSG00000101323.4"	1	1	2	0	1	1	0	1	1	0	0
"ENSG00000101327.8"	0	1	0	0	0	0	0	0	0	2	0
"ENSG00000101331.15"	657	588	143	445	134	121	512	764	668	176	241
"ENSG00000101333.16"	1242	1089	225	960	731	183	667	958	721	640	571
"ENSG00000101335.9"	77489	49727	4646	12314	41049	1637	46850	62470	36107	21726	13457
"ENSG00000101336.12"	108	400	114	270	41	85	216	116	272	36	112
"ENSG00000101337.15"	2625	2429	2337	2332	2473	2612	2175	2411	2394	2149	2040
"ENSG00000101342.9"	821	767	158	280	820	241	301	545	414	632	198
"ENSG00000101343.14"	941	985	584	739	708	844	787	805	694	731	612
"ENSG00000101346.12"	2486	2031	1080	1347	1567	905	1962	1794	1980	1681	1391
"ENSG00000101347.8"	10020	10135	1726	3341	5120	2553	4104	6601	5671	3934	2255
"ENSG00000101349.16"	2	3	6	8	0	9	2	11	4	3	7
"ENSG00000101350.7"	1741	2093	754	1255	1291	822	1665	1474	1711	1368	1492
"ENSG00000101353.14"	217	188	99	140	123	82	236	168	165	140	129
"ENSG00000101361.15"	2869	4415	2223	2635	2243	2225	2409	2446	4736	2007	2146
"ENSG00000101363.12"	2339	2008	1100	1384	2275	1071	1864	2187	1934	2023	1184
"ENSG00000101365.20"	2927	2466	1883	2264	3346	1547	1923	2672	2369	2896	1902
"ENSG00000101367.8"	3676	4692	1701	1434	2232	2694	2987	2916	3845	2190	1659
"ENSG00000101384.11"	9332	9489	6522	7220	6262	8066	6106	5912	6272	5845	5059
"ENSG00000101391.20"	1135	950	665	896	967	500	750	1007	1053	882	869
"ENSG00000101400.5"	2385	1276	590	774	1747	343	1300	2088	1064	1434	658
"ENSG00000101405.3"	4	4	14	14	23	3	7	7	5	17	17
"ENSG00000101407.12"	922	937	412	686	704	543	756	796	855	654	655
"ENSG00000101412.12"	82	72	87	40	85	314	82	57	66	76	68
"ENSG00000101413.11"	1546	1765	830	991	1242	859	1265	1362	1238	1120	1005
"ENSG00000101417.11"	626	520	569	397	250	692	505	478	448	218	400
"ENSG00000101421.3"	5268	4442	2731	3637	5016	4227	3973	5178	4085	4739	2983
"ENSG00000101425.12"	153	54	21	99	352	2	155	132	81	329	113
"ENSG00000101435.4"	0	1	0	1	2	1	0	1	1	0	0
"ENSG00000101438.3"	0	4	0	0	0	0	0	0	0	0	2
"ENSG00000101439.8"	13132	9188	8266	9967	11253	4789	18232	13623	7847	8896	6535
"ENSG00000101440.9"	12	20	3	78	105	0	14	37	14	84	47
"ENSG00000101441.4"	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000101442.9"	583	516	397	412	614	292	405	520	590	606	339
"ENSG00000101443.17"	102	225	31	23065	89	55	162	153	101	92	21830
"ENSG00000101444.12"	2580	3667	2148	3573	5158	3519	1896	2206	3652	4549	2907
"ENSG00000101445.9"	710	437	161	469	148	43	156	417	389	104	258
"ENSG00000101446.7"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000101447.13"	54	22	529	21	13	825	17	53	19	21	29
"ENSG00000101448.13"	2	1	1	52	2	2	2	3	1	1	164
"ENSG00000101452.14"	1535	1007	470	802	1282	280	940	1475	977	1031	725
"ENSG00000101457.12"	692	698	399	472	659	357	607	734	614	565	418
"ENSG00000101460.12"	954	854	753	1045	2417	1314	1062	966	686	1983	639
"ENSG00000101463.5"	120	47	135	63	17	17	230	174	221	89	77
"ENSG00000101464.10"	677	583	296	375	477	423	526	626	554	485	463
"ENSG00000101470.9"	52	25	11	45	58	15	42	31	25	23	28
"ENSG00000101473.16"	1811	1527	786	1292	1548	813	1384	1443	1499	1458	1133
"ENSG00000101474.11"	2814	2981	1088	2060	2274	1013	2410	2731	3016	2103	1790
"ENSG00000101489.19"	23	26	18	37	38	9	28	22	24	48	22
"ENSG00000101493.10"	5307	3559	1755	6047	5268	1190	5464	4486	3993	5828	5457
"ENSG00000101542.9"	11	6	14	28	1	6	4	4	2	1	8
"ENSG00000101544.8"	853	797	789	601	789	966	789	674	628	695	683
"ENSG00000101546.12"	626	539	522	456	602	418	494	535	520	484	435
"ENSG00000101557.14"	2143	2557	1416	1284	1512	1506	1525	1789	2306	1519	1309
"ENSG00000101558.13"	4784	4730	2760	3325	3990	4965	2934	3582	3885	3705	3079
"ENSG00000101574.14"	554	495	236	350	541	218	333	357	394	630	403
"ENSG00000101577.9"	1799	1499	465	1085	1947	800	1662	1660	1153	1642	1091
"ENSG00000101596.14"	4146	3392	1549	2480	3564	1884	2604	3267	2950	3912	2129
"ENSG00000101605.12"	998	424	58	311	555	52	805	486	270	355	153
"ENSG00000101608.12"	6203	5542	4293	4083	5223	6379	3809	4947	4196	4170	3311
"ENSG00000101624.10"	214	227	111	150	129	269	144	166	177	133	169
"ENSG00000101638.13"	13	14	6	18	11	8	20	18	7	15	25
"ENSG00000101639.18"	1262	804	611	808	1702	661	783	1370	628	1563	909
"ENSG00000101654.17"	1808	1502	820	1279	1333	1029	1383	1363	1214	1227	1396
"ENSG00000101665.8"	1935	1787	670	1085	1258	830	1881	1452	1116	979	843
"ENSG00000101670.11"	7	87	13	75	15	164	15	4	69	10	27
"ENSG00000101680.13"	211	233	33	573	117	34	226	675	232	130	298
"ENSG00000101695.8"	304	344	186	327	89	128	271	359	355	72	287
"ENSG00000101745.16"	2289	1696	1434	1666	1384	1785	1537	1910	1162	1494	1698
"ENSG00000101746.15"	145	128	2	31	14	0	23	46	48	14	98
"ENSG00000101751.10"	1709	1111	505	1663	1497	675	1001	1333	1081	1469	1324
"ENSG00000101752.11"	3586	2568	1179	1812	2253	1257	2083	2797	2098	2506	2083
"ENSG00000101773.17"	566	614	881	796	478	1784	534	477	474	546	631
"ENSG00000101782.14"	2468	2358	5281	2061	2269	8288	1997	1949	1918	2039	1853
"ENSG00000101811.13"	307	368	341	211	147	454	240	351	340	154	262
"ENSG00000101812.12"	0	2	0	3	9	0	5	1	0	0	2
"ENSG00000101825.7"	1787	1666	1397	625	699	524	10974	802	1893	804	1016
"ENSG00000101842.13"	5	6	10	5	4	14	3	5	2	6	7
"ENSG00000101843.18"	1169	1270	705	682	903	725	1013	1003	1274	808	719
"ENSG00000101844.17"	351	473	236	234	231	301	296	250	409	237	276
"ENSG00000101846.6"	986	1094	254	394	547	163	689	616	773	463	421
"ENSG00000101849.15"	3863	2312	1315	2521	2753	1279	3577	4339	1474	2404	2657
"ENSG00000101850.12"	55	58	29	88	24	55	58	296	58	37	103
"ENSG00000101856.9"	5214	3482	2316	4380	3420	1941	3232	3940	2611	3679	3689
"ENSG00000101868.10"	794	726	361	386	530	673	555	664	645	576	435
"ENSG00000101871.14"	1887	1158	614	666	907	555	1015	1723	902	894	622
"ENSG00000101882.9"	811	800	323	478	851	320	630	638	720	750	508
"ENSG00000101883.4"	14	6	2	31	19	4	11	10	13	27	26
"ENSG00000101888.11"	263	318	222	140	147	273	142	211	222	139	167
"ENSG00000101890.4"	4	1	8	8	6	0	8	4	5	8	18
"ENSG00000101892.11"	3	2	0	1	6	1	0	5	2	5	0
"ENSG00000101898.5"	28	62	49	16	23	60	30	20	43	27	27
"ENSG00000101901.11"	1520	1531	925	1653	1964	676	1381	1348	1587	2012	1238
"ENSG00000101911.12"	1685	1382	1557	1794	1247	844	2200	1381	1329	1351	1918
"ENSG00000101916.11"	21	17	10	38	5	1	34	11	19	5	24
"ENSG00000101928.12"	340	335	373	241	283	897	321	456	246	210	341
"ENSG00000101935.9"	306	250	597	215	199	765	240	282	243	203	286
"ENSG00000101938.14"	2502	3431	186	474	3789	42	5846	1130	4197	2257	490
"ENSG00000101940.17"	4263	3556	2016	3808	3968	1740	2984	3411	3396	3545	3113
"ENSG00000101945.16"	323	249	90	197	117	143	184	214	214	106	194
"ENSG00000101951.16"	0	33	1	6	2	0	13	1	15	2	6
"ENSG00000101955.14"	2455	4174	621	1400	2656	147	2455	2479	2704	2103	674
"ENSG00000101958.13"	2	1	3	4	1	1	1	1	0	1	10
"ENSG00000101966.12"	1797	1914	997	1153	958	1681	1446	1503	1697	961	1292
"ENSG00000101972.18"	3826	3262	1527	2385	2697	1731	2625	3033	2517	3017	2649
"ENSG00000101974.14"	1743	1662	415	1060	1114	285	1125	1395	1551	1107	799
"ENSG00000101977.19"	14	16	3	3	4	3	12	5	9	3	7
"ENSG00000101981.10"	10	2	0	0	2	1	1	1	4	1	1
"ENSG00000101986.11"	1301	778	217	645	571	278	691	966	1023	506	596
"ENSG00000101997.12"	788	713	447	598	706	467	710	729	653	574	605
"ENSG00000102001.12"	13	13	9	59	18	18	22	15	12	27	70
"ENSG00000102003.10"	146	134	36	69	92	21	167	157	88	30	58
"ENSG00000102007.10"	3337	3885	6519	2666	3660	6337	2742	2027	3209	2907	1848
"ENSG00000102010.14"	193	133	29	91	188	16	97	199	67	150	42
"ENSG00000102021.10"	1	0	0	0	0	0	0	1	0	0	0
"ENSG00000102024.17"	8769	6812	6090	3507	5470	7920	6938	7069	3592	4599	3137
"ENSG00000102030.15"	1801	2109	1008	1373	2323	823	1455	1605	2143	1702	997
"ENSG00000102032.12"	246	152	105	204	208	38	167	160	130	188	168
"ENSG00000102034.16"	1261	1055	580	731	691	1030	1078	1414	1028	652	556
"ENSG00000102038.15"	2578	2119	541	1707	2067	596	2185	2157	2033	2552	1781
"ENSG00000102043.15"	46	48	26	30	48	49	14	19	34	34	36
"ENSG00000102048.15"	33	81	20	28	23	9	55	84	79	17	21
"ENSG00000102053.12"	373	205	72	212	280	61	212	290	179	239	267
"ENSG00000102054.17"	5540	6047	1908	3767	4567	2588	4243	4445	6336	4389	4004
"ENSG00000102055.6"	0	0	1	0	0	1	1	0	0	0	0
"ENSG00000102057.9"	343	363	94	222	199	155	408	367	404	186	175
"ENSG00000102076.9"	3	1	0	0	0	0	0	1	2	0	0
"ENSG00000102078.15"	284	303	201	325	279	137	226	245	238	287	318
"ENSG00000102081.13"	2343	1889	963	1864	1877	1290	1628	2125	1531	1978	1726
"ENSG00000102096.9"	350	263	127	316	242	184	523	207	227	241	375
"ENSG00000102098.17"	198	226	76	64	323	94	158	182	176	332	69
"ENSG00000102100.15"	446	626	460	486	331	566	550	429	621	304	547
"ENSG00000102103.15"	1798	1573	925	1445	2751	738	1100	1390	1610	2120	1380
"ENSG00000102104.8"	5	2	4	3	2	1	5	2	5	3	1
"ENSG00000102109.8"	723	186	216	156	378	18	1744	379	357	418	216
"ENSG00000102119.10"	3265	3596	1590	1840	5337	1606	2689	2423	3503	3976	1526
"ENSG00000102125.15"	1909	1304	1283	2521	3269	1281	1373	1838	1459	2671	1694
"ENSG00000102128.8"	18	6	3	13	12	2	15	12	4	8	10
"ENSG00000102144.13"	6222	7655	7844	4468	4074	14390	5235	5220	7463	3477	4782
"ENSG00000102145.13"	17	4	6	7	7	1	2	7	3	4	5
"ENSG00000102158.19"	2763	2719	1372	1630	1455	1862	3024	2378	2761	1387	1872
"ENSG00000102172.15"	1324	1364	560	1080	1445	737	946	1376	1189	1399	921
"ENSG00000102174.8"	84	100	11	23	104	4	159	85	54	120	17
"ENSG00000102178.12"	1620	1352	884	975	968	1137	1181	1147	1189	932	939
"ENSG00000102181.20"	4658	2763	783	2392	3041	364	3764	3190	2384	2914	1839
"ENSG00000102189.16"	2189	1597	1194	1205	1283	1557	1258	1740	1323	1480	1222
"ENSG00000102195.9"	2	4	0	0	0	0	8	0	1	0	1
"ENSG00000102218.5"	483	463	258	337	192	417	316	342	374	193	309
"ENSG00000102221.13"	388	414	224	939	277	312	372	374	332	265	635
"ENSG00000102225.15"	2250	2987	1777	2201	2065	2207	2736	2139	2931	1973	1959
"ENSG00000102226.9"	5689	5307	1383	3559	5837	1048	5749	4684	5796	5615	3380
"ENSG00000102230.13"	95	84	10	36	48	18	150	128	55	46	89
"ENSG00000102239.4"	2	3	1	0	0	0	1	0	1	2	0
"ENSG00000102241.11"	2926	2710	1182	1301	2207	1143	2068	2300	2346	2430	1433
"ENSG00000102243.12"	2	0	1	1	1	21	0	1	1	0	1
"ENSG00000102245.7"	31	11	7	10	4	11	13	16	16	3	35
"ENSG00000102265.11"	7977	11428	2158	7922	6974	2369	14001	6209	8989	6414	4239
"ENSG00000102271.13"	105	77	18	29	10	1	260	120	74	9	26
"ENSG00000102287.17"	4937	2014	3741	6240	6730	6455	4060	3137	3530	6678	5177
