	T1	T2	smtsd	lib_size
SRR818239	21.225477	-77.480896	Cells - Transformed fibroblasts	180092.10735534108
SRR660188	18.551107	-72.750435	Cells - Transformed fibroblasts	173751.87401811042
SRR1087439	11.60178	-69.14204	Cells - Transformed fibroblasts	159274.47663358325
SRR1094168	19.150541	-82.67801	Cells - Transformed fibroblasts	163918.3290508109
SRR1068808	15.98735	-81.751465	Cells - Transformed fibroblasts	159927.92619247857
SRR1072895	17.585548	-71.87337	Cells - Transformed fibroblasts	176240.245319599
SRR1089183	12.546777	-75.57839	Cells - Transformed fibroblasts	162570.65808577146
SRR1091966	18.737074	-83.48019	Cells - Transformed fibroblasts	161169.16739312734
SRR1321064	15.257424	-65.131386	Cells - Transformed fibroblasts	164167.41368997263
SRR1441311	15.316195	-71.364265	Cells - Transformed fibroblasts	167634.94054406864
SRR1454971	17.577282	-69.623344	Cells - Transformed fibroblasts	170452.58084058025
SRR1470481	14.818121	-74.43462	Cells - Transformed fibroblasts	169059.88130358412
SRR1469300	7.7467327	-74.02916	Cells - Transformed fibroblasts	148269.80741419081
SRR1087369	7.4632845	-75.17885	Cells - Transformed fibroblasts	150151.6380917258
SRR1465501	14.982774	-80.83967	Cells - Transformed fibroblasts	161931.286315886
SRR1070525	17.0324	-83.18782	Cells - Transformed fibroblasts	155901.41509788058
SRR1385542	8.779702	-72.47627	Cells - Transformed fibroblasts	154866.57313098724
SRR1084991	13.422437	-76.426765	Cells - Transformed fibroblasts	165142.8995773846
SRR1340069	9.791639	-74.71306	Cells - Transformed fibroblasts	157495.93101118115
SRR1435688	16.861502	-73.18257	Cells - Transformed fibroblasts	170165.37656560805
SRR1453166	20.148546	-77.10884	Cells - Transformed fibroblasts	175995.80258601904
SRR1476142	14.288694	-70.42279	Cells - Transformed fibroblasts	162724.2209380072
SRR1097574	-14.095444	30.65392	Cervix - Ectocervix	168674.51520698817
SRR1088832	21.711876	1.0020634	Cervix - Ectocervix	182392.49478988117
SRR1089562	22.047668	1.2764214	Cervix - Ectocervix	177945.07297306223
SRR1096876	21.653442	1.7467355	Cervix - Ectocervix	174954.52902072278
SRR1075223	-13.311238	29.51442	Cervix - Ectocervix	166756.65704124275
SRR1097035	24.183447	4.3610086	Cervix - Ectocervix	173388.6603763897
SRR1343393	22.207731	1.4584675	Cervix - Endocervix	175337.62932068983
SRR1098612	36.99609	14.513819	Cervix - Endocervix	177743.79240295617
SRR1089833	24.245848	4.406	Cervix - Endocervix	170818.2583733354
SRR1077239	37.00567	14.494827	Cervix - Endocervix	179384.70854670898
SRR1096057	21.592928	1.6311707	Cervix - Endocervix	179050.82103318354
SRR1324473	37.80277	-23.579678	Colon - Sigmoid	167140.47101898963
SRR1420538	30.526342	-14.651137	Colon - Sigmoid	166298.76563007693
SRR1333167	27.043537	-18.815256	Colon - Sigmoid	179509.40170708363
SRR1378707	36.267662	-21.614891	Colon - Sigmoid	172454.897224441
SRR1436280	30.412058	25.709185	Colon - Sigmoid	167796.04345967248
SRR1337516	33.45438	-16.946733	Colon - Sigmoid	184557.4178347406
SRR1081068	34.418346	-23.338823	Colon - Sigmoid	168942.30758698133
SRR1476652	37.19064	-19.049698	Colon - Sigmoid	176149.27953378574
SRR1487547	26.775698	-15.809967	Colon - Sigmoid	171649.38798714368
SRR1473361	26.276176	-19.530672	Colon - Sigmoid	178564.70784385235
SRR1332467	27.649502	-18.155672	Colon - Sigmoid	176470.43629780307
SRR1410720	38.035175	-24.64423	Colon - Sigmoid	161948.98675676846
SRR1485020	34.595367	-20.683943	Colon - Sigmoid	175890.05849777485
SRR1387113	35.598938	-20.619034	Colon - Sigmoid	171771.6079838379
SRR1343414	37.07081	-21.234966	Colon - Sigmoid	171429.60534229327
SRR1477522	37.0513	-21.82642	Colon - Sigmoid	169661.50581340556
SRR1419495	36.13683	-20.79213	Colon - Sigmoid	171668.8103608791
SRR1347916	39.003777	-20.924036	Colon - Sigmoid	168090.73021936842
SRR1440809	-26.984852	13.339654	Colon - Sigmoid	143433.91073816625
SRR1404186	29.338037	-20.135403	Colon - Sigmoid	177307.21931604855
SRR1475785	23.635485	-36.41551	Colon - Sigmoid	178174.3321810188
SRR1336617	30.33379	-14.642397	Colon - Sigmoid	163100.88822251343
SRR1399291	32.256927	-18.309618	Colon - Sigmoid	181403.9132948541
SRR1406394	22.465162	-29.530634	Colon - Sigmoid	188888.21222964535
SRR1442440	33.12033	-20.407866	Colon - Sigmoid	176632.5749024708
SRR1471291	27.83695	-17.172077	Colon - Sigmoid	172521.14564345364
SRR1336964	34.36505	-21.39854	Colon - Sigmoid	174472.15983985818
SRR1358624	26.131807	-18.83511	Colon - Sigmoid	182040.9293689578
SRR1467194	35.32784	-21.877003	Colon - Sigmoid	171118.33772002102
SRR1459324	32.40899	-19.74317	Colon - Sigmoid	176942.13420291484
SRR1083678	25.866772	-30.190119	Colon - Sigmoid	178335.20938464178
SRR1405461	27.086813	-19.22858	Colon - Sigmoid	182564.88294150497
SRR1410699	24.739069	-18.321053	Colon - Sigmoid	183338.1423195615
SRR1360194	34.590103	-16.7696	Colon - Sigmoid	185494.49296809407
SRR1069943	18.832277	-34.603233	Colon - Sigmoid	205200.3798835546
SRR1317653	32.64517	-17.875402	Colon - Sigmoid	183966.40548628627
SRR1336863	32.091225	-19.200237	Colon - Sigmoid	180395.18733127578
SRR1409326	30.244873	-19.83092	Colon - Sigmoid	179484.25106150028
SRR1456771	34.11577	-18.898468	Colon - Sigmoid	177992.48182974767
SRR1458529	43.054745	-19.29801	Colon - Sigmoid	176352.0625703659
SRR1092493	37.331795	-24.668158	Colon - Sigmoid	165462.80501004378
SRR1406709	25.450096	-20.21139	Colon - Sigmoid	185119.7907831741
SRR1437598	34.08319	-18.927265	Colon - Sigmoid	178744.8197467399
SRR1312666	23.397419	-18.285284	Colon - Sigmoid	196822.73764605302
SRR1444701	37.575985	-22.051958	Colon - Sigmoid	166946.05854541634
SRR1446716	28.353144	-15.878374	Colon - Sigmoid	170643.03779132047
SRR1334011	41.794666	-19.351099	Colon - Sigmoid	173548.370141264
SRR1466091	37.691063	-25.443325	Colon - Sigmoid	159308.6215502763
SRR1468096	28.121374	-16.916716	Colon - Sigmoid	174447.6117403467
SRR1369008	27.04177	-18.91616	Colon - Sigmoid	181565.77729013085
SRR1452222	28.26601	-16.81892	Colon - Sigmoid	175092.61467601353
SRR1348094	25.716518	-29.843225	Colon - Sigmoid	175389.68014568946
SRR1312784	36.48499	-24.419374	Colon - Sigmoid	165573.0771275014
SRR1420129	36.601517	-23.564253	Colon - Sigmoid	166508.0759234915
SRR1480721	28.28378	-16.556396	Colon - Sigmoid	171408.0998891083
SRR1382639	36.74721	-25.817417	Colon - Sigmoid	165006.01195119397
SRR1348507	34.490063	-21.69885	Colon - Sigmoid	169944.72311276093
SRR1394384	33.63372	-20.696959	Colon - Sigmoid	175435.42861516465
SRR1445426	37.47973	-18.80774	Colon - Sigmoid	176725.6678724857
SRR1410550	28.102016	-18.21613	Colon - Sigmoid	172585.5951906151
SRR1329663	25.89751	-19.511332	Colon - Sigmoid	182973.76489914022
SRR1487704	26.216791	-30.107483	Colon - Sigmoid	175828.30290160625
SRR1344122	26.75693	-15.882112	Colon - Sigmoid	174147.13908755785
SRR1328980	35.626137	-21.933123	Colon - Sigmoid	173709.21976151958
SRR1083504	38.02746	-24.697643	Colon - Sigmoid	161486.36802060634
SRR1456093	28.370972	-15.365144	Colon - Sigmoid	166500.21740817017
SRR1453747	38.75578	6.08799	Colon - Sigmoid	160801.06816845183
SRR1323002	28.535215	-19.571978	Colon - Sigmoid	181369.21537458932
SRR1432231	37.64767	-22.456789	Colon - Sigmoid	170779.5025294294
SRR1361777	32.97683	-22.861149	Colon - Sigmoid	168677.90619590797
SRR1476324	33.682888	-19.061785	Colon - Sigmoid	176782.07526215314
SRR1360258	37.55055	-20.83473	Colon - Sigmoid	169066.9057252821
SRR1397781	21.17623	-35.894592	Colon - Sigmoid	183681.00797124536
SRR1418262	32.655064	-19.432383	Colon - Sigmoid	176091.4014835768
SRR1322070	26.227287	-18.680916	Colon - Sigmoid	180078.03296868247
SRR1432165	24.78901	-18.108511	Colon - Sigmoid	183584.630653549
SRR1404951	33.935818	-21.393627	Colon - Sigmoid	173912.6642275088
SRR1406478	33.371998	-14.504187	Colon - Sigmoid	191481.56462282035
SRR1456250	24.049185	-23.310467	Colon - Sigmoid	183758.05744348594
SRR1362514	37.935303	-20.861673	Colon - Sigmoid	173658.55446354204
SRR1454031	26.20072	-34.620148	Colon - Sigmoid	175909.78659104838
SRR1473915	32.157288	-19.304794	Colon - Sigmoid	178531.94538382936
SRR1374355	36.262577	-21.622398	Colon - Sigmoid	169967.71376944345
SRR1334055	37.047806	-22.357548	Colon - Sigmoid	170311.51102466162
SRR1476384	35.879124	-22.648474	Colon - Sigmoid	168379.96644096033
SRR1443399	27.38738	-16.362934	Colon - Sigmoid	174032.16318767192
SRR1093366	31.882238	-20.789375	Colon - Sigmoid	174583.9931808625
SRR1499260	35.615475	-23.750397	Colon - Sigmoid	167604.50853672146
SRR1361883	24.497862	-30.865475	Colon - Sigmoid	183216.06937237445
SRR1378924	21.97979	-36.655354	Colon - Sigmoid	181632.81309502872
SRR1441913	27.337128	-19.052511	Colon - Sigmoid	180023.55998080544
SRR1392456	29.137741	-13.571174	Colon - Sigmoid	171171.90525918343
SRR1432783	35.811604	-21.396648	Colon - Sigmoid	172991.04569453595
SRR1318624	35.883907	-22.343489	Colon - Sigmoid	170885.25726359908
SRR1339065	27.827509	-20.095352	Colon - Sigmoid	179420.63217927143
SRR1102224	25.23976	-29.011692	Colon - Sigmoid	179439.87163668565
SRR1356976	28.712843	-15.92926	Colon - Sigmoid	170343.05803374187
SRR1327527	28.213615	-15.575757	Colon - Sigmoid	168023.7167077132
SRR1312577	33.26457	-17.265472	Colon - Sigmoid	184898.0780550585
SRR1343546	26.818811	-16.781708	Colon - Sigmoid	176405.46180133463
SRR1405921	52.1943	-13.370896	Colon - Sigmoid	169430.57938456035
SRR1362928	28.781755	-16.492327	Colon - Sigmoid	169640.58796574525
SRR1091524	26.531464	-37.66596	Colon - Sigmoid	170900.12506861959
SRR1477292	28.067722	-16.89713	Colon - Sigmoid	174113.5989798223
SRR1102998	38.201023	-24.479181	Colon - Sigmoid	160419.2422728404
SRR1330176	23.18657	-35.434555	Colon - Sigmoid	182582.4729304858
SRR1413262	39.805588	-21.665134	Colon - Sigmoid	169550.8313016242
SRR1464812	43.8014	-18.813074	Colon - Sigmoid	172995.70883775086
SRR1500071	43.991135	-20.960302	Colon - Sigmoid	167700.90934224415
SRR1308269	37.49177	-22.095911	Colon - Sigmoid	170784.04360435583
SRR1490635	36.72034	-20.878746	Colon - Sigmoid	175156.28469252537
SRR1359509	36.458862	-21.637032	Colon - Sigmoid	171093.42630662076
SRR1416455	43.9857	-21.28352	Colon - Sigmoid	170669.12636058248
SRR1351955	33.390236	-18.859335	Colon - Sigmoid	177673.13762590662
SRR1365377	25.257006	-28.41329	Colon - Sigmoid	180865.98965481136
SRR1084505	25.879072	-36.98487	Colon - Sigmoid	173050.8957936569
SRR1361814	26.885529	-18.073654	Colon - Sigmoid	177071.2161341103
SRR1400489	41.83744	-19.367304	Colon - Sigmoid	174220.99055423174
SRR1470057	27.556267	-17.098541	Colon - Sigmoid	173431.60691838156
SRR1419941	28.979412	-23.139706	Colon - Sigmoid	187343.5520692073
SRR1458380	44.07573	-21.491924	Colon - Sigmoid	172444.26567109092
SRR1401774	26.274715	-15.502448	Colon - Sigmoid	174275.2008086381
SRR1387286	24.212744	-23.382677	Colon - Sigmoid	178995.787840977
SRR1388788	29.384914	-13.564376	Colon - Sigmoid	169309.90185734176
SRR1356509	26.963858	-15.504167	Colon - Sigmoid	168903.56592399982
SRR1090431	36.94206	-25.42766	Colon - Sigmoid	162630.8018670842
SRR1362664	44.058475	-21.182861	Colon - Sigmoid	166166.75724852423
SRR1319038	24.748747	-18.503262	Colon - Sigmoid	186924.04432458285
SRR1386753	36.084103	-21.432318	Colon - Sigmoid	171196.24892725056
SRR1436583	32.76347	-22.6619	Colon - Sigmoid	171262.43453093342
SRR1333287	29.10886	-23.058876	Colon - Sigmoid	190234.10638138335
SRR1327505	33.983795	-19.494963	Colon - Sigmoid	177894.09802004672
SRR1466770	26.437672	-18.612402	Colon - Sigmoid	179171.0251752572
SRR1410634	28.765089	-13.513276	Colon - Sigmoid	168044.07317854147
SRR1475233	31.776062	-21.176855	Colon - Sigmoid	173762.770635843
SRR1074337	38.13051	-21.660028	Colon - Sigmoid	171968.86522035146
SRR1398272	30.279034	-14.6874	Colon - Sigmoid	168920.5524208155
SRR1457336	25.736765	-19.859404	Colon - Sigmoid	182037.89638702868
SRR1400008	25.386288	-30.13062	Colon - Sigmoid	179767.5542455145
SRR1321377	28.420805	-20.91359	Colon - Sigmoid	177638.21428608568
SRR1489349	24.93463	-18.756685	Colon - Sigmoid	183187.90715295068
SRR1327454	27.815464	-17.798494	Colon - Sigmoid	175105.24949149787
SRR1455741	28.35482	-16.87934	Colon - Sigmoid	174666.5794621102
SRR1330770	24.220028	-19.077742	Colon - Sigmoid	188542.09888815403
SRR1320445	26.851141	-35.850792	Colon - Sigmoid	171194.1544028925
SRR1430088	33.71155	-21.226944	Colon - Sigmoid	175920.50752597753
SRR1353332	37.215298	-24.850365	Colon - Sigmoid	163447.3798509548
SRR1320490	24.315687	-35.462093	Colon - Sigmoid	178991.5873294896
SRR1077380	27.148117	-19.222681	Colon - Sigmoid	180444.08193844926
SRR1327570	37.391544	-22.02021	Colon - Sigmoid	171582.75170804362
SRR1338489	28.461992	-15.717295	Colon - Sigmoid	170551.97596003948
SRR1353577	33.588924	-15.994527	Colon - Sigmoid	188189.97657283556
SRR1341945	35.81978	-23.328688	Colon - Sigmoid	165702.71291854535
SRR1479370	23.788588	-18.423126	Colon - Sigmoid	189276.0282482558
SRR1329642	35.72804	-22.974735	Colon - Sigmoid	167369.5142259679
SRR1430703	20.708105	33.805172	Colon - Sigmoid	171596.9358514315
SRR1454821	23.989763	-18.497166	Colon - Sigmoid	187745.68082818342
SRR1470855	39.002087	-22.51395	Colon - Sigmoid	166414.39074978494
SRR1087271	36.873333	-25.530195	Colon - Sigmoid	164601.8289939959
SRR1395682	31.947319	-9.473087	Colon - Sigmoid	185381.0237718636
SRR1348792	29.667688	-20.771458	Colon - Sigmoid	180817.00396754098
SRR1337495	28.37133	-16.225798	Colon - Sigmoid	171429.8550311319
SRR1443800	34.678493	-20.256426	Colon - Sigmoid	174359.9908927104
SRR1102198	40.059334	-24.379776	Colon - Sigmoid	173225.46748821475
SRR1350479	23.99822	-18.522089	Colon - Sigmoid	189045.96066376474
SRR1323215	26.446465	-18.440914	Colon - Sigmoid	179020.17343985726
SRR1330831	33.43313	-18.142405	Colon - Sigmoid	183090.9072917825
SRR1328528	34.132515	-19.684193	Colon - Sigmoid	177446.64851439712
SRR1317110	26.707127	-20.80811	Colon - Sigmoid	180556.65772309128
SRR1334181	28.431494	-15.069016	Colon - Sigmoid	167053.8715509713
SRR1086020	36.61828	-24.90235	Colon - Sigmoid	163211.29374897774
SRR1465248	30.726997	-19.645523	Colon - Sigmoid	173385.9993360363
SRR1340966	34.89533	-20.178267	Colon - Sigmoid	175220.0630024576
SRR1446265	20.132067	-34.650642	Colon - Transverse	190018.27538159187
SRR1409046	24.67281	-30.888302	Colon - Transverse	180091.71087268466
SRR1487403	23.78105	-32.119343	Colon - Transverse	181840.33445711882
SRR1322186	37.337784	-21.167427	Colon - Transverse	171686.8943551476
SRR1103072	29.192926	-17.637094	Colon - Transverse	174820.84735375398
SRR1080951	27.519316	-38.635086	Colon - Transverse	164419.6459062437
SRR1404362	22.85735	-36.605442	Colon - Transverse	179935.5690146623
SRR1466687	26.327286	-19.014196	Colon - Transverse	178333.11522254808
SRR1437514	21.082066	-35.930588	Colon - Transverse	182645.93589851816
SRR1479721	26.445978	-37.220703	Colon - Transverse	174025.9524309293
SRR1081813	23.792303	-31.565886	Colon - Transverse	181362.5812963838
SRR1485700	26.76702	-39.682823	Colon - Transverse	170017.6187008613
SRR1329530	23.907106	-36.783947	Colon - Transverse	179592.54070561193
SRR1078278	22.420246	-33.790676	Colon - Transverse	182919.7131273129
SRR1464897	19.053715	-34.5173	Colon - Transverse	198902.3975918154
SRR1439697	24.132664	-32.076515	Colon - Transverse	179676.72567174624
SRR1466597	24.977823	-24.330471	Colon - Transverse	179025.6156293832
SRR1410404	19.222523	-34.59253	Colon - Transverse	195526.79029853456
SRR813529	19.633238	-32.98927	Colon - Transverse	197362.15850133315
SRR1389932	26.459368	-37.108906	Colon - Transverse	172792.27454450162
SRR1343698	33.571384	-17.984995	Colon - Transverse	182301.55749436337
SRR1370107	28.417736	-16.992025	Colon - Transverse	175545.65599636827
SRR1353948	24.026525	-37.764904	Colon - Transverse	176027.33776523353
SRR1362579	23.607395	-37.886703	Colon - Transverse	178015.07876178785
SRR1500131	25.93736	-22.778257	Colon - Transverse	182996.21427868353
SRR1474000	22.276037	25.351025	Colon - Transverse	176203.45974499648
SRR1420413	24.962538	-24.61109	Colon - Transverse	177115.85266335495
SRR1073971	37.499065	-23.55515	Colon - Transverse	168242.90801858346
SRR1310876	32.42742	-19.382835	Colon - Transverse	179174.39457409034
SRR1323873	23.828169	-31.11302	Colon - Transverse	185995.92630011783
SRR1329687	26.816822	-38.514046	Colon - Transverse	169685.4359836878
SRR1376807	21.48073	-33.53024	Colon - Transverse	186502.69167205578
SRR1476974	20.491308	-34.731236	Colon - Transverse	187575.29335358163
SRR1457080	23.223482	-37.176094	Colon - Transverse	178561.6791425252
SRR1341721	19.118113	-34.085567	Colon - Transverse	194045.35003241352
SRR809565	19.041117	-33.81183	Colon - Transverse	195261.41681706335
SRR1120733	22.504137	-37.960613	Colon - Transverse	177186.998251528
SRR1392097	28.142773	-36.091347	Colon - Transverse	168073.36204385562
SRR1464432	29.021023	-9.721518	Colon - Transverse	182273.08469091117
SRR1098660	26.75056	-38.42873	Colon - Transverse	169068.92653366824
SRR1500516	26.899433	-38.83821	Colon - Transverse	165688.10879668663
SRR1499652	39.222507	-21.97457	Colon - Transverse	174045.8831918228
SRR1097525	26.915115	-34.769474	Colon - Transverse	172584.9737545269
SRR1087704	27.569246	-36.95294	Colon - Transverse	175407.47099266874
SRR1420391	14.656136	32.592094	Colon - Transverse	173955.60104609362
SRR1473100	21.34724	-34.083492	Colon - Transverse	185741.3197775708
SRR1367410	25.089926	-32.605328	Colon - Transverse	178512.64242716035
SRR812697	19.77283	-33.442272	Colon - Transverse	195605.2379097997
SRR1379157	34.174114	-17.401953	Colon - Transverse	182495.37478264616
SRR1356643	25.337133	-33.799416	Colon - Transverse	176903.5400075753
SRR1415854	24.220886	-39.69361	Colon - Transverse	172333.76671227755
SRR1478571	24.22796	-39.186626	Colon - Transverse	173726.323113477
SRR1337816	36.00997	-19.614256	Colon - Transverse	175349.72844237258
SRR1388722	23.527212	-38.37401	Colon - Transverse	176357.71734373464
SRR1097708	26.24381	-34.91313	Colon - Transverse	176106.84700094876
SRR1316463	24.595741	-23.804388	Colon - Transverse	174910.41901105669
SRR1441768	25.807732	-37.4965	Colon - Transverse	173829.6955140366
SRR1313625	24.313318	-33.24866	Colon - Transverse	178833.9270593676
SRR807751	20.212593	-34.563522	Colon - Transverse	189716.13503527327
SRR1404461	21.828526	-39.177773	Colon - Transverse	178073.03478867305
SRR1343072	20.66803	-31.264736	Colon - Transverse	192055.97508655483
SRR1383674	25.162436	-28.725056	Colon - Transverse	182875.98599866036
SRR1370701	25.15827	-35.409645	Colon - Transverse	178073.54990396713
SRR1342960	24.465258	-37.91079	Colon - Transverse	175795.22342452814
SRR1334134	24.666847	-36.86672	Colon - Transverse	174270.34991936237
SRR1479306	22.581345	-38.196373	Colon - Transverse	177500.89696690987
SRR1090626	25.34287	-30.359936	Colon - Transverse	176735.6008730691
SRR1396742	22.415743	-36.286217	Colon - Transverse	179827.45296734286
SRR1488307	26.911814	-33.711525	Colon - Transverse	168556.709625026
SRR1340680	38.29573	-23.856503	Colon - Transverse	163797.7653940937
SRR1101280	52.27974	-12.406724	Colon - Transverse	165471.8627385859
SRR1120891	23.183783	-37.203815	Colon - Transverse	178590.1463881586
SRR1467171	23.726776	-36.709023	Colon - Transverse	179695.64967679535
SRR1323312	33.410313	-18.400982	Colon - Transverse	182627.07293059368
SRR1329131	34.0989	-20.365295	Colon - Transverse	176252.60316867655
SRR1353118	26.027111	-39.5801	Colon - Transverse	169509.56635023584
SRR1467544	25.765787	-22.472107	Colon - Transverse	177934.09407287362
SRR1354035	23.467049	-37.068584	Colon - Transverse	176635.06152798512
SRR1395788	27.452028	-37.965214	Colon - Transverse	167453.0056863651
SRR1364975	25.026659	-30.615257	Colon - Transverse	183641.6668827536
SRR819486	20.048498	-34.132935	Colon - Transverse	190582.98921451706
SRR814108	20.66257	-31.23686	Colon - Transverse	193166.6605278697
SRR812721	19.897673	-33.41128	Colon - Transverse	192632.1455528264
SRR1090334	33.222176	-19.357965	Colon - Transverse	179126.18043316086
SRR816794	20.495598	-34.894493	Colon - Transverse	186017.3353288279
SRR1081493	26.06795	-37.8467	Colon - Transverse	172267.69189110986
SRR1076940	37.39406	-24.518879	Colon - Transverse	165765.72309214165
SRR1402027	25.666573	-31.171898	Colon - Transverse	175001.83537174467
SRR1081116	27.335623	-36.86611	Colon - Transverse	172857.39851338603
SRR1407693	21.801027	-34.08288	Colon - Transverse	184780.12694891
SRR1311464	34.244663	-18.39823	Colon - Transverse	179446.76186204437
SRR1077667	27.273848	-38.666557	Colon - Transverse	167108.74773486593
SRR816096	33.266907	-15.326908	Colon - Transverse	191891.20448674867
SRR1083456	25.102655	-38.937225	Colon - Transverse	171662.7307774559
SRR1342806	24.01413	-37.77077	Colon - Transverse	177634.06018620927
SRR1388437	24.581314	-35.815685	Colon - Transverse	178276.81526180482
SRR1085235	23.012365	-33.388897	Colon - Transverse	181415.2041060928
SRR1074314	24.890388	-38.832428	Colon - Transverse	172985.09205412172
SRR1098002	25.691698	-32.10562	Colon - Transverse	176288.4518190683
SRR1310898	35.54126	-22.316057	Colon - Transverse	171727.09932205518
SRR1444523	23.14526	-35.56911	Colon - Transverse	179309.183458079
SRR1357456	24.897814	-33.945625	Colon - Transverse	179020.20902058407
SRR1357692	24.162697	-29.872492	Colon - Transverse	181126.94894898604
SRR1473232	25.017595	-24.045156	Colon - Transverse	176193.5173864241
SRR1338280	23.96461	-36.834583	Colon - Transverse	177528.44362154065
SRR1097811	23.151274	-33.045753	Colon - Transverse	180099.56252310326
SRR1415173	24.915768	-32.49147	Colon - Transverse	179950.47781230442
SRR1472259	24.392162	-30.961475	Colon - Transverse	182137.25492634618
SRR1098098	37.154858	-22.766146	Colon - Transverse	170886.04876279185
SRR1336205	24.07258	-38.07227	Colon - Transverse	175610.10233133796
SRR1367785	44.0169	-21.287823	Colon - Transverse	170719.21010074526
SRR1407000	25.864958	-23.765465	Colon - Transverse	179444.5718697682
SRR1473209	24.01341	-37.090557	Colon - Transverse	176366.90963228035
SRR1376476	43.584557	-21.475521	Colon - Transverse	169319.33397609112
SRR1336988	28.799185	-17.778	Colon - Transverse	176690.58461992748
SRR1092749	24.589613	-36.524265	Colon - Transverse	176319.14731618116
SRR1390289	43.908646	-18.683182	Colon - Transverse	177272.4332903946
SRR1389366	25.194849	-30.126673	Colon - Transverse	180269.9838260607
SRR1356997	27.753048	-22.364872	Colon - Transverse	184725.60506812896
SRR1075078	23.570086	-31.76054	Colon - Transverse	183685.14401997806
SRR1444043	25.142378	-24.302422	Colon - Transverse	181488.36310287667
SRR1078948	26.24822	-32.401634	Colon - Transverse	175617.24997474847
SRR1069850	26.372175	-32.33705	Colon - Transverse	174339.74777853565
SRR1498661	21.486078	-37.71722	Colon - Transverse	177828.54230712866
SRR1099765	26.34365	-38.271927	Colon - Transverse	171197.32733045757
SRR1089207	26.482643	-35.758045	Colon - Transverse	174085.2165385042
SRR1081332	28.00629	-36.138218	Colon - Transverse	169814.24710883488
SRR818523	19.91674	-33.398537	Colon - Transverse	191459.64615168946
SRR1336227	39.401306	-21.775442	Colon - Transverse	170439.43835757906
SRR1069991	27.110142	-37.254723	Colon - Transverse	169888.3040535011
SRR1319502	24.186174	-37.778095	Colon - Transverse	176702.60059892788
SRR1079567	25.296537	-36.97999	Colon - Transverse	175917.10675327273
SRR1498505	34.829636	-17.15291	Colon - Transverse	181003.21430311806
SRR1095675	27.019552	-35.010788	Colon - Transverse	171871.0927549743
SRR1087752	26.227287	-31.014246	Colon - Transverse	176062.70787576973
SRR1099931	27.313435	-34.806423	Colon - Transverse	170450.73533241297
SRR1466278	24.672867	-38.407814	Colon - Transverse	174461.77853301
SRR1091054	26.247883	-35.713455	Colon - Transverse	175430.73281185946
SRR1470513	28.088575	-36.981	Colon - Transverse	175020.81683312065
SRR1430839	35.370472	-21.35322	Colon - Transverse	173357.91035694513
SRR1316343	25.50317	-23.01278	Colon - Transverse	174865.91559240143
SRR1318208	21.175562	-35.96833	Colon - Transverse	183129.94431887835
SRR1073899	27.291492	-36.275913	Colon - Transverse	173703.92857854476
SRR1375158	42.14855	-19.260681	Colon - Transverse	173024.0844268708
SRR1352322	20.27226	-34.181675	Colon - Transverse	189226.9783375624
SRR1080222	22.490225	-39.07864	Colon - Transverse	175574.92458425165
SRR1077066	34.405697	-23.192036	Colon - Transverse	172049.4047706173
SRR1390179	24.317818	-31.431376	Colon - Transverse	181135.30583569588
SRR1105033	25.519861	-30.564867	Colon - Transverse	178259.97385185448
SRR1341209	25.449244	-31.007317	Colon - Transverse	177757.58943578025
SRR1405311	29.07428	-13.608187	Colon - Transverse	170839.43608983548
SRR1340531	26.07851	-38.977303	Colon - Transverse	169643.1363373195
SRR1396146	27.559484	-39.405434	Colon - Transverse	157167.0965873656
SRR1407018	26.569887	-38.206306	Colon - Transverse	169233.7021709833
SRR1385672	24.287806	22.696384	Colon - Transverse	178883.1839370008
SRR1074239	22.469837	-35.35915	Colon - Transverse	181575.80253042758
SRR1393529	24.790213	-31.05976	Colon - Transverse	181916.14315866507
SRR1325620	23.382689	-37.481907	Colon - Transverse	176757.67026929604
SRR1362332	24.1112	-18.983896	Colon - Transverse	191227.02818294603
SRR1083868	23.337053	-36.83613	Colon - Transverse	177152.82615957636
SRR1367172	27.72997	-35.397606	Colon - Transverse	168392.04054033797
SRR1434631	25.613207	-22.913185	Colon - Transverse	177951.79867564118
SRR1092397	23.363928	-36.87518	Colon - Transverse	178634.13037533974
SRR1323446	26.756027	-38.48952	Colon - Transverse	168034.58937284374
SRR1072578	26.448328	-33.535877	Colon - Transverse	175176.15927101538
SRR808638	25.01767	-30.328396	Colon - Transverse	179130.6331208264
SRR1100395	22.376858	-39.027626	Colon - Transverse	177061.70502208394
SRR1331405	24.602947	-37.80914	Colon - Transverse	173871.78993093112
SRR1102176	33.59888	-19.629154	Colon - Transverse	175480.9694631007
SRR1090383	25.165459	-38.52048	Colon - Transverse	172799.53115742674
SRR1368094	21.809855	-34.33319	Colon - Transverse	182659.61971597048
SRR1418492	35.77158	-20.416807	Colon - Transverse	175626.69255142618
SRR1403853	25.14075	-23.835743	Colon - Transverse	177566.01372545306
SRR1433708	24.892889	-19.22265	Colon - Transverse	183026.08249399677
SRR1073217	19.195454	-34.40986	Colon - Transverse	195690.63423996384
SRR1073655	24.94432	-34.017677	Colon - Transverse	177830.88364242294
SRR1099354	25.687738	-37.708782	Colon - Transverse	171508.17580814642
SRR1083125	22.99191	-38.911438	Colon - Transverse	177319.1079432583
SRR1096924	39.430134	-21.633974	Colon - Transverse	168744.48015164962
SRR1498290	33.03997	-17.369713	Colon - Transverse	184628.8047692626
