	PC1	PC2	smtsd	lib_size
SRR1323289	-14.928980975221407	-26.03606554380415	Skin - Not Sun Exposed (Suprapubic)	176687.33549221995
SRR1094216	-35.72916371335233	-47.42536664415396	Skin - Not Sun Exposed (Suprapubic)	179320.96698584408
SRR1320385	-66.68803241327298	-22.375822266618822	Skin - Not Sun Exposed (Suprapubic)	187178.35497269483
SRR1350304	-2.0774593235986076	-18.56499565634696	Skin - Not Sun Exposed (Suprapubic)	176217.07852214586
SRR1385171	-12.51707674820056	-30.565690048934353	Skin - Not Sun Exposed (Suprapubic)	174927.19925251167
SRR1443913	45.15110403585828	-19.933348707972293	Skin - Not Sun Exposed (Suprapubic)	167128.84190664892
SRR1315912	7.0133498450529315	-31.47035045730419	Skin - Not Sun Exposed (Suprapubic)	171500.7963120106
SRR810551	-19.377430232660604	-34.454206111843696	Skin - Not Sun Exposed (Suprapubic)	172234.72537781694
SRR1434736	-45.0940836773903	-26.696496865072348	Skin - Not Sun Exposed (Suprapubic)	181862.54669069542
SRR1381711	-27.763111913330658	-30.8888244704182	Skin - Not Sun Exposed (Suprapubic)	181323.92301898805
SRR1326560	-44.31160164880092	-35.88629864987302	Skin - Not Sun Exposed (Suprapubic)	178876.44840369222
SRR1317022	-41.42602857905964	-25.07535183825333	Skin - Not Sun Exposed (Suprapubic)	181392.59753635759
SRR1360785	1.1507289506671778	-27.78462212343852	Skin - Not Sun Exposed (Suprapubic)	175887.78250796587
SRR1347123	-30.565863004475933	-37.466661130551564	Skin - Not Sun Exposed (Suprapubic)	178512.19550130068
SRR1487446	-29.397587415837872	-24.153314003195696	Skin - Not Sun Exposed (Suprapubic)	179554.8789959023
SRR1347365	-51.311154365188465	-40.13644626436206	Skin - Not Sun Exposed (Suprapubic)	181842.7022835191
SRR1352089	-40.495532088467385	-32.41485804715014	Skin - Not Sun Exposed (Suprapubic)	180450.0435470976
SRR1349790	6.974619031686661	-20.534936981256067	Skin - Not Sun Exposed (Suprapubic)	170570.41680584403
SRR1069048	50.493372342620056	-24.111635459561693	Skin - Not Sun Exposed (Suprapubic)	165784.74513338224
SRR1312124	-31.775300282098595	-30.20806548331799	Skin - Not Sun Exposed (Suprapubic)	178668.11179044913
SRR1379303	-158.28429749554707	-47.438175520014916	Skin - Not Sun Exposed (Suprapubic)	200991.116806188
SRR1487043	8.21335216548048	-23.487530756821865	Skin - Not Sun Exposed (Suprapubic)	173272.9289499819
SRR1091597	-5.704534347560113	-27.75348892217252	Skin - Not Sun Exposed (Suprapubic)	175877.6634442038
SRR1381973	-34.922830916905276	-48.462128878170546	Skin - Not Sun Exposed (Suprapubic)	175272.6229627302
SRR1327614	31.993229374533026	-27.42397306962543	Skin - Not Sun Exposed (Suprapubic)	163786.01522424904
SRR1331060	-45.8663631311628	-37.97493319473482	Skin - Not Sun Exposed (Suprapubic)	179897.52627723294
SRR1356227	26.350831378107596	-21.965930178186312	Skin - Not Sun Exposed (Suprapubic)	168208.9048157044
SRR1309920	-29.770288402750896	-29.452315799723642	Skin - Not Sun Exposed (Suprapubic)	178225.96627282636
SRR1333990	-19.654627386598488	-29.159968565714493	Skin - Not Sun Exposed (Suprapubic)	173749.14890855
SRR1368463	-25.4095151429835	-42.4250181642074	Skin - Not Sun Exposed (Suprapubic)	178782.74244748085
SRR1487592	25.48520947176544	-24.162247957990655	Skin - Not Sun Exposed (Suprapubic)	170092.4014378629
SRR1429223	1.448533564909933	-28.664400271712125	Skin - Not Sun Exposed (Suprapubic)	172518.63776975777
SRR1076292	-24.346731865918535	-41.794013111510026	Skin - Not Sun Exposed (Suprapubic)	179015.20954451524
SRR1396859	-29.734182499005442	-31.951197091788927	Skin - Not Sun Exposed (Suprapubic)	178235.82493218663
SRR1397926	-4.934970666150016	-22.290158297251715	Skin - Not Sun Exposed (Suprapubic)	174730.5002844984
SRR1317685	-10.771726817899314	-18.104602402303204	Skin - Not Sun Exposed (Suprapubic)	177972.19309907462
SRR1436698	-16.507689064705318	-36.181044639660385	Skin - Not Sun Exposed (Suprapubic)	173607.54737272978
SRR1435963	-46.488790205299985	-30.649025451120167	Skin - Not Sun Exposed (Suprapubic)	180190.0867761587
SRR1384962	-25.167137080414758	-24.01761037803702	Skin - Not Sun Exposed (Suprapubic)	182096.3086304878
SRR1455482	33.15899587087658	-35.41642801676708	Skin - Not Sun Exposed (Suprapubic)	164500.16713231438
SRR1474617	32.930906876573125	-44.23694201046646	Skin - Not Sun Exposed (Suprapubic)	170239.09965011338
SRR1329971	-5.919230924558326	-27.416412434912907	Skin - Not Sun Exposed (Suprapubic)	174663.52553682562
SRR1074289	-61.24454477637956	-37.825416078930914	Skin - Not Sun Exposed (Suprapubic)	184616.56104538578
SRR1318644	-42.840750123021856	-31.109643552774607	Skin - Not Sun Exposed (Suprapubic)	179997.86823458062
SRR1073605	20.939161391153032	-28.014654725244842	Skin - Not Sun Exposed (Suprapubic)	167791.3599653761
SRR1481260	-24.60560525668032	-25.43966375311085	Skin - Not Sun Exposed (Suprapubic)	176938.19015143206
SRR1399069	15.81067647391759	-30.241220258170365	Skin - Not Sun Exposed (Suprapubic)	173168.27797954628
SRR1476034	17.493332837973927	-18.624722814736412	Skin - Not Sun Exposed (Suprapubic)	170812.59542965508
SRR1430181	-26.888080763307233	-22.963148480346874	Skin - Not Sun Exposed (Suprapubic)	177009.8348644949
SRR1475697	38.28864288074617	-34.58228659724923	Skin - Not Sun Exposed (Suprapubic)	167102.70868803933
SRR1432673	-10.219128529460153	-33.01488906991474	Skin - Not Sun Exposed (Suprapubic)	176196.97646855822
SRR1500006	54.399200332197765	-35.18299579548291	Skin - Not Sun Exposed (Suprapubic)	162969.11046892998
SRR1320158	-72.55625573771809	-21.024505131376184	Skin - Not Sun Exposed (Suprapubic)	187510.58861943928
SRR1474095	-9.968081382023694	-31.31600523814154	Skin - Not Sun Exposed (Suprapubic)	174988.88878157476
SRR1351236	-0.2618131524973294	-31.715254494060922	Skin - Not Sun Exposed (Suprapubic)	169631.9432336453
SRR1374141	20.20926477738071	-18.57611146256585	Skin - Not Sun Exposed (Suprapubic)	169438.61360947305
SRR1380614	36.42668050132752	-42.03166722270868	Skin - Not Sun Exposed (Suprapubic)	164618.11868262617
SRR1327914	27.65377634644904	-32.777295646062676	Skin - Not Sun Exposed (Suprapubic)	165800.23603240168
SRR1096408	-27.67908391414913	-28.14328693168903	Skin - Not Sun Exposed (Suprapubic)	177579.37430513685
SRR1313494	20.444944510834556	-18.14850799973092	Skin - Not Sun Exposed (Suprapubic)	169277.11852928065
SRR1410510	-20.45258097115742	-25.338129825429096	Skin - Not Sun Exposed (Suprapubic)	178386.7768368135
SRR815164	-3.3012943708287206	-23.465222811743363	Skin - Not Sun Exposed (Suprapubic)	174459.58004777433
SRR1354977	-17.257225572812835	-23.28569031797885	Skin - Not Sun Exposed (Suprapubic)	177850.34710532753
SRR1345995	-26.039468979855847	-29.08425450677173	Skin - Not Sun Exposed (Suprapubic)	178094.59650924584
SRR1499804	-24.074322585399347	-29.5034945649607	Skin - Not Sun Exposed (Suprapubic)	178199.1346348676
SRR1317201	23.987111119374532	-29.619476800625	Skin - Not Sun Exposed (Suprapubic)	167848.30440306966
SRR1386844	-15.870599458965057	-32.94846583907078	Skin - Not Sun Exposed (Suprapubic)	174819.87556541082
SRR1418516	-57.387296249481665	-26.507143705047085	Skin - Not Sun Exposed (Suprapubic)	186736.70770235406
SRR1337261	-15.685031003967135	-28.367382735686146	Skin - Not Sun Exposed (Suprapubic)	177480.67659755668
SRR1460296	-17.309193779448606	-37.63538375448468	Skin - Not Sun Exposed (Suprapubic)	175014.1468854433
SRR1384986	-20.025181763819965	-34.74109662010883	Skin - Not Sun Exposed (Suprapubic)	175572.96117476796
SRR1380910	39.751496546885996	-29.19216399825573	Skin - Not Sun Exposed (Suprapubic)	163204.68307099462
SRR1430753	-21.4294056551074	-28.13726294953639	Skin - Not Sun Exposed (Suprapubic)	178100.92370000086
SRR1361860	-18.71808920035404	-36.16279241471328	Skin - Not Sun Exposed (Suprapubic)	177179.9056839838
SRR1374455	17.335925983363794	-33.63926685202835	Skin - Not Sun Exposed (Suprapubic)	169862.1262369902
SRR1349978	-48.15836144120967	-31.39387257884919	Skin - Not Sun Exposed (Suprapubic)	182017.82462717296
SRR1413787	-61.18934270644822	-26.88893211027603	Skin - Not Sun Exposed (Suprapubic)	187328.4078404106
SRR1075247	33.71931837178055	-18.898794944717505	Skin - Not Sun Exposed (Suprapubic)	168144.75369613103
SRR1436004	9.513596471769986	-31.55260186689131	Skin - Not Sun Exposed (Suprapubic)	170760.9017011909
SRR1404274	-30.563532463483952	-25.82389875727758	Skin - Not Sun Exposed (Suprapubic)	176479.30031855853
SRR1444741	-38.44590179702271	-34.58461019331761	Skin - Not Sun Exposed (Suprapubic)	182120.27413963323
SRR1087801	-38.60876200597765	-34.54534052723848	Skin - Not Sun Exposed (Suprapubic)	180028.66925476847
SRR1443734	-17.64892650631625	-25.988539898959626	Skin - Not Sun Exposed (Suprapubic)	175164.87481944496
SRR1347322	-34.25308018754713	-29.227843775990557	Skin - Not Sun Exposed (Suprapubic)	178183.87438462558
SRR1314036	-29.405101139433675	-36.01639932111904	Skin - Not Sun Exposed (Suprapubic)	179536.54014296932
SRR820810	-65.34993145584544	-31.077531732040015	Skin - Not Sun Exposed (Suprapubic)	187687.4126434945
SRR1406954	9.018570583108982	-31.97638761559758	Skin - Not Sun Exposed (Suprapubic)	171063.07704361994
SRR820427	-88.2784126933648	-33.56843288991238	Skin - Not Sun Exposed (Suprapubic)	191275.87542516162
SRR1316747	-58.06398771076226	-23.430136719160625	Skin - Not Sun Exposed (Suprapubic)	187464.6803431705
SRR1479216	-61.595663892519504	-32.64993148417227	Skin - Not Sun Exposed (Suprapubic)	185402.54272755934
SRR1452077	-33.33213964766989	-26.952378718511564	Skin - Not Sun Exposed (Suprapubic)	181859.4249558502
SRR1320258	-34.22124484130613	-28.698209958541725	Skin - Not Sun Exposed (Suprapubic)	180212.7772262774
SRR1473696	-42.48076643274975	-35.447165409366995	Skin - Not Sun Exposed (Suprapubic)	178855.54273685563
SRR818372	-97.63064324185021	-30.419062934136935	Skin - Not Sun Exposed (Suprapubic)	193501.33127858874
SRR1312244	-46.399764420274835	-29.614548237585282	Skin - Not Sun Exposed (Suprapubic)	181747.37166039634
SRR1397627	20.543544895833364	-30.177706784619453	Skin - Not Sun Exposed (Suprapubic)	170066.95841542858
SRR1309985	-1.0613296685924087	-23.316448946505506	Skin - Not Sun Exposed (Suprapubic)	175456.39845125866
SRR1077898	-26.029559328867414	-31.018620650143557	Skin - Not Sun Exposed (Suprapubic)	177400.61340314837
SRR1356142	-17.478008818814082	-43.373134576661926	Skin - Not Sun Exposed (Suprapubic)	174428.82253577618
SRR1470230	-5.626600379919713	-25.487813491752437	Skin - Not Sun Exposed (Suprapubic)	177343.66944960455
SRR1335489	-9.695552276102692	-31.97440977611785	Skin - Not Sun Exposed (Suprapubic)	173295.12316457296
SRR1401815	-85.81605135527191	-30.642510809490663	Skin - Not Sun Exposed (Suprapubic)	190126.91489105794
SRR1366560	38.263891572470875	-34.14166541383435	Skin - Not Sun Exposed (Suprapubic)	164719.17292403546
SRR1380545	-45.171550594842884	-32.075799612818635	Skin - Not Sun Exposed (Suprapubic)	181173.41946670495
SRR1332670	-21.507341992833773	-36.98557401949462	Skin - Not Sun Exposed (Suprapubic)	174694.0382131581
SRR1321696	69.37083547676295	-26.04790737222598	Skin - Not Sun Exposed (Suprapubic)	161481.0960918825
SRR1479109	-23.49366154256248	-31.778847871444754	Skin - Not Sun Exposed (Suprapubic)	178334.82755364332
SRR1457619	-12.776866804339136	-29.027146991258494	Skin - Not Sun Exposed (Suprapubic)	176779.36850387996
SRR1489904	-28.164397554570268	-27.774251615431087	Skin - Sun Exposed (Lower leg)	178643.7201605211
SRR1310855	-24.5771130267461	-25.12516011150508	Skin - Sun Exposed (Lower leg)	179247.42986347267
SRR1410380	-29.28188823798984	-28.067044891142388	Skin - Sun Exposed (Lower leg)	180177.73378727978
SRR1351190	-29.509864678090786	-27.423719073367117	Skin - Sun Exposed (Lower leg)	179424.4955113288
SRR656922	21.299669227176537	-27.865986585810724	Skin - Sun Exposed (Lower leg)	170133.81838719832
SRR1071785	-33.802196057427466	-22.336827981094885	Skin - Sun Exposed (Lower leg)	181512.17559727648
SRR1324226	-37.94931759411145	-35.79962039374578	Skin - Sun Exposed (Lower leg)	179742.13202644666
SRR660522	-123.00649555846219	-43.086877408315985	Skin - Sun Exposed (Lower leg)	192792.8015841075
SRR1330565	-14.914019677493437	-28.476029005396803	Skin - Sun Exposed (Lower leg)	175784.34295890515
SRR662894	-64.5817116810578	-21.34122980151224	Skin - Sun Exposed (Lower leg)	188528.89820823006
SRR1319221	-33.98917343595629	-20.197979517506806	Skin - Sun Exposed (Lower leg)	177148.73256992875
SRR1084790	-50.40515721645801	-32.3615348168163	Skin - Sun Exposed (Lower leg)	182548.73842105642
SRR1436347	46.50479962569699	-23.165557570628934	Skin - Sun Exposed (Lower leg)	165573.50117729072
SRR659355	49.86812163420756	-30.344204825647758	Skin - Sun Exposed (Lower leg)	166039.66861762214
SRR1406048	24.58228190190344	-24.449767914156403	Skin - Sun Exposed (Lower leg)	167893.99944554226
SRR658469	-21.72818771315949	-28.743148651799558	Skin - Sun Exposed (Lower leg)	178145.48477999424
SRR657857	-45.68364500398441	-40.626255189492156	Skin - Sun Exposed (Lower leg)	181904.28681827287
SRR1332117	-66.16226039996123	-30.94912394535598	Skin - Sun Exposed (Lower leg)	184061.37632906457
SRR1311040	-61.64608048925014	-21.54651502367012	Skin - Sun Exposed (Lower leg)	187794.99063899808
SRR1344166	17.555447136783087	-23.826685447695073	Skin - Sun Exposed (Lower leg)	169535.02450561547
SRR657384	91.3631285302001	-9.98211599347275	Skin - Sun Exposed (Lower leg)	158637.56953667715
SRR659460	60.1285160345972	-27.285177424595435	Skin - Sun Exposed (Lower leg)	162621.95412100994
SRR1458890	-150.57855879409652	-28.074921906038245	Skin - Sun Exposed (Lower leg)	203080.17109144203
SRR1383571	-27.322184790151578	-17.872253209573095	Skin - Sun Exposed (Lower leg)	179059.98663770896
SRR1321630	-3.570415213941712	-11.743469615398705	Skin - Sun Exposed (Lower leg)	176483.45138132418
SRR1333528	-62.04125498983326	-34.4663664794234	Skin - Sun Exposed (Lower leg)	186381.02393390122
SRR1410356	7.748869526469392	-29.765159624173123	Skin - Sun Exposed (Lower leg)	172452.0598533462
SRR1089349	29.255639206785688	-20.273970437760244	Skin - Sun Exposed (Lower leg)	168591.20844430366
SRR1357127	-6.086732477904174	-30.547939143256333	Skin - Sun Exposed (Lower leg)	173768.0501517718
SRR808272	-99.15097807610083	-33.09094933029834	Skin - Sun Exposed (Lower leg)	192175.732677155
SRR1352369	30.649491610331953	-35.259280547529734	Skin - Sun Exposed (Lower leg)	166957.13045766656
SRR1337707	5.281334301666102	-16.796043453110894	Skin - Sun Exposed (Lower leg)	174373.949344692
SRR612959	-54.2262059586244	-23.389759553668547	Skin - Sun Exposed (Lower leg)	184209.38074273552
SRR1431406	-49.80018304635421	-28.167262608599255	Skin - Sun Exposed (Lower leg)	183119.24868071114
SRR658873	-33.68312899416484	-30.26120981703475	Skin - Sun Exposed (Lower leg)	177853.8121850819
SRR1351501	4.884267543156045	-13.569572741483386	Skin - Sun Exposed (Lower leg)	175699.45614184067
SRR613174	-35.189026630133654	-24.939904682381957	Skin - Sun Exposed (Lower leg)	180372.8001754267
SRR1410594	10.761952158144943	-20.42058224647244	Skin - Sun Exposed (Lower leg)	173475.4659593915
SRR604414	-20.88155470921309	-29.832993557784103	Skin - Sun Exposed (Lower leg)	179048.92696291482
SRR1071035	-45.82366892725051	-36.060360231132556	Skin - Sun Exposed (Lower leg)	181373.34869721887
SRR1400078	-25.586161605646907	-24.33225820959476	Skin - Sun Exposed (Lower leg)	178640.3068466985
SRR1375485	-27.9589507667989	-31.863216838225753	Skin - Sun Exposed (Lower leg)	177292.5002166805
SRR1382934	-20.635609822163772	-27.42161579793692	Skin - Sun Exposed (Lower leg)	178327.12988669693
SRR1088316	26.152703777921516	-24.09623603218581	Skin - Sun Exposed (Lower leg)	170209.1593825866
SRR1317790	16.645665151491688	-24.204679348593658	Skin - Sun Exposed (Lower leg)	167640.77682065382
SRR1073731	-13.47576404503397	-32.240639587095366	Skin - Sun Exposed (Lower leg)	176411.75132513786
SRR1391354	14.41652119775297	-17.173923668697846	Skin - Sun Exposed (Lower leg)	171959.97281038234
SRR1413746	-37.71347103228315	-23.11210180589455	Skin - Sun Exposed (Lower leg)	179106.31157055224
SRR1455460	-39.74154157578351	-35.23077175939328	Skin - Sun Exposed (Lower leg)	180744.5647191752
SRR1474312	-12.409896625916872	-27.611621377086312	Skin - Sun Exposed (Lower leg)	174739.26179730304
SRR1369288	-32.76155232896391	-24.80693536050854	Skin - Sun Exposed (Lower leg)	181089.27498878556
SRR1097837	4.562106760984351	-16.46941368550776	Skin - Sun Exposed (Lower leg)	172473.30194606524
SRR1337770	-22.388538038211323	-32.298168315994616	Skin - Sun Exposed (Lower leg)	177691.84777102503
SRR1414536	-64.13738524283919	-26.761723967177883	Skin - Sun Exposed (Lower leg)	187408.6160656556
SRR1416291	-1.3987213887874292	-30.292284500438697	Skin - Sun Exposed (Lower leg)	172954.30098914617
SRR1452310	-61.23580304018807	-31.64089733965322	Skin - Sun Exposed (Lower leg)	184945.04300111975
SRR1407157	10.20003099419461	-32.39230802354701	Skin - Sun Exposed (Lower leg)	168774.32091692535
SRR657575	-21.636980891783345	-28.897963890338684	Skin - Sun Exposed (Lower leg)	176618.17596366486
SRR613450	-44.175060978757635	-18.261049939134796	Skin - Sun Exposed (Lower leg)	184694.53464635572
SRR1485678	-35.37204619553991	-28.383856283168893	Skin - Sun Exposed (Lower leg)	181079.83748400683
SRR1322882	-0.7921775091945665	-29.006675563802087	Skin - Sun Exposed (Lower leg)	173055.7870462669
SRR1330106	-48.530274461684705	-31.718736891919164	Skin - Sun Exposed (Lower leg)	183682.11698191325
SRR1316769	-42.18928315827479	-26.29318720739776	Skin - Sun Exposed (Lower leg)	178269.55145654408
SRR1317179	43.7358134910177	-12.940071095247452	Skin - Sun Exposed (Lower leg)	168265.72937427004
SRR1404531	41.204890595448376	-40.85094587520483	Skin - Sun Exposed (Lower leg)	164518.2577215443
SRR615958	13.980192846951947	-13.20494707830398	Skin - Sun Exposed (Lower leg)	173566.35596402676
SRR1452652	-27.456783068170708	-40.18618325541841	Skin - Sun Exposed (Lower leg)	178679.27616078005
SRR655194	27.683955821460078	-20.124141120891423	Skin - Sun Exposed (Lower leg)	169093.58549106517
SRR1326647	-46.32673934893521	-27.345292744804215	Skin - Sun Exposed (Lower leg)	181219.26668257557
SRR815374	-81.25725078714429	-31.94651616199485	Skin - Sun Exposed (Lower leg)	189677.09777248313
SRR665610	-119.06457936945478	-31.242607256407673	Skin - Sun Exposed (Lower leg)	196780.5658313792
SRR615443	27.839343649608253	-13.518191775495255	Skin - Sun Exposed (Lower leg)	169380.38217870728
SRR661613	-136.84049788265173	-28.063240703973687	Skin - Sun Exposed (Lower leg)	199020.13842246612
SRR1381590	-6.579692759716155	-36.06235300377606	Skin - Sun Exposed (Lower leg)	172443.48972551007
SRR1091719	-68.38714290705038	-32.83421283511435	Skin - Sun Exposed (Lower leg)	185228.35359770077
SRR1366450	-61.66087617012496	-39.723188029742985	Skin - Sun Exposed (Lower leg)	183439.17969753855
SRR1485190	-3.786082566082343	-35.20452279231308	Skin - Sun Exposed (Lower leg)	174589.7671765059
SRR1092232	-63.14439887896983	-24.765156066256242	Skin - Sun Exposed (Lower leg)	186509.63578173297
SRR1335355	-2.235342826537879	-36.613397920666024	Skin - Sun Exposed (Lower leg)	172331.90934752751
SRR1362200	-17.314099970453036	-27.97635918948485	Skin - Sun Exposed (Lower leg)	177935.28639771751
SRR1308800	-49.453910608515564	-29.870075705792065	Skin - Sun Exposed (Lower leg)	182748.35395524735
SRR1343257	-40.68260842837383	-24.927426973928853	Skin - Sun Exposed (Lower leg)	181790.71882668007
SRR658224	-168.10099338290925	-36.83355784368331	Skin - Sun Exposed (Lower leg)	206003.05651786545
SRR815302	-101.31155822747404	-23.668096607660143	Skin - Sun Exposed (Lower leg)	192898.22084677525
SRR1385343	-26.685318816780345	-26.06992192307827	Skin - Sun Exposed (Lower leg)	176658.69240085478
SRR1443507	-28.674322164786	-34.64754236300723	Skin - Sun Exposed (Lower leg)	178035.3344466982
SRR2165473	-135.65688780165692	-32.08567340006906	Skin - Sun Exposed (Lower leg)	196831.6556431993
SRR612503	192.5275423204248	-7.655075591882457	Skin - Sun Exposed (Lower leg)	142037.47605492116
SRR1416337	16.875427201265474	-21.915308840063414	Skin - Sun Exposed (Lower leg)	171571.3669808746
SRR1344253	-37.056564594806524	-46.1588313361292	Skin - Sun Exposed (Lower leg)	178998.08191138477
SRR1398013	-20.837709104077202	-26.54682563713478	Skin - Sun Exposed (Lower leg)	178493.78878260608
SRR1457176	-38.27236288909847	-27.144803769756045	Skin - Sun Exposed (Lower leg)	179103.89976787163
SRR655241	-120.81901910504476	-39.20402506964398	Skin - Sun Exposed (Lower leg)	193260.98834622232
SRR1485099	-58.261821992362016	-34.962056733022294	Skin - Sun Exposed (Lower leg)	181411.57834075356
SRR818321	-140.85678689543647	-41.04306923438128	Skin - Sun Exposed (Lower leg)	198653.60509322488
SRR1325138	-8.645201222277016	-26.964277664577946	Skin - Sun Exposed (Lower leg)	176615.5314916303
SRR1090530	28.61291031968312	-20.527841409231783	Skin - Sun Exposed (Lower leg)	167887.10183198832
SRR1355723	-29.455751444946124	-41.13814615625469	Skin - Sun Exposed (Lower leg)	180146.68073785474
SRR1324165	-9.86067658607632	-33.48275440458717	Skin - Sun Exposed (Lower leg)	174668.39966384196
SRR1369052	-17.102751752458637	-24.02294062190479	Skin - Sun Exposed (Lower leg)	175867.9919841555
SRR1357709	0.624277539539018	-23.291589077797756	Skin - Sun Exposed (Lower leg)	174385.60413047078
SRR1352278	16.29898626831845	-13.710217267450911	Skin - Sun Exposed (Lower leg)	171341.31200008592
SRR1071157	-4.394362592502217	-34.310902012815376	Skin - Sun Exposed (Lower leg)	173821.19225684227
SRR1070841	4.578342855456796	-29.241381775034267	Skin - Sun Exposed (Lower leg)	173928.6918098432
SRR615575	9.752798068652611	-17.748848755091718	Skin - Sun Exposed (Lower leg)	172406.30555381154
SRR1498529	-10.155663963348651	-26.289763655566826	Skin - Sun Exposed (Lower leg)	174449.68665682
SRR1485912	-74.53505564480633	-39.449409277350675	Skin - Sun Exposed (Lower leg)	185791.51630975527
SRR1405353	-22.294885577676325	-43.10361737000162	Skin - Sun Exposed (Lower leg)	178540.8135211505
SRR1368200	-17.115302525986603	-23.229441471666814	Skin - Sun Exposed (Lower leg)	177295.440705657
SRR1452765	41.108158939609865	-30.153591322907296	Skin - Sun Exposed (Lower leg)	165744.1499909628
SRR814539	-96.1070174001506	-30.959574671378196	Skin - Sun Exposed (Lower leg)	192263.1963156841
SRR659448	-52.17834125008615	-30.433230468447302	Skin - Sun Exposed (Lower leg)	181994.18363011957
SRR1353642	-30.550449826391574	-37.60306088896377	Skin - Sun Exposed (Lower leg)	178603.42385732796
SRR1312766	-10.692644465725586	-34.5606511137657	Skin - Sun Exposed (Lower leg)	174963.11524307547
SRR612275	92.84629370220945	-4.511261411873152	Skin - Sun Exposed (Lower leg)	160204.2995109749
SRR1403240	14.94331076374026	-37.83600237433101	Skin - Sun Exposed (Lower leg)	170150.7837763424
SRR615802	34.752311999109985	-13.971206095601259	Skin - Sun Exposed (Lower leg)	169793.79076148005
SRR1477883	-48.883130206180944	-39.23983518328088	Skin - Sun Exposed (Lower leg)	178602.47937904412
SRR1429494	-24.359012221165624	-25.899082837957984	Skin - Sun Exposed (Lower leg)	181036.9510067346
SRR1409443	-48.74258303408448	-44.73082241884718	Skin - Sun Exposed (Lower leg)	183644.5045313897
SRR1430398	-21.966616468987823	-35.37295007040254	Skin - Sun Exposed (Lower leg)	178680.6430764234
SRR1309051	16.751501139737	-35.54021134766223	Skin - Sun Exposed (Lower leg)	168007.6164754169
SRR1480525	-14.578836906450366	-28.89190866817034	Skin - Sun Exposed (Lower leg)	175498.8505937822
SRR615527	86.64451292545054	-13.005733831032623	Skin - Sun Exposed (Lower leg)	162657.07849382216
SRR1392965	4.334024236419898	-22.694828183922912	Skin - Sun Exposed (Lower leg)	173718.39286035777
SRR1453662	-93.71068730492458	-31.26244833379588	Skin - Sun Exposed (Lower leg)	189223.78321798705
SRR1081425	75.36618174595077	-21.35231021228981	Skin - Sun Exposed (Lower leg)	157737.89247512686
SRR2166787	-170.21793467849386	-39.43657077283157	Skin - Sun Exposed (Lower leg)	203512.26471455206
SRR1407087	24.432902742070805	-28.33348977895435	Skin - Sun Exposed (Lower leg)	170006.97607696234
SRR1489370	-4.430623619531956	-28.78650442972806	Skin - Sun Exposed (Lower leg)	174271.60144900595
SRR657042	-87.6417975870265	-36.060138699339056	Skin - Sun Exposed (Lower leg)	188977.01169453273
SRR1390160	-68.8195870152189	-36.34479644272241	Skin - Sun Exposed (Lower leg)	186926.52303631074
SRR1490313	-39.0284241739678	-27.570525996910295	Skin - Sun Exposed (Lower leg)	181535.71125413236
SRR1329744	13.327023242007076	-24.46857349028346	Skin - Sun Exposed (Lower leg)	169665.20911269
SRR1453725	-16.66724668348817	-35.377778339320656	Skin - Sun Exposed (Lower leg)	177822.76102470196
SRR1392121	26.739815466619632	-27.390490825838913	Skin - Sun Exposed (Lower leg)	166710.0844977004
SRR1479866	-21.168746503931125	-30.236001123596907	Skin - Sun Exposed (Lower leg)	177141.00961759142
SRR1498183	-48.40924517285792	-33.14111445333656	Skin - Sun Exposed (Lower leg)	181331.7986670659
SRR1447612	-18.35122738959334	-29.164163251251807	Skin - Sun Exposed (Lower leg)	176404.0355552045
SRR1457835	-4.198739589032011	-28.864073455552127	Skin - Sun Exposed (Lower leg)	172777.01787863096
SRR1325559	-51.369070240001925	-33.05518307368264	Skin - Sun Exposed (Lower leg)	181502.36892538378
SRR807775	-34.892254519913884	-31.368850259172586	Skin - Sun Exposed (Lower leg)	181278.1005655518
SRR1465208	-30.053645978230566	-35.137215121772435	Skin - Sun Exposed (Lower leg)	176884.32370741788
SRR810437	-116.40366160199106	-35.108150211094625	Skin - Sun Exposed (Lower leg)	196377.54962784343
SRR1413205	-38.65347983302098	-26.161700581264025	Skin - Sun Exposed (Lower leg)	181808.64725761773
SRR1445087	-27.999494035873298	-40.055227785868574	Skin - Sun Exposed (Lower leg)	179484.15238105063
SRR614779	237.08291327629306	4.212890147107119	Skin - Sun Exposed (Lower leg)	134959.5343418496
SRR816699	-84.17946076467865	-34.38103050746035	Skin - Sun Exposed (Lower leg)	188324.3579763276
SRR1101152	-58.54477133338304	-30.29912249397461	Skin - Sun Exposed (Lower leg)	184149.06109096564
SRR1395616	43.98428511774144	-31.837322988574307	Skin - Sun Exposed (Lower leg)	162989.7923898892
SRR663002	-127.06617577263731	-52.78077447800865	Skin - Sun Exposed (Lower leg)	195061.829044545
SRR659247	-39.78563283259608	-29.409322487530265	Skin - Sun Exposed (Lower leg)	180567.60923873275
SRR1073291	21.319520579158056	-27.64462810390395	Skin - Sun Exposed (Lower leg)	169989.36062678386
SRR656107	8.560871197946208	-17.741031842616735	Skin - Sun Exposed (Lower leg)	174613.0326657716
SRR1404003	1.9363142787129248	-26.413441593335385	Skin - Sun Exposed (Lower leg)	174448.0646123335
SRR1354247	-34.27638401308554	-45.9613825256207	Skin - Sun Exposed (Lower leg)	179464.12082801346
SRR1398887	3.376590388487798	-30.42855711502427	Skin - Sun Exposed (Lower leg)	175015.99527371078
