	PC1	PC2	smtsd	lib_size
SRR1379562	8.520655037432341	106.55776035758684	Brain - Cerebellum	172347.16961562244
SRR1456514	-55.33810165963724	107.02461984309993	Brain - Cerebellum	181480.94261228116
SRR1434271	27.956098754282465	111.63570555290003	Brain - Cerebellum	166306.70428133523
SRR659331	-61.31564948575203	98.74549217845478	Brain - Cerebellum	181206.44915579775
SRR1388504	2.6132141311491432	109.18129592995058	Brain - Cerebellum	172436.73977245574
SRR1459033	0.9106210240634839	113.15989717391692	Brain - Cerebellum	171603.93159316824
SRR598396	8.040288544678486	106.12428714068754	Brain - Cerebellum	171237.11498303647
SRR1479802	-14.997714172442015	108.35488952758091	Brain - Cerebellum	174653.07622426987
SRR1441224	-99.36351101600142	106.76329563770595	Brain - Cerebellum	187448.03176876588
SRR1348770	-73.74710889663287	104.48760318708727	Brain - Cerebellum	185153.69298106176
SRR1477971	10.664910307751033	104.27032394507079	Brain - Cerebellum	170567.45122627146
SRR1440013	42.07976246865323	81.88856170206896	Brain - Cerebellum	168851.4908553359
SRR613270	46.4235012891572	112.4412541048486	Brain - Cerebellum	162864.23500837426
SRR1352415	-42.99856654016964	105.25234124161416	Brain - Cerebellum	178603.50537835114
SRR1467255	-35.721424994630006	108.83850409486263	Brain - Cerebellum	177924.03522029726
SRR613747	-19.101898042429244	96.75540005478993	Brain - Cerebellum	178020.15804880665
SRR1477104	24.77425612786022	103.679593523588	Brain - Cerebellum	167024.5818967805
SRR1331841	19.821423901841055	111.85633438879839	Brain - Cerebellum	167642.29759177682
SRR1490568	-33.6526697173171	106.93848710657997	Brain - Cerebellum	177645.3923888677
SRR1456531	-48.994804549807625	108.30985938681654	Brain - Cerebellum	180121.06229134978
SRR612419	-38.730592179414934	108.36443176263536	Brain - Cerebellum	178760.27626993827
SRR1307770	-21.28361788349539	101.94148443103283	Brain - Cerebellum	175415.4544508006
SRR1319672	-14.09568001333915	106.44878880831263	Brain - Cerebellum	172999.7931337836
SRR1499785	20.63538403567339	103.03262901179289	Brain - Cerebellum	165862.41966127258
SRR614383	-50.208778808562464	89.80013293467128	Brain - Cerebellum	182912.54149443854
SRR1382708	-13.304158479411281	100.15277503607894	Brain - Cerebellum	176186.39566603804
SRR1409899	0.3779279417114427	104.9617848821586	Brain - Cerebellum	171927.66847085094
SRR1324452	-25.65316556897647	108.09503355408003	Brain - Cerebellum	174846.45439777593
SRR1348021	-19.99709285413729	107.94564949299753	Brain - Cerebellum	174829.04532685486
SRR601098	-44.408536399041175	101.56449126726598	Brain - Cerebellum	179697.6051023339
SRR1402239	34.2692670593418	83.9114062056684	Brain - Cerebellum	169563.7309564979
SRR1477385	44.48736045551148	114.11800773189808	Brain - Cerebellum	163532.54222527402
SRR1362183	-52.18837512949184	89.61276646297468	Brain - Cerebellum	183870.9674701334
SRR820468	-95.18911136320231	100.58380865472793	Brain - Cerebellum	187774.86516182983
SRR600876	-10.342297710147873	105.31491415029112	Brain - Cerebellum	174019.80403534754
SRR1368178	-3.2001160327909224	98.95743117289386	Brain - Cerebellum	174234.9191711963
SRR1478096	-73.60764032677717	104.91047373933807	Brain - Cerebellum	185474.3896862527
SRR815232	-104.73446225235311	92.8279302058017	Brain - Cerebellum	192545.84016473137
SRR615249	12.136134074781216	105.99800315336223	Brain - Cerebellum	171020.90487949617
SRR1361714	-43.761269791859895	104.4019707091452	Brain - Cerebellum	178081.562912883
SRR1417981	-23.65432505422402	106.6182649370562	Brain - Cerebellum	175930.09190294243
SRR1489054	-33.593276427242905	107.8232081794694	Brain - Cerebellum	177378.35614618874
SRR598009	-69.1949094469403	95.16465438944597	Brain - Cerebellum	185520.93885859652
SRR1434250	-70.97305163914692	101.01184624318708	Brain - Cerebellum	185399.03988679394
SRR814563	-82.01943478864877	94.60518163930463	Brain - Cerebellum	188510.6622974167
SRR1413414	-24.542382083962096	106.10220948346748	Brain - Cerebellum	177132.6489010553
SRR1398992	-54.62329298831699	107.61937930250863	Brain - Cerebellum	182235.763057462
SRR1335377	-38.362324074590745	101.69065589301385	Brain - Cerebellum	178327.58252445323
SRR1401552	-17.083755010952313	107.1038889689896	Brain - Cerebellum	173864.29926851077
SRR1086680	21.58524558580883	107.10327755031835	Brain - Cerebellum	167979.40144006885
SRR627453	182.62841736318958	114.66234149491653	Brain - Cerebellum	142166.87959893618
SRR1441200	1.3426477110394173	107.87699755165737	Brain - Cerebellum	170685.7547401993
SRR1415215	-46.91187699770218	106.04526809809542	Brain - Cerebellum	180055.41800599743
SRR657325	-138.64467240055023	101.77224482346573	Brain - Cerebellum	193064.45125891268
SRR1404969	-24.97705823311815	105.85509156198917	Brain - Cerebellum	177102.59606523436
SRR662871	-118.31801995318321	106.0668958152664	Brain - Cerebellum	190018.97908003634
SRR658813	-130.53398215608593	90.48084299090925	Brain - Cerebellum	195101.59706169032
SRR1356204	-80.24622217896224	106.70922133018583	Brain - Cerebellum	184041.06546545806
SRR627429	186.56807713788194	123.10333291719326	Brain - Cerebellum	139987.14961325712
SRR1361736	7.441155878020994	109.65843211959366	Brain - Cerebellum	170588.06920772046
SRR1465132	-9.718643274486613	107.1511672805499	Brain - Cerebellum	172256.9268209565
SRR627433	122.08744766505328	118.29849564567384	Brain - Cerebellum	150987.6238164432
SRR1330041	32.49835076899515	92.35446746973511	Brain - Cerebellum	168433.21259054932
SRR1434867	-21.53380335284378	101.89320574435592	Brain - Cerebellum	177633.21212708738
SRR1440119	-28.288878844187085	104.92257402479335	Brain - Cerebellum	175789.32607209787
SRR1069188	31.118294737725716	108.5319446084537	Brain - Cerebellum	165698.38402141765
SRR1340095	-16.384846377064562	106.52971563103293	Brain - Cerebellum	173735.08732856996
SRR627451	210.4145478871349	126.00561202991541	Brain - Cerebellum	134761.93901288783
SRR1322010	-48.02862222744885	107.4960530380488	Brain - Cerebellum	180336.00956607057
SRR1466357	61.13944050280312	105.06691233346214	Brain - Cerebellum	162297.74865633174
SRR1485954	-23.261933537089057	102.34119067162518	Brain - Cerebellum	175631.93433065945
SRR1467813	-52.42873809976978	105.32221048072371	Brain - Cerebellum	182366.16982099722
SRR1442356	41.49841903277287	114.99450415042259	Brain - Cerebellum	163877.85830309647
SRR1420891	-14.490141487658278	93.8987176248876	Brain - Cerebellum	176285.20300797487
SRR1331944	-44.71402328116732	101.66720190052324	Brain - Cerebellum	180185.77493592465
SRR1374246	-54.16989569084775	107.78695582299618	Brain - Cerebellum	179112.16517466155
SRR604146	55.35149566916357	109.95658728428697	Brain - Cerebellum	161676.12574317234
SRR1480875	-53.78175359183319	96.13248217782977	Brain - Cerebellum	179623.1844006748
SRR1375907	-3.8993230852559257	112.55008616500217	Brain - Cerebellum	169117.5405271724
SRR816292	-99.51655017634438	98.24865055589504	Brain - Cerebellum	190297.9437473248
SRR1341277	11.689260430000823	120.79777676904959	Brain - Cortex	175030.996302063
SRR601006	6.001217959703927	97.3553270083883	Brain - Cortex	176791.7742456877
SRR1085975	27.5412747774376	59.91044408847195	Brain - Cortex	173130.7980746899
SRR810319	-75.7136496706972	109.70662120352208	Brain - Cortex	191199.6119353652
SRR1445149	-46.43664259749527	116.70072234600059	Brain - Cortex	184501.57888741064
SRR1353176	13.08372585688369	126.09773598174877	Brain - Cortex	174500.3939451005
SRR1373858	6.872609691950988	119.64865925931221	Brain - Cortex	176483.5733451949
SRR1435484	43.18260831155922	123.6344233189599	Brain - Cortex	169632.23993730964
SRR1323043	-20.254799376224565	116.6871235759321	Brain - Cortex	180517.9715131064
SRR1331335	8.507756728375394	122.81906193146254	Brain - Cortex	174342.41031530112
SRR1433088	105.7641291002571	125.02031686843931	Brain - Cortex	158500.37622091523
SRR1311794	25.227431259515658	119.1237337705654	Brain - Cortex	172305.00888972345
SRR608662	-82.08596968640393	72.70713691907653	Brain - Cortex	192370.13147780602
SRR1333930	-2.502968599168076	118.3587038029506	Brain - Cortex	176626.01026916478
SRR1337564	-20.804197610415606	120.83346340297457	Brain - Cortex	179547.91963022808
SRR1441546	52.0769126948273	123.44254362672743	Brain - Cortex	167532.90897496996
SRR1081741	-17.377068983372023	97.01886340128145	Brain - Cortex	180728.89254360864
SRR1352954	9.922583454139847	97.58414075158726	Brain - Cortex	174630.5182453061
SRR1455369	78.6237542314895	66.40854431189649	Brain - Cortex	162200.1670942464
SRR1414595	-51.525286560904014	101.8719229978892	Brain - Cortex	185811.66705584468
SRR1499193	36.61023604166032	115.37235947721099	Brain - Cortex	171277.8154501902
SRR1314958	31.467733345217603	120.22279599229267	Brain - Cortex	170962.74006506059
SRR1433971	22.630059605985505	127.65320858710801	Brain - Cortex	171394.7724750745
SRR1362532	-35.02053188164913	123.77726162103136	Brain - Cortex	182877.50248063225
SRR1331751	30.940055601089256	118.57436657026773	Brain - Cortex	171294.871391704
SRR1418992	-32.68752280399796	117.35153648337669	Brain - Cortex	183560.53435650008
SRR1399201	-18.50660827140794	59.44526734287193	Brain - Cortex	175337.25240990042
SRR660933	-41.61438880594157	123.19501325717037	Brain - Cortex	183234.2149446645
SRR1413522	59.80462940220835	105.7751400109368	Brain - Cortex	166044.7608482276
SRR1452292	26.494211095334865	126.15696680680769	Brain - Cortex	171126.44536250067
SRR1382732	34.218109796125766	102.76332283149942	Brain - Cortex	170559.73437830643
SRR1341702	36.01088837133654	98.05313183377255	Brain - Cortex	172519.9914449685
SRR1488672	17.050875652745543	121.41549475326386	Brain - Cortex	174027.61905146617
SRR1404640	-45.75756855682275	115.04177293065548	Brain - Cortex	185024.09360105894
SRR1375976	13.213711352752611	121.81724201653414	Brain - Cortex	174914.2556900218
SRR1417912	-40.85669342536452	119.05951400634301	Brain - Cortex	183103.9971305341
SRR1311400	-44.704271130584864	119.66334328420331	Brain - Cortex	184401.7758954073
SRR1399028	19.15349370024139	124.13984801214812	Brain - Cortex	173633.46902533947
SRR1334564	-6.126227145129366	123.91514698708535	Brain - Cortex	178159.97784405257
SRR1327593	-32.54661207614634	121.34876046707656	Brain - Cortex	182377.75943670725
SRR1324371	30.513544730304336	126.34087489996523	Brain - Cortex	171210.6666590068
SRR656745	-144.19255596932123	110.41977598818823	Brain - Cortex	199373.935931899
SRR1498861	-10.930639643409199	80.06977637351595	Brain - Cortex	181729.2491974217
SRR1316815	-24.187138974862656	114.75653212378069	Brain - Cortex	181467.32944444183
SRR615838	67.03064799229409	119.33673865582551	Brain - Cortex	165096.1924039869
SRR1453702	3.768637229835015	123.52984601423475	Brain - Cortex	176369.94791314416
SRR1419187	49.58746596334783	123.60592039667135	Brain - Cortex	168239.58910431634
SRR598332	-38.68484235448542	109.75294855929491	Brain - Cortex	184227.7108998064
SRR1315269	54.42255027270576	125.37390818448013	Brain - Cortex	166650.40512256266
SRR615213	267.5856688039031	121.42650368955472	Brain - Cortex	134361.36701612754
SRR1335400	16.579395617041314	128.321223068737	Brain - Cortex	174291.94587913796
SRR820078	-95.09665000681196	107.05796314665193	Brain - Cortex	194596.1325578319
SRR1364676	-39.379951377398406	111.77282706844389	Brain - Cortex	182300.44135536323
SRR1464451	5.0147977618560695	122.43679553062978	Brain - Cortex	176131.16518194912
SRR663320	-119.95843414586848	115.41551239448088	Brain - Cortex	196997.6992984079
SRR660626	-50.1091694572505	124.12562903502429	Brain - Cortex	183797.5358415493
SRR1083632	-56.11873728351378	118.49367295935798	Brain - Cortex	187635.18067700806
SRR1489502	9.202530397392037	109.1948379552187	Brain - Cortex	175434.20349413034
SRR1396595	-11.66359060509924	113.48421103790186	Brain - Cortex	180608.9090467953
SRR1355150	17.036726574320326	94.30786081483562	Brain - Cortex	176593.6728876065
SRR1475168	0.22128953642725882	118.64887084529471	Brain - Cortex	175911.35854112817
SRR1439807	-100.5087487532551	115.60234781455588	Brain - Cortex	194587.47835739236
SRR1337864	1.4533236271483103	115.83321264771874	Brain - Cortex	177175.58018861496
SRR1478768	-20.659811222085334	102.90266107714675	Brain - Cortex	177600.34086139564
SRR1466993	0.5839375427676399	124.85757106699795	Brain - Cortex	176727.92879087979
SRR1357523	-6.33284822062351	121.17045139698645	Brain - Cortex	177941.32074591483
SRR1401424	-5.187896814171484	123.0007154124183	Brain - Cortex	176555.876922427
SRR1354734	15.279071884571785	118.25336057373663	Brain - Cortex	173401.97376127166
SRR1312428	6.329701884474804	104.5751474383923	Brain - Cortex	175531.60652912062
SRR1437555	-30.0344016544052	109.98972320385043	Brain - Cortex	182898.70285703137
SRR1310008	-38.05315420370386	119.70056259222277	Brain - Cortex	183401.785773029
SRR1338219	-26.824727318127405	99.1660832067213	Brain - Cortex	181833.15476631306
SRR1489137	-32.49779420921193	109.9766684988039	Brain - Cortex	182361.75078550846
SRR601669	60.06912388081116	106.06757419622163	Brain - Cortex	166946.6429741626
SRR1391922	-41.668169097161616	114.49095652250077	Brain - Cortex	184870.08195622035
SRR1315866	-15.26454689635863	100.26130488317366	Brain - Cortex	181348.77657128026
SRR627449	197.29828620107247	121.66702064779052	Brain - Cortex	141945.21414250927
SRR627421	170.41101571313294	114.75026634051808	Brain - Cortex	148469.00325240364
SRR1392985	6.117185699526592	124.89915247637396	Brain - Cortex	175879.42473173485
SRR663753	-96.23057904760942	121.79350033936151	Brain - Cortex	191813.63703410683
SRR810877	-52.06814457555756	120.79754615608246	Brain - Cortex	186143.78015996603
SRR603333	16.125580635907244	117.72569951777521	Brain - Cortex	175073.01904771267
SRR664854	-73.31612815761063	110.29277385701162	Brain - Cortex	187456.13805706808
SRR1459441	-27.185229659957837	124.71207611201972	Brain - Cortex	180926.45062532526
SRR654874	7.760931340436264	104.824551139827	Brain - Cortex	177326.08287695178
SRR627425	150.73774564729294	127.8359229391142	Brain - Cortex	151382.2990563189
SRR1332796	30.430722075340057	123.16586010878217	Brain - Cortex	171344.8042076205
SRR659555	-104.43299806360675	113.80038766070659	Brain - Cortex	193135.75940487842
SRR1416434	12.454803678687771	126.34131964594754	Brain - Cortex	174029.19992568507
SRR1339651	-1.9989441596836262	109.1819647384796	Brain - Cortex	177728.8377768722
SRR1328960	-6.934321778233301	109.2617717874712	Brain - Cortex	172892.61286910617
SRR614310	-1.8637088866793865	128.18827255352764	Brain - Cortex	175218.60726036908
SRR1480988	7.0913913103132975	121.27068368169003	Brain - Cortex	175530.0119339964
SRR1486097	26.74831911835026	126.06228621403841	Brain - Cortex	171594.24891405046
SRR1341387	49.0948929049826	107.54944436571607	Brain - Cortex	168850.2262415788
SRR604026	30.74689720997873	106.36114724792535	Brain - Cortex	171830.98735024105
SRR1397008	-1.620917761352262	96.61510760181602	Brain - Cortex	176669.9331554473
SRR612575	227.94080831618643	97.64838577566043	Brain - Cortex	141571.91279032934
SRR1391769	18.21834258199934	126.82485748721737	Brain - Cortex	172448.28903408814
SRR1470175	-58.070068971228245	121.57539164464181	Brain - Cortex	186156.91990184243
SRR1432275	-14.696007763843648	99.4425498915864	Brain - Cortex	180358.54839857336
SRR1358102	-19.662429721353423	83.91480391354227	Brain - Cortex	181444.22428562454
SRR1310136	10.438258306549754	110.03179984369672	Brain - Cortex	176425.01560759277
SRR1444460	10.096922798007034	114.44256049505609	Brain - Cortex	174337.71414564035
SRR1328487	20.871005392197443	93.83385564106787	Brain - Cortex	174260.409999563
SRR1444580	-10.181973099398386	124.09395637205974	Brain - Cortex	177862.77428744463
SRR1379238	-24.385235694835746	110.34038549622464	Brain - Cortex	182578.80377877137
SRR1383059	17.63203184439753	103.45961659713811	Brain - Cortex	175360.94338721674
SRR1396078	39.900479453678294	96.02835498420852	Brain - Cortex	170153.51550546245
SRR1320280	36.8994110901726	124.55509633739473	Brain - Cortex	169445.10562465037
SRR808614	-87.7683916342442	112.05007965676458	Brain - Cortex	192083.38044624304
SRR1311575	23.535361041433116	116.73958487739382	Brain - Cortex	173873.60182759748
SRR1323746	-11.627279880631674	122.60481779681591	Brain - Cortex	177997.4181865991
SRR1359630	-16.401746119655634	110.6904009372837	Brain - Cortex	178761.0141973534
SRR1388480	-5.8312252645870615	109.14959341020852	Brain - Cortex	178313.28243642475
SRR1417047	13.133905722044885	131.3590148315584	Brain - Cortex	173474.77511342842
SRR816770	-43.934906664171216	112.7946834887329	Brain - Cortex	185103.01590101465
SRR812012	-47.51276305320042	122.16893380665056	Brain - Cortex	185421.71450506407
SRR1343481	-11.385484464846956	118.03652085707132	Brain - Cortex	178447.00268349616
SRR1417827	7.14262990028986	115.7573568904832	Brain - Cortex	175760.75183308948
SRR1082262	11.960626674789797	120.31684746265825	Brain - Cortex	174260.32175991783
SRR812436	-56.52963045524057	122.48963177080967	Brain - Cortex	185603.03764205333
SRR602927	30.046556449126445	118.28893196867779	Brain - Cortex	178162.36837106888
SRR1465632	90.17956803773707	59.506907937416415	Brain - Cortex	160642.5516853896
SRR1459804	48.02318065566104	127.7138382631977	Brain - Cortex	167601.93593092822
SRR1480059	-29.01768536567888	121.98024313501071	Brain - Cortex	181546.71024169092
SRR1469904	2.4084608264746934	125.61381690711238	Brain - Cortex	175022.701002715
SRR1465917	-23.955358092046758	101.31456335789541	Brain - Cortex	180553.38217675948
SRR1490019	0.17672508750142396	124.8798192956383	Brain - Cortex	176175.81259741719
SRR1396640	67.66767436892768	122.5644622148021	Brain - Cortex	165228.74980752275
SRR1474951	-37.69045042510789	121.21835134810338	Brain - Cortex	182826.44773399987
SRR627455	187.20423783759165	133.566628609583	Brain - Cortex	143467.17779260597
SRR1444622	85.06116013115597	98.55162659573966	Brain - Frontal Cortex (BA9)	160941.74947303667
SRR1474777	-42.91262330535457	123.77233410226262	Brain - Frontal Cortex (BA9)	183372.1071973226
SRR1442571	53.55478011700014	125.06799513460513	Brain - Frontal Cortex (BA9)	167139.8834832934
SRR1453341	5.787977952788427	127.25841419871274	Brain - Frontal Cortex (BA9)	173942.48024995084
SRR1315970	-12.165374957024985	131.30481302391829	Brain - Frontal Cortex (BA9)	176233.57570343642
SRR1360563	-25.922847391372056	130.71844760475835	Brain - Frontal Cortex (BA9)	178759.47674873116
SRR600361	-3.18121534453579	114.69442919881759	Brain - Frontal Cortex (BA9)	177250.50486733892
SRR1348159	-54.29781092531501	117.51739345188027	Brain - Frontal Cortex (BA9)	186521.95229345947
SRR1447693	0.28060011376106175	120.64003001126409	Brain - Frontal Cortex (BA9)	176421.409180894
SRR1318163	50.8279653464131	128.06662216826038	Brain - Frontal Cortex (BA9)	167296.5242229654
SRR1328895	27.741149143145574	130.1075934613504	Brain - Frontal Cortex (BA9)	170234.9761583943
SRR1340508	-216.51269862826928	114.42435013244261	Brain - Frontal Cortex (BA9)	212790.59726257785
SRR604262	-21.65130665105521	108.252085163819	Brain - Frontal Cortex (BA9)	180478.63980642578
SRR1341365	12.043336643310779	127.66443192659824	Brain - Frontal Cortex (BA9)	172394.97354973565
SRR1335446	62.499973793038414	73.48233651736156	Brain - Frontal Cortex (BA9)	171267.53469906654
SRR1072367	22.586147045129998	91.39105462481284	Brain - Frontal Cortex (BA9)	172348.04540706368
SRR1337412	46.789827534859974	105.06869751836753	Brain - Frontal Cortex (BA9)	168654.02465218515
SRR1408208	-40.94714169777004	126.77341195438404	Brain - Frontal Cortex (BA9)	182621.7226939617
SRR1381673	133.71441712995562	119.69113221597036	Brain - Frontal Cortex (BA9)	152655.18929766497
SRR1476571	35.09774586390803	107.53111697086959	Brain - Frontal Cortex (BA9)	171745.9933447862
SRR1102055	-5.513082205414486	111.08160964816922	Brain - Frontal Cortex (BA9)	177284.55479639734
SRR1439873	-51.16062363623546	124.19876946915994	Brain - Frontal Cortex (BA9)	184579.4607067323
SRR1435775	38.13232981692131	128.11615011693985	Brain - Frontal Cortex (BA9)	169356.28224723533
SRR1316940	-52.881053829103806	95.07273724658634	Brain - Frontal Cortex (BA9)	184934.32697348617
SRR1421177	24.46167652120957	117.9271990566676	Brain - Frontal Cortex (BA9)	171811.45088584963
SRR604456	18.33117762952651	99.88103742329257	Brain - Frontal Cortex (BA9)	174213.55706531563
SRR1468514	-74.31912523909651	112.47405534411571	Brain - Frontal Cortex (BA9)	189066.54005172604
SRR1471817	85.22805103654551	121.60496391372897	Brain - Frontal Cortex (BA9)	158627.60914403232
SRR602314	-12.474089212629393	111.83373436770778	Brain - Frontal Cortex (BA9)	178023.11177062814
SRR2166648	-147.51426031491232	116.83833378536944	Brain - Frontal Cortex (BA9)	202210.88856155315
SRR1457482	13.682191450335907	115.87288252957966	Brain - Frontal Cortex (BA9)	173484.43263416228
SRR1399779	-17.91587008847491	122.73091432522992	Brain - Frontal Cortex (BA9)	180410.56078645046
SRR657127	-8.339516671151486	113.85309057135586	Brain - Frontal Cortex (BA9)	175954.06503484465
SRR607337	-63.37406392856301	117.26198708229221	Brain - Frontal Cortex (BA9)	187619.60256578497
SRR657754	-100.7200266261491	112.9279672710351	Brain - Frontal Cortex (BA9)	193219.903980119
SRR814967	-91.3713571631993	122.00295163974423	Brain - Frontal Cortex (BA9)	191086.3384840284
SRR1375571	18.264844876534806	129.55831402743038	Brain - Frontal Cortex (BA9)	173368.81055143982
SRR1444678	89.18004837493557	130.25651072826085	Brain - Frontal Cortex (BA9)	160399.76424330325
SRR1341763	-28.032744056169637	116.1202170140411	Brain - Frontal Cortex (BA9)	182337.903783323
SRR662233	-107.8137029432942	120.63630823816153	Brain - Frontal Cortex (BA9)	193757.26338299317
SRR614802	50.27245986900413	119.14026285388988	Brain - Frontal Cortex (BA9)	167779.4249761321
SRR1487194	-55.45231848489459	123.50188707626019	Brain - Frontal Cortex (BA9)	184144.21234653954
SRR1387809	-37.53567020723428	117.74207167071215	Brain - Frontal Cortex (BA9)	182416.189887349
SRR662534	-35.328099773299435	117.52521934414516	Brain - Frontal Cortex (BA9)	183288.19432083715
SRR595926	-51.792645148214035	120.25592704092679	Brain - Frontal Cortex (BA9)	185267.02525937796
SRR1336548	128.46018714008449	116.09606761975978	Brain - Frontal Cortex (BA9)	153973.96339703613
SRR1326179	-58.38824550956104	116.7205987984422	Brain - Frontal Cortex (BA9)	185757.06719075327
SRR1488651	130.0705576514879	120.14959846170552	Brain - Frontal Cortex (BA9)	153721.65035897802
SRR2157460	-154.6305675909812	110.212182510204	Brain - Frontal Cortex (BA9)	203392.92118583404
SRR1367943	24.905748427270225	133.39557513809447	Brain - Frontal Cortex (BA9)	170444.1713531668
SRR1434526	9.111475706818647	126.42719859795935	Brain - Frontal Cortex (BA9)	174642.4591103262
SRR661349	-45.72129154170541	121.72759405020953	Brain - Frontal Cortex (BA9)	183778.1915835383
SRR821602	31.02254991264716	62.06050819660176	Brain - Frontal Cortex (BA9)	175031.34924506268
SRR1314163	-8.002847784779254	104.95816674928302	Brain - Frontal Cortex (BA9)	177893.16242952622
SRR612563	295.9474417094445	126.52573170484708	Brain - Frontal Cortex (BA9)	129002.33013673911
SRR2167030	-163.08166756126704	123.80905673100335	Brain - Frontal Cortex (BA9)	202426.784823774
SRR1433796	31.827535022186726	103.69041985715774	Brain - Frontal Cortex (BA9)	169662.2956463647
SRR1320115	26.090054287081394	127.27840547193475	Brain - Frontal Cortex (BA9)	171242.84492249542
SRR1453851	-47.41092866978304	121.03201203466479	Brain - Frontal Cortex (BA9)	185300.80973243434
SRR1337098	-1.1242870097985125	125.20178375777242	Brain - Frontal Cortex (BA9)	176752.77543070656
SRR1317344	-20.474395538690164	128.78845807365292	Brain - Frontal Cortex (BA9)	178768.39205184934
SRR1361567	59.85912701708474	127.31895244104734	Brain - Frontal Cortex (BA9)	165555.43183166411
SRR1471943	-22.990837787935494	130.12023540185723	Brain - Frontal Cortex (BA9)	178500.68978485704
SRR1360128	68.97160986525469	99.1514805964271	Brain - Frontal Cortex (BA9)	166498.94846361617
SRR1408368	51.44474912425543	120.63172849769583	Brain - Frontal Cortex (BA9)	166854.77048851142
SRR1457503	89.3379003507114	118.92799024931078	Brain - Frontal Cortex (BA9)	160521.36834828788
SRR1474553	42.781745550874	131.7015207687845	Brain - Frontal Cortex (BA9)	167460.07846497395
SRR1435020	-34.33407041981618	123.79057328924303	Brain - Frontal Cortex (BA9)	180984.97060770556
SRR1077405	174.102770680788	100.1999213766848	Brain - Frontal Cortex (BA9)	144850.30402721703
SRR1356444	8.283637666051542	115.49986950782227	Brain - Frontal Cortex (BA9)	173476.3312876891
SRR1487362	-31.093885053566208	80.91605362526005	Brain - Frontal Cortex (BA9)	183461.01893277696
SRR657635	-107.68927263471464	111.53818255285479	Brain - Frontal Cortex (BA9)	195131.03846263973
SRR601500	-28.081299718232575	123.84220828156884	Brain - Frontal Cortex (BA9)	180033.50352903683
SRR1386708	-50.15170598731837	123.61763160618365	Brain - Frontal Cortex (BA9)	183421.8974987511
SRR1414897	22.508011013997518	126.98036308996255	Brain - Frontal Cortex (BA9)	172012.74089901304
SRR1357478	-49.963264385964436	124.22131433411083	Brain - Frontal Cortex (BA9)	184182.30275716903
SRR1454803	0.8315188905017362	112.71099364559285	Brain - Frontal Cortex (BA9)	174939.59943133302
SRR657777	44.84018080672272	115.29870663687576	Brain - Frontal Cortex (BA9)	169080.5565860459
SRR1413562	28.003845097339664	110.29837905060788	Brain - Frontal Cortex (BA9)	171638.82606149593
SRR1455925	-60.5019345121805	134.0300215203007	Brain - Frontal Cortex (BA9)	184066.39563512694
SRR663633	58.77975292666156	119.59174044359852	Brain - Frontal Cortex (BA9)	166207.64507495123
SRR613627	-25.239217946076764	109.15412052942175	Brain - Frontal Cortex (BA9)	181315.6042641075
SRR1342045	12.166404573235202	87.40818178108563	Brain - Frontal Cortex (BA9)	177221.95746166736
SRR1402900	-3.1689932321163625	120.03851822523332	Brain - Frontal Cortex (BA9)	175769.12219452884
SRR661973	-123.97689933082108	115.31664229725062	Brain - Frontal Cortex (BA9)	195079.89968599033
SRR658307	-35.75139298026829	103.56769924032288	Brain - Frontal Cortex (BA9)	182227.88869263104
SRR1389979	51.445202465933576	135.551592984707	Brain - Frontal Cortex (BA9)	165836.90370860515
SRR1440986	-62.969291514977506	123.31908123240332	Brain - Frontal Cortex (BA9)	186948.43267505278
SRR1415234	43.732542168974085	105.7799145451872	Brain - Frontal Cortex (BA9)	167158.625394753
SRR1085495	10.89360758110442	122.94769957709097	Brain - Frontal Cortex (BA9)	173294.81113361625
SRR1435293	22.395118234197575	123.52051446962946	Brain - Frontal Cortex (BA9)	170738.5500025967
SRR602516	-32.22831092836509	126.64813225257072	Brain - Frontal Cortex (BA9)	179347.0142919065
SRR1387264	-22.909949949583854	112.78216424572068	Brain - Frontal Cortex (BA9)	179857.77996391384
SRR1500868	57.80061658908794	125.42510094988371	Brain - Frontal Cortex (BA9)	165729.49545506516
SRR1320963	22.315426558979937	126.24770878794071	Brain - Frontal Cortex (BA9)	171086.237623518
SRR1418127	18.66848588844637	123.09277033642829	Brain - Frontal Cortex (BA9)	174016.1132279133
SRR818210	-81.89634582603125	122.5408018369825	Brain - Frontal Cortex (BA9)	190131.9817939347
SRR1432123	-76.44375830402151	118.97012864905342	Brain - Frontal Cortex (BA9)	189111.32943712748
SRR599510	100.61274675691892	68.11298761784536	Brain - Frontal Cortex (BA9)	165204.6013241685
SRR1354446	4.260356317131241	130.18297969981376	Brain - Frontal Cortex (BA9)	174904.26501961835
SRR602704	-55.4369587501932	123.44203483572413	Brain - Frontal Cortex (BA9)	185679.12030924967
SRR1464373	-12.9388471642759	126.3772200671937	Brain - Frontal Cortex (BA9)	178041.98276785837
SRR1416754	68.854146789663	121.98570301971282	Brain - Frontal Cortex (BA9)	164928.2516133058
SRR1437538	23.045509689277	125.47705672511336	Brain - Frontal Cortex (BA9)	172071.5463888441
SRR1390601	-26.730904544331224	130.86893384196603	Brain - Frontal Cortex (BA9)	180534.38050861377
SRR1348360	24.453411926010844	130.66480135564208	Brain - Frontal Cortex (BA9)	171071.38491638325
SRR1485459	-47.95237355733939	116.49758404073496	Brain - Frontal Cortex (BA9)	185512.9726618555
