run	sample	read_count_as_reported_by_sra	reads_downloaded	proportion_of_reads_reported_by_sra_downloaded	mapped_read_count	auc	avg_read_length	sampid	smrin	smts	smtsd	smntrart	smmaprt	smexncrt	smgnsdtc	smmncpb	smestlbs	smmppd	smnterrt	smrrnanm	smrdttl	smvqcfl	smtrscpt	smexpeff	smrrnart
SRR1477569	SRS648744	70471060	70471060	1	69120725	5223230697	152	GTEX-11DXZ-0626-SM-5GU77	6.3	Heart	Heart - Left Ventricle	0.9837315	0.95038545	0.90382344	23051	44.4994	34679125	62548539	0.016031997	882695	65813862	4657198	137303	0.85898066	0.013411991
SRR1478113	SRS648771	70371414	70371414	1	68912264	5204113753	152	GTEX-ZAB4-0826-SM-5LU9D	5.7	Liver	Liver	0.9747877	0.9203486	0.84900206	23557	37.169167	35132209	59828766	0.025080977	1795873	65006640	5364774	138564	0.78137785	0.027625993
SRR1088758	SRS525101	69417790	69417790	1	68482509	5180229935	152	GTEX-S32W-0926-SM-4AD5X	9.2	Esophagus	Esophagus - Mucosa	0.98150617	0.9534519	0.873201	23968	51.857693	56498611	62159988	0.018344147	423635	65194680	4223110	140180	0.8325551	0.0064979997
SRR1417342	SRS639372	69126166	69126166	1	67794896	5122023963	152	GTEX-ZE9C-2826-SM-5S2MO	7.3	Adipose Tissue	Adipose - Subcutaneous	0.9826872	0.94628555	0.85723305	23376	33.9155	29972381	61089564	0.017101595	1402118	64557220	4568946	138243	0.8111872	0.021718996
SRR1442949	SRS644530	68728746	68728746	1	67257521	5078686318	152	GTEX-145MO-2826-SM-5LU96	6.7	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9780992	0.92291546	0.8160888	25600	42.07539	80841037	58429694	0.021694105	406702	63309910	5418836	146577	0.753181	0.006423986
SRR1377537	SRS634301	68530810	68530810	1	67298488	5077609410	152	GTEX-13S7M-1826-SM-5RQK6	6.6	Stomach	Stomach	0.98211575	0.9249056	0.8500036	24321	38.76045	43018035	60314423	0.016544417	729129	65211436	3319374	142819	0.7861731	0.011180999
SRR1312645	SRS624088	67938176	67938176	1	65814095	4962670214	152	GTEX-13N1W-2426-SM-5IJD1	6.9	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9817109	0.9333703	0.78413904	24859	39.840267	83007824	56386224	0.01809809	433210	60411420	7526756	144109	0.7318921	0.007170995
SRR1472976	SRS648519	67886054	67886054	1	66298257	5000263705	152	GTEX-14A6H-0006-SM-5NQ7W	8.6	Blood	Whole Blood	0.9663076	0.9295188	0.85726756	21385	46.804363	33255925	58373096	0.033199817	1726916	62799264	5086790	128171	0.7968463	0.027498985
SRR1099765	SRS526251	67634392	67634392	1	65876901	4976187318	152	GTEX-R55D-1826-SM-48FEF	7.8	Colon	Colon - Transverse	0.97623885	0.93442166	0.8545723	24760	42.075665	43729128	57411026	0.023170115	1193290	61440166	6194226	143313	0.7985309	0.019421985
SRR627443	SRS377780	67586364	67586364	1	59807958	5952837633	202	K-562-SM-26GMQ	9.5	Bone Marrow	Cells - Leukemia cell line (CML)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1395914	SRS637621	67453908	67453908	1	66141123	4996070785	152	GTEX-145MH-1026-SM-5Q5CI	6.5	Blood Vessel	Artery - Aorta	0.9837441	0.9471113	0.8685533	23355	47.57395	71431802	59738364	0.015935522	320291	63074282	4379626	138826	0.82261664	0.0050779968
SRR1453093	SRS645750	67271356	67271356	1	65916568	4980336564	152	GTEX-11TT1-0126-SM-5LUAA	9.7	Adrenal Gland	Adrenal Gland	0.9820997	0.9285884	0.90322727	23435	53.06924	57375289	57608377	0.017557794	1243564	62038654	5232702	139461	0.83872634	0.020044986
SRR1406437	SRS638196	66820578	66820578	1	64858289	4896585551	152	GTEX-ZPU1-1226-SM-5HL71	7.1	Adipose Tissue	Adipose - Visceral (Omentum)	0.9770736	0.94768125	0.8872108	23904	45.394863	63273939	56910189	0.022649812	714979	60052036	6768542	141236	0.840793	0.011905991
SRR1489075	SRS649699	65753284	65753284	1	64960255	4884065970	152	GTEX-QMRM-1526-SM-4R1K6	7.2	Testis	Testis	0.9441088	0.93333656	0.802022	32860	46.062714	96075036	58097098	0.055667188	1027381	62246670	3506614	163602	0.74855644	0.016504996
SRR1377735	SRS634340	65567712	65567712	1	64491019	4866729236	152	GTEX-14753-0726-SM-5QGQO	7.4	Skin	Skin - Not Sun Exposed (Suprapubic)	0.97938085	0.9464404	0.842485	25749	44.24452	59798083	58190673	0.020446284	554214	61483716	4083996	146570	0.79736185	0.009013996
SRR1406502	SRS638199	65051458	65051458	1	64050602	4838333757	152	GTEX-11DXZ-0926-SM-5N9CG	7	Thyroid	Thyroid	0.96537715	0.93889326	0.7819423	25848	46.838696	100693791	58365411	0.034306653	285457	62164054	2887404	146407	0.7341603	0.0045919945
SRR1409397	SRS638378	64937010	64937010	1	64042704	4835713441	152	GTEX-Y111-2026-SM-4SOJA	6.4	Breast	Breast - Mammary Tissue	0.97176045	0.9390888	0.8170391	25364	35.062412	39782009	57816545	0.028033188	1060362	61566642	3370368	145877	0.7672723	0.017222997
SRR607967	SRS333024	64901358	64901358	1	63518834	6349707920	202	GTEX-N7MT-1226-SM-2D7W4	9.5	Brain	Brain - Cerebellum	0.93970865	0.90115863	0.7119843	24746	48.075718	96443950	54499774	0.05985096	2011177	60477446	4423912	140277	0.6416108	0.033254992
SRR1465693	SRS648178	64390632	64390632	1	63120322	4769186120	152	GTEX-13OW5-2226-SM-5L3HC	6.7	Breast	Breast - Mammary Tissue	0.9730386	0.9456279	0.7885382	25522	40.600918	68552917	56429886	0.026696296	461940	59674516	4716116	146077	0.74566376	0.007740993
SRR1416337	SRS639317	63674886	63674886	1	62092183	4692388986	152	GTEX-PWCY-1826-SM-5SI7U	6.2	Skin	Skin - Sun Exposed (Lower leg)	0.9773104	0.9475373	0.88250446	24256	44.522236	59491494	55286837	0.022540556	604542	58347924	5326962	141878	0.8362059	0.010360986
SRR1459845	SRS646060	63605320	63605320	1	62089800	4689211009	152	GTEX-12126-0626-SM-5Q5AQ	5.8	Nerve	Nerve - Tibial	0.9725596	0.93834406	0.8030375	25117	41.47532	77706849	55517654	0.027241621	442913	59165564	4439756	144089	0.7535255	0.007485993
SRR1357064	SRS629790	63460362	63460362	1	62232148	4703131729	152	GTEX-13OW7-2726-SM-5L3HN	6.3	Adrenal Gland	Adrenal Gland	0.97427523	0.9485081	0.84355253	23348	38.03952	38961441	55833070	0.025550233	3124741	58864098	4596264	137654	0.8001164	0.05308399
SRR1398839	SRS637798	62573578	62573578	1	61728344	4638982107	152	GTEX-X261-3126-SM-4PQZC	5.8	Brain	Brain - Cerebellum	0.94308585	0.92956465	0.7887953	24422	42.390644	83191166	55643548	0.056678556	2306038	59859790	2713788	139127	0.73323625	0.03852399
SRR1353499	SRS629575	62555146	62555146	1	61503652	4644129080	152	GTEX-12WSJ-1126-SM-5LZVJ	6.7	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9756564	0.940479	0.85277736	23631	39.744804	40389358	56090288	0.024239419	982630	59640130	2915016	138349	0.8020192	0.016475987
SRR1322477	SRS625638	62367982	62367982	1	61113056	4617506940	152	GTEX-147F4-1426-SM-5LUA8	7	Liver	Liver	0.9788887	0.9242467	0.86754763	22636	34.564716	30506676	53256552	0.020960707	930185	57621578	4746404	133960	0.801828	0.016142998
SRR1466321	SRS648207	61638016	61638016	1	60617254	4560817217	152	GTEX-QLQ7-0626-SM-4R1JT	6.8	Pancreas	Pancreas	0.974819	0.8869418	0.87330335	22691	30.655687	23466376	51555895	0.025057599	716830	58127714	3510302	137036	0.7745692	0.012331984
SRR1331174	SRS627085	61416582	61416582	1	60691853	4587995383	152	GTEX-Y111-0008-SM-4SOJ3	10	Skin	Cells - Transformed fibroblasts	0.94515604	0.94843584	0.8785467	21612	51.580105	51636642	55243945	0.05454236	3439277	58247422	3169160	131516	0.83324516	0.059045993
SRR1348138	SRS629293	61407032	61407032	1	60077359	4539577445	152	GTEX-11O72-0526-SM-5Q5AO	7.2	Nerve	Nerve - Tibial	0.9795385	0.9426948	0.8120226	24288	41.08637	84971911	54028169	0.020213345	288797	57312472	4094560	142251	0.7654895	0.0050389906
SRR1069097	SRS524209	61399152	61399152	1	60227264	4553980885	152	GTEX-XV7Q-2626-SM-4BRVA	7.4	Adipose Tissue	Adipose - Subcutaneous	0.9778248	0.94520783	0.86329734	24230	42.6142	73880216	53392056	0.021829166	509570	56487108	4912044	142593	0.8159954	0.009020996
SRR1073021	SRS524380	61314622	61314622	1	59813411	4508430436	152	GTEX-T8EM-0826-SM-4DM76	7.1	Pancreas	Pancreas	0.9547364	0.89468086	0.8534995	22144	30.846827	22213872	50991430	0.045178786	1844268	56993992	4320630	133833	0.7636096	0.03235899
SRR1092541	SRS525319	60414832	60414832	1	59436157	4479095003	152	GTEX-XUJ4-0005-SM-4BOQ6	8.7	Blood	Whole Blood	0.9107112	0.929378	0.8080272	20791	41.118786	28174887	52800132	0.08911023	4486072	56812334	3602498	121302	0.7509627	0.07896299
SRR1091254	SRS525262	60010380	60010380	1	58896818	4455023044	152	GTEX-XXEK-0726-SM-4BRWF	7.6	Blood Vessel	Artery - Aorta	0.9789454	0.95175165	0.8796691	22465	43.930454	79859711	52436705	0.020736983	471282	55094946	4915434	135756	0.8372265	0.008553998
SRR1407044	SRS638239	59477672	59477672	1	58439745	4408899553	152	GTEX-13G51-2426-SM-5LZY8	7.7	Salivary Gland	Minor Salivary Gland	0.97671556	0.9211294	0.8363876	24792	35.251698	41330738	51886039	0.022638015	354983	56328718	3148954	144069	0.7704212	0.0063019893
SRR1076681	SRS524544	57683848	57683848	1	56748335	4284492073	152	GTEX-QEL4-1526-SM-447AB	6.8	Esophagus	Esophagus - Muscularis	0.9764831	0.94211614	0.8399544	23613	42.48122	64929592	51869292	0.023331203	580897	55056156	2627692	139036	0.79133457	0.010550991
SRR1456375	SRS645903	57359968	57359968	1	56723973	4255891496	152	GTEX-WHPG-0926-SM-4M1XY	8.3	Blood Vessel	Artery - Aorta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1091380	SRS525268	55963566	55963566	1	55257338	4180708062	152	GTEX-OXRP-0226-SM-48TDH	6.2	Adipose Tissue	Adipose - Subcutaneous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR607502	SRS333224	250991320	238241184	0.9492008887	124656434	8299053315	144	GTEX-PSDG-0726-SM-2I5FN	6.7	Thyroid	Thyroid	0.9620482	0.38187492	0.7650987	26929	45.11794	87676209	69341779	0.037728928	977821	181582433	56658751	148840	0.29217198	0.005384998
SRR814028	SRS408429	245796682	245796682	1	237754022	17945939621	152	GTEX-P4QT-0726-SM-3NMCM	7.9	Esophagus	Esophagus - Muscularis	0.9848333	0.9395282	0.9336733	25733	140.85674	75370639	204714808	0.01483745	1695410	217891080	27905602	146650	0.87721246	0.007780998
SRR602461	SRS333331	226676768	226676768	1	85077993	5488262947	152	GTEX-OOBJ-0326-SM-2I3F8	7.5	Heart	Heart - Left Ventricle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR604718	SRS333334	205058298	205058298	1	126830862	8893176492	152	GTEX-OIZG-0005-SM-2HMJC	8.1	Blood	Whole Blood	0.95303714	0.47426882	0.85616267	22498	48.043045	19882591	73962062	0.046769477	4487139	155949666	49108632	131552	0.40605128	0.028772995
SRR819946	SRS408818	205039826	205039826	1	176204348	12848583820	152	GTEX-NPJ7-0011-R5a-SM-33HBK	5.9	Brain	Brain - Caudate (basal ganglia)	0.96835977	0.77596956	0.9037977	26726	51.002445	26687285	145474034	0.03148234	20057268	187473884	17565942	149153	0.7013195	0.10698699
SRR2184865	SRS1030166	201217100	201212682	0.999978043616	198101932	44474801977	500	GTEX-S32W-0326-SM-5S2T4	7.5	Lung	Lung	0.9711546	0.7595973	0.8105947	25682	184.76262	42827549	143194099	0.028061053	1314879	188513168	12703932	146302	0.6157255	0.006974998
SRR602951	SRS333495	200635952	200635952	1	113915773	7935469451	152	GTEX-NPJ8-2526-SM-2HML8	7.9	Thyroid	Thyroid	0.95541584	0.43700856	0.8166618	25938	41.457905	39353918	65388038	0.04441404	4135525	149626446	51009506	146012	0.35688818	0.027638998
SRR2164936	SRS1035909	185618592	185616604	0.999989289866	181763458	41100048768	500	GTEX-XLM4-0426-SM-5S2T7	7.2	Blood Vessel	Artery - Tibial	0.9712942	0.747154	0.84583074	23319	120.6256	23623267	128168618	0.027391799	918438	171542430	14076162	138365	0.6319658	0.005353999
SRR2170135	SRS1037841	184315682	184312300	0.999981651046	181147818	41082208203	500	GTEX-T6MN-0826-SM-5S2SK	6.4	Lung	Lung	0.9630749	0.7180973	0.79584676	24840	105.331085	22028752	122869251	0.035832025	1868625	171103890	13211792	143529	0.5714955	0.010920997
SRR658813	SRS389609	176687132	176687132	1	163507489	12207582847	152	GTEX-TSE9-2926-SM-3DB77	7.6	Brain	Brain - Cerebellum	0.95839596	0.83976746	0.77307427	27905	77.77061	99736839	133696354	0.0413171	3052941	159206396	17480736	150107	0.6492026	0.019175993
SRR1471690	SRS648458	161790304	161790304	1	159529259	12055688101	152	GTEX-YJ8A-1526-SM-5P9FT	6.9	Stomach	Stomach	0.9896692	0.9465038	0.92667323	25577	89.2193	38912309	148126855	0.010156443	2324791	156498950	5291354	146489	0.87709975	0.014854995
SRR656131	SRS389126	156167538	156167538	1	146713724	10962406024	152	K-562-SM-33HC7	9.5	Bone Marrow	Cells - Leukemia cell line (CML)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR600533	SRS333034	153832968	153832968	1	108573206	7687648479	152	GTEX-NL3H-0011-R7a-SM-2I3G5	7	Brain	Brain - Putamen (basal ganglia)	0.9712317	0.5620485	0.90532327	23724	29.880186	17064912	70807687	0.028593464	13365120	125981456	27851512	140037	0.5088356	0.106088
SRR808914	SRS408194	150785204	150785204	1	145768746	11010376903	152	GTEX-OHPK-0426-SM-3MJH3	7.8	Blood Vessel	Artery - Aorta	0.97923434	0.93682677	0.89615923	25432	86.4906	63445338	122930189	0.020403393	903841	131219770	19565434	145095	0.83954597	0.0068879942
SRR1477861	SRS648759	150683950	150683950	1	148168150	11182922139	152	GTEX-13OVI-0001-SM-5O9BL	7.1	Blood	Whole Blood	0.9774874	0.93052024	0.94363785	19973	88.09797	18914761	134953806	0.022449644	2570230	145030494	5653456	118492	0.8780741	0.017721998
SRR1429935	SRS643854	143305166	143305166	1	140791730	10616684630	152	GTEX-13QIC-0011-R11b-SM-5O9BU	7.3	Brain	Brain - Cerebellar Hemisphere	0.9431262	0.91415095	0.801586	26770	78.51713	85610210	125938712	0.056661204	6962544	137765782	5539384	145792	0.73277056	0.050538994
SRR818210	SRS408701	142002788	142002788	1	130008113	9731619077	152	GTEX-WL46-0011-R10A-SM-3MJFQ	7.6	Brain	Brain - Frontal Cortex (BA9)	0.9601234	0.87237674	0.8962136	26360	76.7996	68594237	107103039	0.039250307	4240283	122771546	19231242	148706	0.7818359	0.034537993
SRR660474	SRS389712	135879894	135879894	1	131401804	9904007018	152	GTEX-P44H-0226-SM-2XCEU	7	Skin	Skin - Sun Exposed (Lower leg)	0.97458035	0.8958655	0.82685846	26438	31.102175	18948406	110905176	0.025253095	818172	123796678	12083216	146862	0.74075395	0.006608998
SRR815446	SRS408512	132800472	132800472	1	129363634	9772215972	152	GTEX-P4PQ-0726-SM-3NMCR	8.2	Esophagus	Esophagus - Muscularis	0.9822828	0.94168514	0.9173741	25068	87.65379	69695042	111845152	0.017434604	1278572	118771282	14029190	144763	0.86387753	0.010764993
SRR1322816	SRS625654	131158844	131158844	1	128777271	9726777318	152	GTEX-YF7O-1326-SM-4W1ZR	6.3	Pancreas	Pancreas	0.9484708	0.8859227	0.8715489	24579	53.50911	26733796	112255651	0.051443834	5891148	126710434	4448410	140885	0.77212495	0.046492998
SRR808520	SRS408169	131073948	131073948	1	124717248	9398511935	152	GTEX-WOFM-0005-SM-3MJF3	7.7	Blood	Whole Blood	0.9484328	0.90637666	0.8670488	22328	70.157196	25167911	102560840	0.05139714	4993859	113154768	17919180	127184	0.7858728	0.044132996
SRR823991	SRS410270	131035354	131035354	1	126306643	9530210161	152	K-562-SM-3NMAP	9.5	Bone Marrow	Cells - Leukemia cell line (CML)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR811237	SRS408321	130823372	130823372	1	127250203	9611488297	152	GTEX-P4QS-1326-SM-3NMCD	8.8	Adrenal Gland	Adrenal Gland	0.98153895	0.9380707	0.8961758	25457	84.16092	62082305	109592425	0.018177178	2113759	116827464	13995908	145576	0.8406763	0.018092997
SRR818523	SRS408724	130728302	130728302	1	127235006	9610574445	152	GTEX-OHPM-1426-SM-3TW8Y	7.4	Colon	Colon - Transverse	0.97751206	0.9434936	0.88658804	26230	81.845215	67601619	109042192	0.022117842	2484006	115572794	15155508	148489	0.83649015	0.021492999
SRR654730	SRS388994	130485906	130485906	1	105296647	7612100531	152	GTEX-P44H-0326-SM-2XCES	7.1	Adipose Tissue	Adipose - Subcutaneous	0.97351974	0.7109281	0.80216163	25214	27.008863	17602903	81965282	0.026278358	823425	115293350	15192556	143031	0.57027924	0.007141999
SRR603164	SRS333195	129610232	129610232	1	120905384	9082684152	152	GTEX-P4PQ-1626-SM-2HMKK	8.4	Muscle	Muscle - Skeletal	0.97695625	0.8439563	0.9016649	24247	75.83002	49779740	95918860	0.022807484	2846005	113653834	15956398	139556	0.76096576	0.025040995
SRR1478789	SRS648802	127937406	127937406	1	126291932	9542594775	152	GTEX-YEC4-0826-SM-5P9FV	7.4	Liver	Liver	0.9835214	0.9424798	0.90196407	23470	83.69053	42820416	116724524	0.015546843	1076489	123848314	4089092	137106	0.8500829	0.008691995
SRR1347060	SRS629236	127731570	127731570	1	123351886	9310406795	152	GTEX-ZYWO-2526-SM-5GIDM	7.6	Adipose Tissue	Adipose - Subcutaneous	0.9842971	0.91272026	0.89428914	25124	88.47291	94037924	106707921	0.015435564	531131	116911966	10819604	144232	0.81623584	0.0045429994
SRR816292	SRS408587	127691976	127691976	1	121800477	9175499539	152	GTEX-WZTO-2826-SM-3NM8P	7.9	Brain	Brain - Cerebellum	0.9490932	0.9097361	0.7797998	26759	61.889725	77156738	96896932	0.050610613	2914248	106511030	21180946	148120	0.70941204	0.027360996
SRR1334338	SRS627318	127385342	127385342	1	121062982	9142139268	152	GTEX-U3ZH-0326-SM-51MS7	8	Heart	Heart - Left Ventricle	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR821715	SRS408931	127350402	127350402	1	121963045	9198052130	152	GTEX-OHPK-0226-SM-3MJH6	6.8	Adipose Tissue	Adipose - Subcutaneous	0.97658896	0.9208772	0.85521495	25929	63.71526	54476528	101526063	0.023123274	1009222	110249294	17101108	146603	0.78754795	0.009153999
SRR1404813	SRS638108	126329046	126329046	1	121413314	9162597959	152	GTEX-13OVL-0006-SM-5O996	7.5	Blood	Whole Blood	0.98827523	0.94144815	0.939899	21537	69.063446	19076268	104315273	0.011601465	1298500	110802994	15526052	129293	0.88486624	0.011718998
SRR808299	SRS408149	124951096	124951096	1	119762477	9033642836	152	GTEX-P4PP-0726-SM-3NM9S	8.3	Esophagus	Esophagus - Muscularis	0.9804474	0.9227219	0.90797436	24473	73.47774	61632127	97031401	0.019302886	886164	105157794	19793302	142681	0.83780783	0.008426993
SRR1474839	SRS648615	124686234	124686234	1	122082228	9223469026	152	GTEX-Y3I4-0006-SM-4TT1E	7.8	Blood	Whole Blood	0.9658815	0.9452208	0.9207574	20089	86.76144	25218198	108873373	0.03402316	3878442	115183008	9503226	118285	0.87031907	0.033671997
SRR820026	SRS408824	124603322	124603322	1	110007779	8170611635	152	GTEX-OHPK-2026-SM-3MJH7	6.6	Uterus	Uterus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR814892	SRS408483	124574738	124574738	1	119061876	8991949685	152	GTEX-P78B-1926-SM-3P616	7.7	Ovary	Ovary	0.97129214	0.9149403	0.83025604	26624	81.073906	102738303	101274183	0.028457174	797184	110689388	13885350	148038	0.75963473	0.007201991
SRR1378155	SRS634360	124248788	124248788	1	121952047	9181735958	152	GTEX-WVLH-0011-R1A-SM-4MVOK	5.9	Brain	Brain - Hippocampus	0.96693623	0.9294461	0.9037599	26237	48.86001	30597558	106460423	0.032876283	9651635	114541792	9706996	147753	0.83999616	0.084263
SRR814633	SRS408465	123869622	123869622	1	117989005	8910767643	152	GTEX-PLZ6-0626-SM-3P61B	8.5	Esophagus	Esophagus - Muscularis	0.98020625	0.91649276	0.8825374	24695	74.60483	68415935	100498104	0.019536497	1230878	109655096	14214526	142691	0.80883914	0.011224996
SRR815494	SRS408514	123616338	123616338	1	97245198	7196218089	152	GTEX-O5YT-0007-SM-32PK7	7.8	Blood	Whole Blood	0.9728017	0.7868888	0.91335374	20925	37.776443	14843760	81728326	0.027062966	1416166	103862616	19753722	124046	0.7187078	0.013634993
SRR820914	SRS408878	123317502	123317502	1	117748281	8889672457	152	GTEX-WCDI-0002-SM-3P61U	9.8	Blood	Cells - EBV-transformed lymphocytes	0.9686761	0.90737987	0.8551741	24627	93.45942	93925010	99136754	0.030829273	1567496	109256068	14061434	137997	0.7759678	0.0143469935
SRR1354710	SRS629633	122108116	122108116	1	117537130	8879958756	152	GTEX-YEC3-0726-SM-4YCD1	7.5	Heart	Heart - Left Ventricle	0.9858276	0.9460159	0.927416	23521	58.917133	33457944	99904069	0.013950372	2374107	105605062	16503054	139280	0.87735033	0.022480996
SRR808152	SRS408135	121347024	121347024	1	116484753	8767932478	152	GTEX-OIZG-0426-SM-3LK5W	6.6	Blood Vessel	Artery - Aorta	0.9776574	0.9316905	0.8936804	25056	62.423393	42640412	103054948	0.022064356	994832	110610706	10736318	143648	0.83263355	0.0089939935
SRR661553	SRS389879	120912078	120912078	1	109128547	8115374982	152	GTEX-T8EM-0006-SM-3DB71	7.7	Blood	Whole Blood	0.9817743	0.81490445	0.9135086	22162	31.16471	11932107	88399079	0.018058842	1174055	108477850	12434228	131585	0.7444222	0.010822993
SRR1089158	SRS525130	120381898	120381898	1	118196419	8939200386	152	K-562-SM-4B66B	9.5	Bone Marrow	Cells - Leukemia cell line (CML)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR818573	SRS408730	120164626	120164626	1	116465442	8786783801	152	GTEX-X4XX-0126-SM-3NMC2	6.5	Skin	Skin - Sun Exposed (Lower leg)	0.96798414	0.9301088	0.8574141	26330	61.702366	43560599	99450737	0.03188422	2323346	106923770	13240856	147361	0.7974884	0.021728994
SRR1478294	SRS648780	119778428	119778428	1	118165142	8915698225	152	GTEX-13OVJ-0011-R11a-SM-5P9H8	7.8	Brain	Brain - Cerebellar Hemisphere	0.92908055	0.92364055	0.70478034	28458	71.46641	158205680	106927592	0.070656925	4891178	115767532	4010896	149994	0.6509637	0.042249996
SRR817444	SRS408649	119432416	119432416	1	100628443	7280147261	152	GTEX-O5YW-0006-SM-3LK6E	7.4	Blood	Whole Blood	0.96454793	0.764796	0.8946252	21411	45.148586	16536754	82952575	0.035306837	2288257	108463662	10968754	125000	0.6842058	0.021096991
SRR1409443	SRS638380	119165602	119165602	1	115667914	8729585976	152	GTEX-ZYFD-0126-SM-5GIDL	8.2	Skin	Skin - Sun Exposed (Lower leg)	0.9847248	0.91246057	0.8870467	25503	76.15046	73954890	100284558	0.015078573	810773	109905640	9259962	146317	0.80939513	0.0073769917
SRR1455925	SRS645882	119000986	119000986	1	117617608	8883234161	152	GTEX-12WSE-0011-R10b-SM-5P9JV	7.5	Brain	Brain - Frontal Cortex (BA9)	0.9583932	0.9424396	0.8867043	26448	84.85527	90622857	108749231	0.040951636	4816543	115391190	3609796	147894	0.8356653	0.041740995
SRR614383	SRS374838	114896440	114896440	1	95717490	6998706649	152	GTEX-R55E-2526-SM-2TC6H	6.7	Brain	Brain - Cerebellum	0.94270134	0.6766746	0.78722316	25753	44.768883	73847300	64487945	0.0570631	3228711	95301266	19595174	144833	0.5326939	0.033878993
SRR615551	SRS375003	114736030	114736030	1	96667845	6964107684	152	GTEX-O5YW-0526-SM-2YUMX	8.8	Lung	Lung	0.98055524	0.7647982	0.8713147	25199	62.11176	74689126	79680468	0.019079696	431429	104184954	10551076	145591	0.6663799	0.0041409917
