run	sample	read_count_as_reported_by_sra	reads_downloaded	proportion_of_reads_reported_by_sra_downloaded	mapped_read_count	auc	avg_read_length	sampid	smrin	smts	smtsd	smntrart	smmaprt	smexncrt	smgnsdtc	smmncpb	smestlbs	smmppd	smnterrt	smrrnanm	smrdttl	smvqcfl	smtrscpt	smexpeff	smrrnart
SRR1471903	SRS648468	79723718	79723718	1	78040420	5893226699	152	GTEX-13OVJ-0011-R6b-SM-5L3GH	7.8	Brain	Brain - Nucleus accumbens (basal ganglia)	0.9613318	0.9440333	0.86301845	26184	47.229145	52217092	69414118	0.038336005	6103815	73529312	6194406	148184	0.8147182	0.083012
SRR1433841	SRS644037	79694796	79694796	1	78042403	5894958448	152	GTEX-13OW8-1726-SM-5L3GO	7.6	Lung	Lung	0.97884107	0.9446958	0.82526547	25246	49.46639	65563917	69421961	0.020822618	438638	73486046	6208750	145006	0.7796248	0.005968997
SRR1075314	SRS524473	79649068	79649068	1	77483487	5858134270	152	GTEX-RUSQ-0226-SM-47JWT	9.4	Adrenal Gland	Adrenal Gland	0.9806683	0.9496481	0.88889694	24184	60.730923	62918158	68080375	0.019112732	1484128	71690112	7958956	141562	0.8441393	0.02070199
SRR1315269	SRS625003	79561456	79561456	1	78017930	5896237393	152	GTEX-147GR-3026-SM-5S2ML	6.1	Brain	Brain - Cortex	0.9702529	0.95008785	0.9065334	24435	34.592854	22402900	70368891	0.029543908	6697684	74065668	5495788	141719	0.8612864	0.090429
SRR1475192	SRS648632	79527470	79527470	1	77550637	5858811144	152	GTEX-Y5V6-2526-SM-5IFJV	6.2	Adipose Tissue	Adipose - Subcutaneous	0.9849175	0.93718594	0.9201273	24175	59.612103	44857310	69447874	0.014828619	771259	74102554	5424916	141235	0.8623304	0.010407995
SRR1409699	SRS638391	79404662	79404662	1	77894495	5880010411	152	GTEX-ZVE2-1326-SM-5NQ94	7.2	Esophagus	Esophagus - Mucosa	0.9761514	0.94625	0.80648166	25476	52.53883	82376494	69548392	0.023681553	607762	73498960	5905702	144660	0.7631333	0.008268988
SRR1311752	SRS624018	79314800	79314800	1	75357392	5687493218	152	GTEX-111YS-1226-SM-5EGGJ	6.8	Pancreas	Pancreas	0.9826736	0.90341884	0.9031584	22807	34.97098	19565114	61791717	0.017235044	448756	68397640	10917160	136246	0.8159303	0.0065609864
SRR1091097	SRS525242	79261186	79261186	1	77221263	5836294305	152	GTEX-RWS6-1926-SM-47JXY	7.3	Breast	Breast - Mammary Tissue	0.9755007	0.94532776	0.84967846	26056	51.848198	72400622	67708114	0.02408515	411837	71623952	7637234	148043	0.8032247	0.0057499898
SRR1082197	SRS524785	79170304	79170304	1	77886048	5884202727	152	GTEX-TML8-0008-SM-4DXUI	9.6	Skin	Cells - Transformed fibroblasts	0.97278106	0.94615114	0.868507	23089	65.356964	101836934	69018442	0.026855461	842532	72946528	6223776	134871	0.8217389	0.011549994
SRR1387875	SRS636111	78940060	78940060	1	78002376	5889998463	152	GTEX-YFC4-0011-R11a-SM-4SOK6	9	Brain	Brain - Cerebellar Hemisphere	0.93971187	0.9393742	0.77511585	25599	53.92168	137726838	70198132	0.05984027	2405439	74728606	4211454	144452	0.72812384	0.032188997
SRR1315247	SRS625002	78874676	78874676	1	75679195	5710917042	152	GTEX-12WS9-0526-SM-5FQT5	7.4	Blood Vessel	Artery - Tibial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1467704	SRS648271	78728102	78728102	1	77276037	5834170914	152	GTEX-ZUA1-1226-SM-5NQ6O	6.5	Esophagus	Esophagus - Mucosa	0.9741736	0.94743156	0.8637201	24443	50.453773	55688377	69241060	0.025698222	1109690	73082914	5645188	141181	0.8183157	0.015183987
SRR1458552	SRS646002	78542724	78542724	1	74434086	5611627209	152	GTEX-ZXG5-1626-SM-59HJK	5.8	Adipose Tissue	Adipose - Visceral (Omentum)	0.96984637	0.88785154	0.8309532	24967	43.943287	73053348	59463195	0.029921113	1336471	66974254	11568470	143095	0.73776305	0.019954996
SRR1361860	SRS630027	78312028	78312028	1	75809593	5724996775	152	GTEX-11ILO-0626-SM-5A5LO	7.5	Skin	Skin - Not Sun Exposed (Suprapubic)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1471222	SRS648436	77992420	77992420	1	76709138	5799271302	152	GTEX-YJ8A-0826-SM-5Q5A7	9	Blood Vessel	Artery - Tibial	0.9858549	0.95508486	0.92695457	22699	62.9605	74955796	69754934	0.013750296	413379	73035328	4957092	137553	0.88532025	0.0056599868
SRR1356308	SRS629757	77692942	77692942	1	73659048	5558651881	152	GTEX-13FHP-0926-SM-5L3EC	7	Thyroid	Thyroid	0.9671029	0.90658486	0.7870748	26049	49.133038	97065620	63836629	0.032671023	468467	70414402	7278540	146597	0.7135501	0.006653
SRR1452580	SRS645727	77624918	77624918	1	76244286	5719993356	152	GTEX-ZDYS-1626-SM-4WKGB	7.9	Blood Vessel	Artery - Tibial	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1361652	SRS630017	77224072	77224072	1	75713910	5721289978	152	GTEX-14E6C-0226-SM-5S2N3	7.3	Adipose Tissue	Adipose - Subcutaneous	0.9872446	0.9514165	0.82714105	22920	52.141747	81887637	68337434	0.012521513	802882	71827044	5397028	137331	0.78695565	0.011177991
SRR1445960	SRS644673	76914384	76914384	1	75402099	5656852785	152	GTEX-ZDTT-1126-SM-4WKFW	7.1	Pancreas	Pancreas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1499284	SRS650114	76762296	76762296	1	75188149	5680534860	152	GTEX-13PLJ-1726-SM-5L3FT	5.8	Pituitary	Pituitary	0.9562572	0.93975294	0.8060691	26139	48.945156	61171703	67088376	0.04360074	1586486	71389378	5372918	146540	0.7575058	0.022223
SRR1078299	SRS524616	76735666	76735666	1	75950588	5736341502	152	GTEX-Q2AI-1226-SM-48U14	7.8	Testis	Testis	0.9331246	0.9444652	0.79124826	33359	58.372677	126038285	69073744	0.06657944	1756636	73135296	3600370	164420	0.74730647	0.02401899
SRR1324390	SRS625747	76706250	76706250	1	75103785	5671448038	152	GTEX-11EQ9-2126-SM-5PNVW	8.7	Muscle	Muscle - Skeletal	0.9861109	0.95671666	0.9378825	21057	60.242104	46512335	67354232	0.0136985155	646214	70401436	6304814	129624	0.89728785	0.009178989
SRR1443695	SRS644565	76609790	76609790	1	74631210	5637005223	152	GTEX-13X6H-0526-SM-5LU4Q	6.9	Thyroid	Thyroid	0.971746	0.9404133	0.8006923	25121	49.549248	90100555	64665821	0.02803611	343059	68763190	7846600	144510	0.75298166	0.0049889917
SRR1431847	SRS643943	76575996	76575996	1	73475013	5545915350	152	GTEX-13NYC-0326-SM-5K7WP	6.7	Skin	Skin - Sun Exposed (Lower leg)	0.9822679	0.9391181	0.8621776	25215	47.658432	66797462	61460773	0.017532663	486977	65445202	11130794	145732	0.8096866	0.007440989
SRR1083031	SRS524824	76496856	76496856	1	74580898	5614723165	152	GTEX-XLM4-0726-SM-4AT64	6.2	Thyroid	Thyroid	0.97726357	0.93558455	0.8560594	25047	56.890057	62754377	65975328	0.02249882	325862	70517756	5979100	145177	0.8009159	0.004620992
SRR1071761	SRS524328	76446646	76446646	1	75257815	5692964884	152	GTEX-S4UY-1626-SM-4AD55	7.4	Stomach	Stomach	0.9788086	0.95254225	0.86646694	25082	42.591606	32322887	68351857	0.020906776	1403213	71757298	4689348	144398	0.82534635	0.019554988
SRR1431452	SRS643924	76443684	76443684	1	73829184	5573199539	152	GTEX-11GSO-2426-SM-5A5LY	6.8	Skin	Skin - Sun Exposed (Lower leg)	0.9727454	0.93446326	0.79036784	25313	46.101242	82167354	63565727	0.027118796	503103	68023782	8419902	144651	0.73856974	0.0073959865
SRR1360785	SRS629972	76382358	76382358	1	73348360	5534743102	152	GTEX-12KS4-2126-SM-5FQUT	7.9	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9796885	0.9412719	0.8246937	25618	44.453873	75258197	62601510	0.02011814	650774	66507364	9874994	146331	0.776261	0.009784992
SRR1309160	SRS623895	76327740	76327740	1	74373613	5621514675	152	GTEX-111YS-2426-SM-5GZZQ	6.6	Adipose Tissue	Adipose - Subcutaneous	0.97805375	0.94478863	0.8554412	23949	47.41214	60899611	64823621	0.021675186	837681	68611766	7715974	140818	0.80821115	0.012208999
SRR1366837	SRS631334	76205254	76205254	1	72734420	5486623079	152	GTEX-13JUV-0526-SM-5K7XE	6.8	Lung	Lung	0.9788186	0.93136656	0.8433523	25129	47.938465	90589031	60199160	0.02090413	312576	64635304	11569950	145192	0.7854701	0.004835995
SRR1341921	SRS627947	75959182	75959182	1	74948962	5650768107	152	GTEX-X4LF-0626-SM-4QASB	8.5	Esophagus	Esophagus - Mucosa	0.97835076	0.9398606	0.8886785	24442	53.249416	56312649	67899319	0.021444265	786882	72244036	3715146	142731	0.83523387	0.010892
SRR1453639	SRS645775	75913972	75913972	1	72010498	5432323238	152	GTEX-ZYW4-0326-SM-5E44Y	6.1	Nerve	Nerve - Tibial	0.97365916	0.9220181	0.8127173	24863	43.843845	81821087	59224636	0.026153998	496076	64233700	11680272	143294	0.7493401	0.0077229864
SRR1368815	SRS631467	75895746	75895746	1	73785065	5570340403	152	GTEX-ZDYS-1926-SM-5HL59	6.7	Stomach	Stomach	0.98482305	0.9501926	0.91207856	23571	38.90031	21113646	64850537	0.014991703	1106467	68249888	7645858	139734	0.8666503	0.016211998
SRR1365918	SRS631286	75711910	75711910	1	73423715	5540977427	152	GTEX-11LCK-1526-SM-5HL64	7.1	Esophagus	Esophagus - Gastroesophageal Junction	0.97696745	0.9464932	0.85430026	24025	48.54285	62246361	64337070	0.022874603	874215	67974150	7737760	140657	0.80858934	0.012860992
SRR1490785	SRS649779	75440120	75440120	1	72978221	5510989021	152	GTEX-13QBU-1026-SM-5LU3R	9.1	Esophagus	Esophagus - Mucosa	0.9816239	0.9443553	0.875858	23456	49.119087	50812464	63268923	0.018222865	473802	66996948	8443172	139427	0.82712114	0.007071994
SRR1350813	SRS629450	75293198	75293198	1	73791208	5572268954	152	GTEX-13O61-2526-SM-5J1O8	8	Blood Vessel	Artery - Tibial	0.9786803	0.9252457	0.86820495	23642	53.78449	80265882	66183848	0.020933522	402934	71531100	3762098	139597	0.8033029	0.00563299
SRR1322512	SRS625640	75283388	75283388	1	72735658	5491494305	152	GTEX-146FH-2126-SM-5SI9U	6.3	Stomach	Stomach	0.98238486	0.94663453	0.8821679	24718	46.94944	55495021	64282936	0.01737668	1050246	67906812	7376576	144148	0.8350905	0.015465988
SRR1324043	SRS625730	75213276	75213276	1	74066848	5598317641	152	GTEX-13OW6-0011-R7b-SM-5L3H4	8	Brain	Brain - Putamen (basal ganglia)	0.95877296	0.9487077	0.87817806	24961	43.714718	41404704	66548554	0.040950492	4696380	70146526	5066750	144202	0.8331343	0.066951
SRR1077183	SRS524565	74786860	74786860	1	72489465	5476844021	152	GTEX-RVPU-1526-SM-47JXQ	5.9	Blood Vessel	Artery - Tibial	0.97586924	0.94221526	0.8579964	24355	46.663963	53824119	63200348	0.023919774	538153	67076336	7710524	141884	0.8084173	0.008022994
SRR1340989	SRS627898	74493664	74493664	1	73371053	5542133416	152	GTEX-ZYY3-2626-SM-5N9DH	7.3	Vagina	Vagina	0.97753114	0.94074047	0.7960407	25795	49.541866	88200132	67082252	0.022267113	362386	71307926	3185738	146778	0.7488677	0.0050819875
SRR1085590	SRS524931	74460042	74460042	1	72810461	5505969713	152	GTEX-R55G-0126-SM-48FDS	9.4	Adrenal Gland	Adrenal Gland	0.98022556	0.95584726	0.8974747	24103	52.28024	49218366	64802685	0.019428948	1599241	67796062	6663980	142695	0.85784876	0.023588995
SRR1479721	SRS648847	74203322	74203322	1	70572939	5313726620	152	GTEX-12C56-0626-SM-5EGGC	7.2	Colon	Colon - Transverse	0.9768665	0.9084472	0.8588317	25234	40.63293	41120073	58732791	0.022471076	967450	64651850	9551472	144907	0.7802033	0.014963996
SRR1468974	SRS648330	74023724	74023724	1	72076183	5442433343	152	GTEX-131XW-0011-R8a-SM-5DUWY	7.1	Brain	Brain - Hypothalamus	0.9671488	0.93927723	0.91580135	23089	22.62348	12985332	64029271	0.032768514	8098233	68168666	5855058	134671	0.8601913	0.118797004
SRR1385501	SRS635425	73796252	73796252	1	71545705	5402119530	152	GTEX-1211K-2226-SM-5FQU6	8.6	Adipose Tissue	Adipose - Subcutaneous	0.98054844	0.9476046	0.87016135	23960	52.652557	98485976	61703836	0.019150285	287159	65115594	8680658	140944	0.8245689	0.0044099884
SRR1390371	SRS636357	73709644	73709644	1	71917388	5433621485	152	GTEX-13O61-1026-SM-5L3F6	9	Esophagus	Esophagus - Muscularis	0.98013324	0.9432255	0.8847865	24431	52.455982	73396145	63020565	0.019558156	492017	66813886	6895758	143751	0.8345532	0.0073639927
SRR1090095	SRS525192	73615380	73615380	1	71633347	5412292365	152	GTEX-RNOR-1426-SM-48FDJ	6.2	Liver	Liver	0.9718502	0.9443008	0.857425	23522	32.611755	22940596	62935278	0.028080927	2199500	66647498	6967882	134691	0.80966705	0.03300199
SRR1070036	SRS524250	73375230	73375230	1	71687889	5416746272	152	GTEX-R55E-1326-SM-48FCR	7.3	Esophagus	Esophagus - Mucosa	0.9720215	0.9437939	0.8571137	24162	45.497913	43672120	63217888	0.027862415	1208368	66982730	6392500	140291	0.8089387	0.018039994
SRR1453811	SRS645783	73321144	73321144	1	72190726	5455275846	152	GTEX-13PVR-2426-SM-5RQHN	7.1	Adipose Tissue	Adipose - Subcutaneous	0.98030347	0.95172584	0.8732232	24829	51.803337	69734476	66424336	0.019434338	563513	69793558	3527586	144540	0.8310691	0.008073997
SRR1456010	SRS645886	73269876	73269876	1	71586069	5405391936	152	GTEX-14753-2426-SM-5LU8U	5.9	Breast	Breast - Mammary Tissue	0.98405814	0.9205329	0.8430349	23789	42.99781	56036182	62241606	0.015674049	632130	67614760	5655116	139955	0.7760413	0.009348994
SRR1487807	SRS649640	73113758	73113758	1	70020532	5287291006	152	GTEX-1399R-1726-SM-5K7YJ	6.2	Heart	Heart - Atrial Appendage	0.9834504	0.94489264	0.9189968	22892	32.688675	22366879	58623406	0.016337296	2724654	62042402	11071356	138023	0.8683533	0.043916
SRR1467479	SRS648261	73013396	73013396	1	71454808	5399525753	152	GTEX-11DXX-0626-SM-5Q5AG	6	Lung	Lung	0.97728604	0.94992024	0.86504763	24946	54.618057	90359187	64426813	0.022447255	391544	67823396	5190000	144708	0.8217262	0.0057729934
SRR1356016	SRS629743	72875760	72875760	1	70900476	5351880966	152	GTEX-11P7K-1226-SM-5HL4X	7.4	Esophagus	Esophagus - Muscularis	0.9817538	0.9469481	0.9179299	23164	51.87515	57261988	62459028	0.01796693	948809	65958236	6917524	139699	0.869232	0.014384996
SRR1451740	SRS645688	72559318	72559318	1	70881842	5354462336	152	GTEX-139T6-0006-SM-5LU92	9.6	Blood	Whole Blood	0.97115	0.9248606	0.90070915	20483	49.016617	25431890	61623408	0.028638015	1059815	66629946	5929372	123442	0.8330304	0.015905987
SRR1480721	SRS648893	72451458	72451458	1	70776681	5346693796	152	GTEX-131YS-2926-SM-5EGKI	6.4	Colon	Colon - Sigmoid	0.979093	0.94651103	0.8790308	24288	53.032364	70108080	63213046	0.020712765	620569	66785326	5666132	142112	0.8320123	0.009291996
SRR1329971	SRS626976	72407364	72407364	1	69893166	5270474495	152	GTEX-111YS-1526-SM-5GZYW	7.5	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9767569	0.9365499	0.8654255	24928	47.14639	62933949	59974409	0.023066372	561673	64037598	8369766	144342	0.8105142	0.008770987
SRR1069231	SRS524215	72038232	72038232	1	71132669	5373170844	152	GTEX-QEG5-1426-SM-447AS	7.3	Esophagus	Esophagus - Mucosa	0.9795015	0.95050967	0.87074226	24433	52.048454	53260792	65323717	0.020350985	598662	68724934	3313298	141673	0.82764894	0.008710987
SRR1473385	SRS648538	71957278	71957278	1	70323984	5311779061	152	GTEX-Y9LG-1026-SM-5IFJN	7	Stomach	Stomach	0.97598475	0.9287801	0.8272951	24853	41.553974	44880404	62388571	0.023749398	623428	67172600	4784678	143563	0.7683752	0.009280986
SRR1414792	SRS639239	71790388	71790388	1	69951175	5279917211	152	GTEX-131YS-1626-SM-5HL6C	6	Liver	Liver	0.9716327	0.94443566	0.8578948	23313	34.73299	28342361	61464640	0.028296335	1972534	65080812	6709576	135027	0.8102264	0.030308995
SRR1316297	SRS625228	71761202	71761202	1	70101838	5295524318	152	GTEX-13112-0011-R3b-SM-5HL9L	6	Brain	Brain - Anterior cingulate cortex (BA24)	0.9633927	0.9394684	0.9140807	23878	33.959	24480577	62116422	0.036389958	6026586	66118696	5642506	140041	0.8587499	0.09114799
SRR1075102	SRS524464	71759698	71759698	1	70513711	5313008022	152	GTEX-UTHO-2426-SM-4JBHD	9.3	Liver	Liver	0.9746318	0.9356185	0.87315583	24174	33.365868	21964988	62611619	0.025149597	1584264	66920034	4839664	140481	0.8169407	0.023673987
SRR1076268	SRS524526	71245438	71245438	1	69630237	5265401117	152	GTEX-SIU7-1426-SM-4BRWT	6.4	Stomach	Stomach	0.9812659	0.94788766	0.89285636	24242	49.066498	65714712	61294939	0.018469453	967514	64664772	6580666	143305	0.84632754	0.014961995
SRR1329909	SRS626973	70822782	70822782	1	69614048	5259552944	152	GTEX-14BMU-1126-SM-5RQJ8	7.4	Stomach	Stomach	0.9826184	0.9521925	0.89836043	23966	41.08081	26174219	64013540	0.017126735	932647	67227520	3595262	141541	0.85541207	0.013872994
SRR1466177	SRS648200	70808774	70808774	1	69338617	5227421339	152	GTEX-147F4-0826-SM-5QGRB	6.3	Thyroid	Thyroid	0.9729106	0.94058573	0.8258201	25397	45.485172	48454309	62296693	0.026849885	383018	66231806	4576968	145383	0.77675456	0.0057829916
SRR1073317	SRS524392	70490036	70490036	1	69583371	5264039858	152	GTEX-X4XY-0008-SM-46MVL	10	Skin	Cells - Transformed fibroblasts	0.98090845	0.95680594	0.8999271	22181	60.41706	67453224	63271913	0.018764677	685816	66128260	4361776	132917	0.8610556	0.010370997
SRR1389238	SRS636266	70430818	70430818	1	67799910	5118972384	152	GTEX-145MF-1426-SM-5O9B6	8.1	Esophagus	Esophagus - Mucosa	0.98496705	0.93931216	0.8346505	23843	46.101067	68684610	58307658	0.014791248	577233	62074844	8355974	140770	0.7839974	0.009298984
SRR1346978	SRS629232	70134608	70134608	1	69138536	5220133198	152	GTEX-Y111-1926-SM-4SOIS	6.3	Thyroid	Thyroid	0.9678366	0.9418935	0.8565114	25555	49.84016	58778388	62540214	0.031887513	936682	66398392	3736216	146261	0.80674255	0.014106998
SRR1098450	SRS526140	69990750	69990750	1	68138157	5147252408	152	GTEX-REY6-0926-SM-48FDA	5.8	Blood Vessel	Artery - Coronary	0.978919	0.9444977	0.8647652	23919	41.278484	44287182	60046632	0.020822532	613246	63575202	6415548	140604	0.8167688	0.009645994
SRR1472929	SRS648517	69906634	69906634	1	68209187	5143570299	152	GTEX-12WSD-1726-SM-5GCN4	6	Spleen	Spleen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1098737	SRS526151	69862858	69862858	1	68722719	5194655449	152	GTEX-Q2AG-1126-SM-48U1P	6.2	Liver	Liver	0.9394356	0.93904585	0.8511446	23052	29.672466	21567564	62688816	0.060422007	4524055	66757990	3104868	132684	0.79926383	0.06776799
SRR1384692	SRS635353	69723798	69723798	1	67633502	5107773223	152	GTEX-12ZZX-0526-SM-5DUW6	8.7	Blood Vessel	Artery - Tibial	0.982405	0.9480916	0.9097286	23031	52.79477	74399487	60114052	0.017144976	475349	63405322	6318476	138064	0.86250603	0.0074969893
SRR1489715	SRS649729	68919192	68919192	1	67860869	5126706459	152	GTEX-11GS4-0426-SM-5N9CD	6.5	Heart	Heart - Atrial Appendage	0.98306406	0.9435625	0.90423274	23429	33.875237	23500480	62320204	0.016801951	2536168	66047776	2871416	138749	0.8532001	0.038398992
SRR1076195	SRS524522	68679514	68679514	1	66807399	5046388435	152	GTEX-R45C-1226-SM-48FEE	6.2	Esophagus	Esophagus - Mucosa	0.9710885	0.9414532	0.8436217	24931	41.288994	46309797	58800710	0.02878023	1047660	62457394	6222120	143614	0.79423034	0.016773995
SRR1333038	SRS627174	68511344	68511344	1	66424299	5012304237	152	GTEX-1192X-1826-SM-5GIE2	6.2	Esophagus	Esophagus - Gastroesophageal Junction	0.9782119	0.9365107	0.876875	24146	47.087322	65096307	57184609	0.021595653	781463	61061350	7449994	141866	0.82120275	0.012797997
SRR1100752	SRS526578	68503442	68503442	1	67732816	5120723456	152	GTEX-PX3G-1326-SM-48U18	9	Adrenal Gland	Adrenal Gland	0.97886443	0.9499566	0.875123	25052	49.33941	56316532	62052822	0.020718042	892229	65321748	3181694	145778	0.83132887	0.013658988
SRR1498416	SRS650076	68474950	68474950	1	67093177	5065059506	152	GTEX-ZVT2-1826-SM-5NQ8W	7.2	Breast	Breast - Mammary Tissue	0.9821049	0.9483584	0.8990984	24886	50.22979	43743022	60257447	0.017605176	298758	63538688	4936262	145266	0.8526675	0.0047019855
SRR1469662	SRS648361	68248520	68248520	1	65406838	4935658403	152	GTEX-13113-1526-SM-5EGHV	8.6	Salivary Gland	Minor Salivary Gland	0.976415	0.918414	0.8425815	25371	43.43284	65869767	54625725	0.023268983	282581	59478324	8770196	146281	0.77383864	0.0047509912
SRR1077310	SRS524573	68222638	68222638	1	67258369	5087775179	152	GTEX-PWN1-0626-SM-48TDT	9.1	Esophagus	Esophagus - Mucosa	0.9824456	0.9557113	0.8939229	23497	48.525383	46778232	61963722	0.017389579	413972	64835184	3387454	139659	0.85433227	0.00638499
SRR1481375	SRS648924	68146512	68146512	1	66514212	5025363254	152	GTEX-131XG-2126-SM-5DUXG	7.9	Vagina	Vagina	0.9816799	0.9499326	0.8472302	24547	49.52828	76946495	59140271	0.018146703	342851	62257336	5889176	142924	0.80481154	0.0055069975
SRR1391494	SRS636555	68111890	68111890	1	67266559	5063487402	152	GTEX-QMRM-0126-SM-4R1K9	9.1	Adrenal Gland	Adrenal Gland	0.97922015	0.94303286	0.88763416	23892	50.520256	53181622	60741915	0.020485722	1210802	64411240	3700650	141647	0.8370682	0.018797992
SRR1070549	SRS524271	67708270	67708270	1	66769435	5051182895	152	GTEX-PWOO-1226-SM-48TCO	6.3	Stomach	Stomach	0.9817641	0.95400465	0.884502	23999	42.132164	30315418	61494512	0.01795544	1229046	64459342	3248928	141151	0.843819	0.019066995
SRR1090310	SRS525201	67536564	67536564	1	66516979	5028419080	152	GTEX-RU72-0826-SM-46MUS	6.5	Esophagus	Esophagus - Muscularis	0.975444	0.94868016	0.8330558	24384	43.14911	60142486	60027906	0.024382943	904645	63275174	4261390	141846	0.79030347	0.014296997
SRR1403412	SRS638025	67427660	67427660	1	65935826	4980450507	152	GTEX-ZVT2-2026-SM-5NQ8Q	6.4	Pancreas	Pancreas	0.9807991	0.8976052	0.87908596	22799	30.52296	20353865	55736854	0.01910951	364187	62095068	5332592	136914	0.78907216	0.005864991
SRR1085541	SRS524929	67376500	67376500	1	66649065	5046533059	152	GTEX-PLZ4-0008-SM-48TE6	10	Skin	Cells - Transformed fibroblasts	0.9817245	0.9633752	0.9171118	22204	60.083786	66062532	61706529	0.017943515	561932	64052436	3324064	133269	0.88352275	0.008773
SRR660426	SRS389743	67227170	67227170	1	40532651	2926312614	152	GTEX-S341-1726-SM-3K2AK	6.1	Skin	Skin - Sun Exposed (Lower leg)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1432958	SRS643995	67141636	67141636	1	65976752	4980246542	152	GTEX-ZXG5-2826-SM-5NQ8T	7.6	Salivary Gland	Minor Salivary Gland	0.9752263	0.9450684	0.8228372	25694	45.22956	76819730	58841040	0.024241855	467581	62261146	4880490	146678	0.7776374	0.007509997
SRR1446716	SRS644708	66616872	66616872	1	65381034	4937659749	152	GTEX-ZVT3-2826-SM-5GU6A	6	Colon	Colon - Sigmoid	0.97642946	0.94691986	0.8740114	24356	43.60167	44138029	59201205	0.023411416	471336	62519762	4097110	141757	0.8276188	0.0075389924
SRR1073971	SRS524416	65407988	65407988	1	64122802	4843542254	152	GTEX-TKQ1-0626-SM-4DXTS	8.2	Colon	Colon - Transverse	0.977995	0.94351107	0.8790881	23860	44.4648	62753035	56827747	0.02173498	484008	60230078	5177910	141646	0.8294293	0.008035985
SRR1081765	SRS524765	65350176	65350176	1	64403299	4872176755	152	GTEX-S4Q7-0926-SM-4AD5D	7.7	Bladder	Bladder	0.9776925	0.9521042	0.8558444	25267	46.414425	74949822	58717778	0.02203222	363492	61671584	3678592	146038	0.8148531	0.005893995
SRR612455	SRS374712	65304924	65304924	1	56212409	4140064946	152	GTEX-RU72-0011-R2A-SM-2TF6O	6.1	Brain	Brain - Substantia nigra	0.8614993	0.7187146	0.7679707	22572	16.239449	13316200	36766321	0.13838051	9712720	51155660	14149264	132871	0.55195177	0.18986599
SRR1085975	SRS524947	64990368	64990368	1	63503043	4782422439	152	GTEX-XMD1-2926-SM-4AT42	6.1	Brain	Brain - Cortex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1389798	SRS636331	64837300	64837300	1	63622053	4805337574	152	GTEX-ZAK1-1526-SM-5S2OV	7.1	Esophagus	Esophagus - Mucosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1071403	SRS524313	64603592	64603592	1	62940319	4750508006	152	GTEX-WH7G-0002-SM-4LVN9	10	Blood	Cells - EBV-transformed lymphocytes	0.96770585	0.93590343	0.8733557	21975	56.88887	68162287	56270123	0.031954523	686854	60123854	4479738	129328	0.81737655	0.011423985
SRR1465375	SRS648163	64074632	64074632	1	63213767	4770156503	152	GTEX-14E6E-1126-SM-5S2R4	7.6	Prostate	Prostate	0.97843844	0.953014	0.87308365	25758	50.295185	87110869	57768502	0.021312704	369215	60616636	3457996	147680	0.83206093	0.0060909847
SRR1407969	SRS638285	63936924	63936924	1	62576639	4725558131	152	GTEX-131XG-2626-SM-5KM17	6.1	Skin	Skin - Sun Exposed (Lower leg)	0.9777622	0.916317	0.8527191	24111	39.524395	49592182	56176095	0.022097068	689206	61306398	2630526	140976	0.78136104	0.011241991
SRR1414058	SRS639201	63808894	63808894	1	62554183	4720623799	152	GTEX-1497J-0226-SM-5QGPU	8.1	Skin	Skin - Not Sun Exposed (Suprapubic)	0.9780183	0.94602394	0.88221407	23843	45.24672	61736262	56303356	0.021773977	636878	59515784	4293110	141625	0.8345956	0.010700993
SRR1387685	SRS636102	63505770	63505770	1	62062540	4682103201	152	GTEX-145MF-1726-SM-5LU9H	5.8	Testis	Testis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1403589	SRS638033	62329282	62329282	1	61305622	4635069604	152	GTEX-ZGAY-0926-SM-4WWBQ	8.4	Blood Vessel	Artery - Tibial	0.97957927	0.9496964	0.8938972	22299	47.66121	62904016	54735774	0.020071113	411456	57635024	4694258	134061	0.84893095	0.0071389927
SRR1459055	SRS646026	61192978	61192978	1	59714486	4504163965	152	GTEX-12WSH-0126-SM-5GCO3	7.2	Lung	Lung	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRR1093747	SRS525371	60641734	60641734	1	59687823	4497644815	152	GTEX-XUZC-1026-SM-4BOPY	7.6	Ovary	Ovary	0.9726334	0.9421337	0.8405708	23569	44.76006	61185529	53836640	0.027189922	564461	57143314	3498420	138186	0.7919301	0.009877989
